"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"EARL CHARENTES-PERIGORD","Centrale photovoltaïque raccordée au réseau de 240.16 kWc","1,058,364 €","96,064 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL Charruault Schmale","Installation solaire photovoltaïque raccordée au réseau","104,468 €","8,832 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL de Champ Rose","Centrale photovoltaïque connectée au réseau d'une puissance de 44,88 kWc","255,816 €","60,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL Des Bergeons","Installation photovoltaïque raccordée au réseau","365,262 €","37,506 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL DES ROCHERS","Installation solaire photovoltaïque raccordée au réseau","329,936 €","30,240 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL DE TASSAY","Centrale photovoltaïque raccordée au réseau de 90.72 kWc","413,177 €","36,288 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL DOMINIQUE ET JEAN PAUL GOBIN","Centrale photovoltaïque raccordée au réseau de 33.6 kWc","183,911 €","13,440 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL Fougère","Installation solaire photovoltaïque raccordée au réseau","89,333 €","35,733 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL FRISSONNET","Installation solaire photovoltaïque","1,090,180 €","98,820 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL FUZEAU Jean-Yves","Installation solaire photovoltaïque raccordée au réseau","104,148 €","41,659 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL GABORIAU FRERES","Installation solaire photovoltaïque raccordée au réseau","481,096 €","43,035 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL GAILLARD","Installation photovoltaïque raccordée au réseau","475,474 €","44,160 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL GALLINEA","CENTRALE PHOTOVOLTAIQUE CONNECTEE AU RESEAU D'UNE  PUISSANCE DE 15,12 kWc","97,154 €","30,240 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL GUICHET","CENTRALE PHOTOVOLTAÏQUE CONNECTEE AU RESEAU D'UNE PUISSANCE DE 36 kWc","231,053 €","60,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL La Grange  Neuve","Centrale photovoltaïque connecté au réseau","198,557 €","60,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL La Grange  Neuve","Installation photovoltaïque raccordée au réseau","268,665 €","26,568 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL LA GUICHARDIERE","Installation solaire photovoltaïque raccordée au réseau","170,634 €","15,840 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EARL LE PATUREAU","Centrale photovoltaïque connectée au réseau d'une puissance de 31,68 kWc","164,780 €","60,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
