"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"IMPRIMERIE ROUBAUD","LOGICIEL RAMPAGE","5,257 €","2,261 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE SEREG BERTHIER","DROIT SOCIAL ET TRAVAIL","1,777 €",716 €,"FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE SEREG BERTHIER","FORMATION CONTROLE QUALITE IMPRESSION",826 €,268 €,"FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE SEREG BERTHIER","LE DOSSIER DE FABRICATION",828 €,277 €,"FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE SEREG BERTHIER","MANAGER AU QUOTIDIEN","3,260 €","1,402 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE SEREG BERTHIER","NORME ENVIRONNEMENTALE",869 €,296 €,"FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"IMPRIMERIE SEREG BERTHIER","REUSSIR LA TRANSMISSION D'ENTREPRISE","3,209 €","1,380 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","68","Aide au travail indépendant et à la création d'entreprise"
"INSTITUT POUR LE DEVELOPPEMENT DE L'EMPLOI ET DE LA FORMATION","ACCOMPAGNEMENT VERS L'EMPLOI DE PUBLICS EN DIFFICULTE LINGUISTIQUE EN MILIEU RURAL","55,944 €","27,972 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Institut Régional pour la Création d'Entreprise","accompagnement des PFIL","175,259 €","78,867 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","68","Aide au travail indépendant et à la création d'entreprise"
"Institut Régional pour la Création d'Entreprise","Programme d'accompagnement des PFIL en Paca","212,000 €","95,000 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","68","Aide au travail indépendant et à la création d'entreprise"
"Institut Régional pour la Création d'Entreprise","Transmettre et reprendre une entreprise en Paca","187,099 €","84,000 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","68","Aide au travail indépendant et à la création d'entreprise"
"Institut Régional pour la Création d'Entreprise","Transmettre et reprendre une entreprise en Paca","194,334 €","87,450 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","68","Aide au travail indépendant et à la création d'entreprise"
"LA HULOTTE","SYSTEME EDITORIAL  INDESIGN","6,683 €","2,874 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"LIRE LA VILLE","Accompagnement Individuel vers L'emploi de personnes Multi Discriminées","372,120 €","186,060 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"LOUIS JEAN IMPRIMEUR","CERTIFICATION DE LA CHAINE DE CONTROLE","4,335 €","1,864 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"LOUIS JEAN IMPRIMEUR","FACONNAGE - BROCHAGE","22,174 €","9,535 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"LOUIS JEAN IMPRIMEUR","FORMATION DEVIS","1,300 €",559 €,"FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"MC PRODUCTIONS","LOGICIEL SIGNE ET SIGNEWARE","34,596 €","14,876 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"MERIDIONALE PAPIERS METALLIQUES","CONDUITE AUDIT INTERNE","5,949 €","2,558 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"MERIDIONALE PAPIERS METALLIQUES","MANAGEMENT ET ANIMATION D'EQUIPES","6,693 €","2,706 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"MERIDIONALE PAPIERS METALLIQUES","METHODOLOGIE HACCP SELON ISO 22 000","5,622 €","2,418 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"MERIDIONALE PAPIERS METALLIQUES","METTRE EN PLACE UN CHANTIER 5S","10,033 €","4,314 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"MERIDIONALE PAPIERS METALLIQUES","NOUVELLE VERSION GPAO ","26,261 €","10,930 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"MERIDIONALE PAPIERS METALLIQUES","REFERENTIEL MANAGEMENT DE LA SECURITE ALIMENTAIRE","8,485 €","3,649 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"MERIDIONALE PAPIERS METALLIQUES","TECHNIQUE DE CONDUITE DE L'ENTRETIEN DE FIN D'ANNEE","6,767 €","2,910 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"MISSION LOCALE DU CENTRE VAR","CREATION ET ANIMATION D'UN RESEAU D'ENTREPRISES","38,000 €","19,000 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","65","Modernisation et renforcement des institutions du marché du travail"
"Mission Locale du Comtat Venaissin (MILOCV)","Itinéraire vers l'emploi pour les jeunes 16/25 ans du bassin de Carpentras","40,650 €","20,325 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"mission locale du coudon au gapeau","création et animation d'un réseau d'entreprises","41,892 €","20,946 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","65","Modernisation et renforcement des institutions du marché du travail"
"mission locale du golfe de saint tropez et du pays des maures","CREATION ET ANIMATION D'UN RESEAU D'ENTREPRISES","34,274 €","17,137 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","65","Modernisation et renforcement des institutions du marché du travail"
"NORMA COLOR","ANGLAIS PROFESSIONNEL","6,847 €","2,944 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"NORMA COLOR","DEVELOPPEMENT DE LA RELATION CLIENT","3,281 €","1,411 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"NORMA COLOR","ORGANISATION ET DEVELOPPEMENT COMMERCIAL","4,381 €","1,884 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"NORMA COLOR","SE PERFECTIONNER AUX TECHNIQUES DE VENTE","6,134 €","2,638 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"opca cgm","opca cgm","1,286,845 €","553,344 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen",,
"OPCALIA","Accès à la formation Actions collectives 2009","169,272 €","76,172 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"OPCALIA","Accès à la formation Actions individuelles 2009","28,323 €","12,745 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"OPCALIA","Accès à la formation Contrats de professionnalisation 2009","1,020,000 €","459,000 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"OPCALIA","Accès à la formation des salariés les plus éloignés 2008","1,509,091 €","679,091 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"OPCALIA","Accès à la formation Ingéniérie 2009","319,978 €","143,990 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
"OPCALIA","Accès à la formation Public TH 2009","38,000 €","17,100 €","FONDS SOCIAL EUROPEEN","PROVENCE-ALPES-COTE D´AZUR",,"Programme opérationnel national Fonds social européen","73","Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie..."
