"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"Monsieur et Madame ENJOLRAS Claude","Installation de production d'eau chaude sanitaire solaire","20,027 €","3,021 €","FEDER ","AUVERGNE","AUVERGNE",,"40","Energie renouvelable: én. solaire"
"Natixis Lease - Bail Matériel","Acquisition d'équipements de broyage et de criblage pour la production de plaquettes bois","964,221 €","115,707 €","FEDER ","AUVERGNE","AUVERGNE",,"41","Energie renouvelable: biomasse"
"Natixis Lease - Bail Matériel","Acquisition d'un broyeur de bois en crédit-bail pour la société ABE (Auvergne Bois Energie) ","355,000 €","49,700 €","FEDER ","AUVERGNE","AUVERGNE",,"41","Energie renouvelable: biomasse"
"NERGECO","Optimisation d'une nouvelle génération de Portes de Productivité dotée des systèmes d'écrans souples intelligents","429,881 €","150,000 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"N.S.E. INTEGRATIONS","Maintenance de câblages civils et militaires dans le domaine aéronautique pour les marchés africains.","252,820 €","75,000 €","FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"NUMTECH","Accompagnement dans le cadre du montage d'un projet européen FP7-SME'S CAPACITIES PROGRAMME.","41,400 €",,"FEDER ","AUVERGNE","AUVERGNE",,"7","Investissements dans les entreprises directement liées à la recherche et l'innovation (...)"
"NUMTECH","Développement d'une plate-forme opérationnelle pour la gestion des risques environnementaux (projet collaboratif)","654,357 €","234,950 €","FEDER ","AUVERGNE","AUVERGNE",,"4","Soutien à la R&DT, en particulier dans les PME (y compris accès à des services de R&DT dans les centres de recherche)"
"OPAC de Commentry","Installation solaire pour la production d'ECS dans 19 logements locatifs","32,282 €","5,592 €","FEDER ","AUVERGNE","AUVERGNE",,"40","Energie renouvelable: én. solaire"
"OSEO Innovation","Assistance technique pour les années 2008-2009","234,446 €","199,279 €","FEDER ","AUVERGNE","AUVERGNE",,"85","Préparation, mise en oeuvre, suivi et inspection "
"OSEO Innovation","Expertise pour l'évaluation et l'accompagnement des projets dans leur recherche industrielle (2008)","100,000 €","50,000 €","FEDER ","AUVERGNE","AUVERGNE",,"9","Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
"Parc naturel régional des volcans d'Auvergne","Aménagement des cheminements et réhabilitation des zones dégradées - Chaîne des Puys - 2ème tranche","200,000 €","63,800 €","FEDER ","AUVERGNE","AUVERGNE",,"56","Protection et valorisation du patrimoine naturel"
"Parc naturel régional des volcans d'Auvergne","Définition des connectivités et fonctionnalités écologiques du territoire du parc et sensibilisation","124,460 €","48,515 €","FEDER ","AUVERGNE","AUVERGNE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
"Parc naturel régional des volcans d'Auvergne","Elaboration du schéma paysager à l'échelle du PNR des Volcans d'Auvergne","59,800 €","19,076 €","FEDER ",,,,"56","Protection et valorisation du patrimoine naturel"
"Parc Naturel Régional Livradois-Forez","Etude des réseaux écologiques du PNR Livradois Forez","39,917 €","12,000 €","FEDER ","AUVERGNE","AUVERGNE",,"51","Promotion de la biodiversité et protection de la nature (y compris Natura 2000)"
