begunstigter,projekt,datum_erstbewilligung,bewilligung_offentlicher_mittel,gesamtauszahlungsbetrag_abgeschlossener_projekte,fund_type,currency,uri
Artur Speer Akademie,Deutsch für den Beruf,01.10.2008,"62.760,25",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Ausbildungszentrum OTA GmbH (gemeinnützig),MmB-Berufsorientierung für Hörbehinderte,01.12.2008,"51.457,54",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Aussiedler-Integrationshilfe e.V.,BZM - Sozialdienstleistungen (Betreuung /Haus-Hof-Garten),01.11.2007,"36.872,82","36.872,82",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Aussiedler-Integrationshilfe e.V.,BZM - Integrationsveranstaltungen,15.12.2007,"39.532,23","39.532,23",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Aussiedler-Integrationshilfe e.V.,Serviceleistungen Senioren/Kinder,03.04.2008,"24.980,58","24.980,58",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Aussiedler-Integrationshilfe e.V.,Kommunikationstraining für den Beruf,02.06.2008,"14.179,83","14.179,83",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
AWO Friedrichshain-Kreuzberg e.V.,IH-Netzwerkkompetenzen für ältere Migranten,01.05.2008,"43.452,02",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BALL e.V.,"BZM-Koordination des Kieztreffs ""Zechline""",15.01.2008,"20.000,86","20.000,86",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBI GmbH,MH - Qualifizierung für Mobilitätshilfedienste,01.07.2008,"754.342,89",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBJ Corvus GmbH,MAE Qualifizierung im Berufsfeld Gastronomie VI,07.04.2008,"7.574,70","7.574,70",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBJ Corvus GmbH,Qualifizierung von MAE im Berufsfeld Haushandwerk IV,14.04.2008,"10.843,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBJ Corvus GmbH,Qualifizierung von MAE im Bereich Grafik/Layout XII,05.05.2008,"24.726,97",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBJ Corvus GmbH,MAE im Bereich Kommunikationstraining /Konfliktmanagment XVI-XVII,19.05.2008,"3.314,14","3.314,14",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBJ Corvus GmbH,Qualifizierung von MAE im Berufsbereich Kaufmännische Grundqualifizierung Gruppe 1,16.06.2008,"11.907,08",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBJ Corvus GmbH,Qualifizierung von MAE im Berufsbereich Kaufmännische Grundqualifizierung Gruppe 2,16.06.2008,"11.842,23","11.842,23",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBJ Corvus GmbH,Qualifizierung von MAE im Berufsbereich EDV Aufbaukurs II,21.07.2008,"8.460,84",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBJ SERVIS gGmbH für Jugendhilfe,BZM-Stadtteilmütter in den QM-Gebieten Neuköllns,01.10.2007,"916.300,03","916.300,03",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBJ SERVIS gGmbH für Jugendhilfe,Stadtteilmütter in Neukölln,01.10.2008,"737.651,88",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBQ,Grundlagen des Garten- und Landschaftsbaus,19.05.2008,"25.891,68","25.891,68",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBQ,Interkultureller Begleiter der Kinder - und Jugendarbeit,09.06.2008,"126.930,12",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBQ,PC-Grundlagenkurs,25.06.2008,"27.813,60",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBQ,Grundlagen des Garten- und Landschaftsbaus,28.07.2008,"25.958,90","25.958,90",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBQ,PflegeassistentIn - inkl. Pflegepass der DRK-Berufsfachschule für Altenpflege,01.09.2008,"83.064,25",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBQ,IT Systems Administrator,15.09.2008,"167.938,80",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBQ,Interkultureller Begleiter der Kinder - und Jugendarbeit,08.12.2008,"124.761,60",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Akademie GmbH,MmB - SP 6) Jobmentor von betrieblichen Umschulungen für Rehabilitanden,01.02.2008,"216.450,99",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Akademie GmbH,Qualifizierungsmodule i. Rahmen AGH MAE f. Jugendliche m. poln./russischer Sprachherkunft,30.06.2008,"26.693,85","26.693,85",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Akademie GmbH,Bildungs- und Trainingszentrum Arge PEZ,01.10.2008,"940.481,74",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Akademie GmbH,15761 Servicefachkraft Tourismus,01.09.2008,"126.823,65",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Akademie GmbH,PEB - Arbeit u. Integration f. russischsprachige Akademiker/-innen mit Migrationshintergrund,01.12.2008,"521.801,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Berufsvorbereitungs-u.Ausbildungsgesellschaft,"Integrationsmaßnahme ""Azubibegleiter""",01.06.2008,"18.251,00","18.251,00",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Berufsvorbereitungs-u.Ausbildungsgesellschaft,Sprachförderung Deutsch III,13.10.2008,"6.620,27","6.620,27",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Bildungswerk der Wirtschaft Berlin/Bbg. e.V.,Internationaler Kooperationsrepräsentant,25.08.2008,"43.409,05","43.409,05",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Bildungswerk der Wirtschaft Berlin/Bbg. e.V.,Arbeitsplatz Europa IV (12 Monate) - 19 TN,01.09.2008,"243.625,87",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Bildungswerk der Wirtschaft Berlin/Bbg. e.V.,Ernährungslehre und -beratung,01.09.2008,"19.008,79","19.008,79",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Bildungswerk der Wirtschaft Berlin/Bbg. e.V.,Verkaufstraining mit Kassenpass,01.09.2008,"16.709,73","16.709,73",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Bildungswerk der Wirtschaft Berlin/Bbg. e.V.,Vorbereitung auf die theoretische Führerscheinprüfung,01.09.2008,"21.283,38","21.283,38",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBW Bildungswerk der Wirtschaft Berlin/Bbg. e.V.,15760 Internationales Eventmanagement,24.11.2008,"129.212,04",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
BBZ Berlin gGmbH,21168 Berufsorientierende Sprachförderung mit Praktikum 1,10.03.2008,"16.641,96","16.641,96",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berlin-Brandenburger Bildungswerk e.V.,BZM-Rechercheauftragsbearbeitung Lichtenberg,15.11.2007,"20.080,03","20.080,03",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berlin-Brandenburger Bildungswerk e.V.,Technische Koordination Bürgerradio Stralau,15.11.2007,"21.495,45","21.495,45",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berlin-Brandenburger Bildungswerk e.V.,Schnittstellenkoordination Lichtenberg,01.12.2007,"21.484,75","21.484,75",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berlin-Brandenburger Bildungswerk e.V.,Finanzbuchhaltung mit Lexware,01.03.2008,"22.707,99","22.707,99",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berlin-Brandenburger Bildungswerk e.V.,"Moderne Websites mit XHTML, CSS, Flash und PHP/MySQL",01.04.2008,"23.955,31","23.955,31",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berlin-Brandenburger Bildungswerk e.V.,Lohnbuchhaltung mit Lexware,01.05.2008,"23.306,89","23.306,89",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berlin-Brandenburger Bildungswerk e.V.,"Grafik mit Adobe Photoshop, InDesign und Illustrator",09.06.2008,"27.594,67","27.594,67",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berlin-Brandenburger Bildungswerk e.V.,Finanzbuchhaltung mit Lexware,04.08.2008,"24.220,15","24.220,15",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berlin-Brandenburger Bildungswerk e.V.,"Grafik mit Adobe Photoshop, InDesign und Illustrator",04.08.2008,"29.035,73","29.035,73",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berlin-Brandenburger Bildungswerk e.V.,Lohnbuchhaltung mit Lexware,06.10.2008,"22.337,89","22.337,89",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berlin-Brandenburger Bildungswerk e.V.,"Moderne Websites mit XHTML, CSS und PHP/MySQL",06.10.2008,"27.476,28",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Frauenbund 1945 e.V.,KOBRA,01.01.2008,"643.160,12",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Verkaufstraining im Einzelhandel mit Kassenpass (MAE),17.03.2008,"11.243,52","11.243,52",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Deutsch als Zweitsprache für lernungewohnte Zuwanderer (MAE),17.03.2008,"32.778,67","32.778,67",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Verkaufstraining im Einzelhandel mit Kassenpass (MAE),28.04.2008,"16.936,26","16.936,26",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,EDV für Einsteiger (ECDL Modul 1-4) (MAE),28.04.2008,"23.437,28","23.437,28",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Buchführung Grundkurs (MAE),28.04.2008,"13.842,48","13.842,48",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Kommunikations- und Konfliktmanagement (MAE),28.04.2008,"11.793,07","11.793,07",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Holzverarbeitung mit Motorsägeschein (MAE),28.04.2008,"3.092,38","3.092,38",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Deutsch für MigrantInnen (MAE),13.05.2008,"24.136,81","24.136,81",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Verkaufstraining im Einzelhandel mit Kassenpass (MAE),07.07.2008,"13.979,31","13.979,31",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Verkaufstraining im Einzelhandel mit Kassenpass (MAE),15.09.2008,"20.395,65",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,EDV für Anfänger (ECDL Modul 1-4) (MAE),04.08.2008,"26.216,34","26.216,34",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Deutsch für MigrantInnen (MAE),04.08.2008,"25.103,67","25.103,67",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Englisch Grundkurs (MAE),25.08.2008,"14.850,46","14.850,46",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Deutsch für den Beruf (MAE),03.09.2008,"19.719,35","19.719,35",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,EDV für Fortgeschrittene (ECDL Modul 4-7),06.10.2008,"20.346,99","20.346,99",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Verkaufstraining im Einzelhandel mit Kassenpass (MAE),13.10.2008,"12.595,41","12.595,41",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Verkaufstraining im Einzelhandel mit Kassenpass (MAE),03.11.2008,"19.551,24","19.551,24",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Deutsch für den Beruf (MAE),06.10.2008,"20.491,05","20.491,05",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Verkaufstraining im Einzelhandel mit Kassenpass (MAE),06.10.2008,"16.670,88","16.670,88",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Buchführung Grundkurs mit Lexware,14.10.2008,"23.868,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Englisch Grundkurs (MAE),10.11.2008,"18.144,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,Verkaufstraining im Einzelhandel mit Kassenpass (MAE),01.12.2008,"20.400,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berliner Qualifizierungs- Management GmbH,EDV für Anfänger (ECDL Modul 1-4) (MAE),01.12.2008,"31.579,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Berufliche Perspektiven für Frauen Berlin e.V.,Berufliche Perspektiven für Frauen Berlin e.V.,01.01.2008,"64.440,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
