"Type","Name des Begünstigten","Bezeichnung des Vorhabens","Jahr der Bewilligung / Jahr der Restzahlung","Gewährte Beträge","Bei Abschluss des Vorhabens gezahlte Gesamtbeträge"
"Standardvorhaben","Kinder- und Jugendverein Neuer Bahnhof Ehrenfriedersdorf e. V.","Projekt Kreafanten und Kreamﾊuse (250856190A)",2008,"37.100,00  EUR",
"Standardvorhaben","LIFT gemeinnﾟtzige Gesellschaft zur sozialen Integration und Arbeitsfﾚrderung mbH","Projekt Sportvereine (250895021B)",2008,"28.079,50  EUR",
"Standardvorhaben","LIFT gemeinnﾟtzige Gesellschaft zur sozialen Integration und Arbeitsfﾚrderung (250895022B)","Projekt Sportvereine (250895022B)",2008,"28.079,00  EUR",
"Standardvorhaben","LIFT gemeinnﾟtzige Gesellschaft zur sozialen Integration und Arbeitsfﾚrderung mbH","Projekt Sportvereine (250895023B)",2008,"28.079,50  EUR",
"Standardvorhaben","LIFT gemeinnﾟtzige Gesellschaft zur sozialen Integration und Arbeitsfﾚrderung mbH","Projekt Sportvereine (250895024B)",2008,"28.079,50  EUR",
"Standardvorhaben","LIFT gemeinnﾟtzige Gesellschaft zur sozialen Integration und Arbeitsfﾟrderung mbH","Projekt Sportvereine (250895029B)",2008,"28.080,00  EUR",
"Standardvorhaben","Arbeitsfﾟrderungsgesellschaft mbH Calau","Projekt und Veranstaltungskoordinator (250827033A)",2008,"41.256,00  EUR",
"Standardvorhaben","Verein fﾟr ganzheitliche Erlebnispﾊdagogik KONTIKI e. V. ","Projektarbeit mit Kindern und Jugenlichen (250882410B)",2008,"33.840,00  EUR",
"Standardvorhaben","Trﾊgerverein Planung und Technik Schwerin e. V.","Projektbearbeiter (250846087B)",2008,"34.112,62  EUR",
"Standardvorhaben","Trainings- und Schulungszentrum Fﾟrstenwalde gGmbH","Projektbegleiter (250828196B)",2008,"36.000,00  EUR",
"Standardvorhaben","Stadt Wittstock/ Dosse","Projektbetreuer Arch�ologiepark (250829003B)",2008,"42.708,24  EUR",
"Standardvorhaben","Verein fﾟr Jugendhilfe und Sozialarbeit e. V. (JuSeV)","Projektbetreuer Integration Langzeitarbeitslose (250828001A)",2008,"43.200,00  EUR",
"Standardvorhaben","Arbeiterwohlfahrt Bezirksverband Brandenburg Ost e. V.","Projektbetreuer in Kita ""Spatzennest""  (250826262A)",2008,"45.738,00  EUR",
"Standardvorhaben","Kulturfﾚrderverein Schaddelmﾟhle e. V.","Projekthelfer Erweiterung Kﾟnstlerhaus (250869080B)",2008,"38.160,00  EUR",
"Standardvorhaben","Fﾚrderverein Lenzener Elbtalaue e. V.","Projektkoordinator (250830130B)",2008,"38.700,00  EUR",
"Standardvorhaben","Medizinische Bildungsakademie Neuruppin GmbH (MBN)","Projektmitarbeiter Schullandheim Schweinrich (250829161B)",2008,"34.435,09  EUR",
"Standardvorhaben","Verkehrswacht Grimmen e. V.","Projektmitarbeiter Verkehrswacht (250841250B)",2008,"36.900,00  EUR",
"Standardvorhaben","GEG Grundst�cksentwicklungsgesellschaft Scharm�tzel-S�d mbh","Projektorganisator (250828241B)",2008,"43.560,00  EUR",
"Standardvorhaben","Chamﾊleon Stralsund e. V.","Prﾊventionshelfer (250847003A)",2008,"39.564,00  EUR",
"Standardvorhaben","Landjugendhaus St. Bonifatius e. V.","Pﾊdagogische Hilfskraft (250830180A)",2008,"38.700,00  EUR",
"Standardvorhaben","Landschule Lﾟchow e. V.","Pﾊdagogische Hilfskraft (250837110A)",2008,"30.600,00  EUR",
"Standardvorhaben","AWO Kreisverband Frankfurt (Oder)-Stadt e.V.","Pﾊdagogische Hilfskraft (Kinder   Jugend) (250825072A)",2008,"37.296,01  EUR",
"Standardvorhaben","Kreisverband der Volkssolidaritﾊt Leipziger Land/ Muldental","Pﾊdagogischer MA im Jugendclub Belgers (250869113A)",2008,"35.712,00  EUR",
"Standardvorhaben","Internationales Zentrum fﾟr Innovation, Qualifizierung und Gewerbefﾚrderung e.V.","REGINA - REGionale Innovationsinitiative fﾟr Nachhaltige Ausbildung Nordharz",2007,"524.167,00  EUR",
"Standardvorhaben","Schweriner Bildungswerkstatt e.V.","REHATOUR - Reaktivierung der betrieblichen Ausbildung von Hauswirtschafterinnen und Hauswirtschaftern in der ",2009,"158.052,39  EUR","144.704,92 EUR"
"Standardvorhaben","Aufbauwerk Region Leipzig GmbH","RESQUE (REfugees Support for QUalification and Employment)",2008,"572.251,24  EUR",
"Standardvorhaben","Universitﾊt Potsdam","Rapid Rabbit - web-basierte Suite zur Erstellung und Evaluierung von Softwareprototypen",2009,"92.645,40  EUR","92.645,40 EUR"
"Standardvorhaben","Technische Universitﾊt Dortmund","Raum-zeitliche Mobilitﾊtsanforderungen als Hemmnis beruflicher Karrieren von Frauen in Wirtschaft und Wissenschaft - Strategien zu ihrer ﾆberwindung (Ziel 1)",2007,"96.477,60  EUR",
"Standardvorhaben","Stadt Leipzig","Regionales ﾆbergangsmanagement Leipzig. Modellhafte Umsetzung eines strategischen Konzeptes zur strukturellen Verbesserung der Kooperation der regionalen Akteure im Bereich ﾆbergang Schule-Beruf.",2008,"660.594,00  EUR",
"Standardvorhaben","Bildungszentrum Saalfeld GmbH","Regionales ﾆbergangsmanagement im Landkreis Saalfeld-Rudolstadt. Modellhafte Umsetzung eines strategischen Konzeptes zur strukturellen Verbesserung der Kooperation der regionalen Akteure im Bereich ﾆbergang Schule-Beruf",2008,"528.195,00  EUR",
"Standardvorhaben","Stadt Hoyerswerda","Regionales ﾆbergangsmanagement in lokaler Verantwortung in Hoyerswerda.  Modellhafte Umsetzung eines strategischen Konzeptes zur strukturellen Verbesserung der Kooperation der regionalen Akteure im Bereich ﾆbergang Schule-Beruf",2008,"674.418,00  EUR",
"Standardvorhaben","Salzlandkreis","Regionales ﾆbergangsmanagement. Aufbau einer Koordinierungsstelle im Salzlandkreis - zur modellhaften Umsetzung eines strategischen Konzeptes zur strukturellen Verbesserung der Kooperation der regionalen Akteure im Bereich ﾆbergang Schule-Beruf",2008,"768.363,00  EUR",
"Standardvorhaben","Martin-Luther-Universitﾊt Halle-Wittenberg","Repro",2009,"80.800,00  EUR","49.175,50 EUR"
"Standardvorhaben","Hochschule fﾟr Technik und Wirtschaft Dresden (FH)","SDMS - Software zur Verwaltung komplexer Datenmengen",2008,"80.800,00  EUR",
"Standardvorhaben","EEpL Entwicklungsgesellschaft Energiepark Lausitz-GmbH","SINUS-Stiftung. Stiftung zur Integration von Nachwuchs in Unternehmen Sﾟdbrandenburgs",2008,"196.885,63  EUR",
"Standardvorhaben","Leibniz-Institut fﾟr Festkﾚrper- und Werkstoffforschung Dresden e.V.","ScIDre - Scientific Instruments Dresden",2008,"90.400,00  EUR",
"Standardvorhaben","piccolo - Theater gGmbH","Schneiderin (250823030B)",2008,"43.200,00  EUR",
"Standardvorhaben","Arbeiterwohlfahrt Kreisverband Prignitz e. V.","Schuldnerberatung (250830006B)",2008,"37.440,00  EUR",
"Standardvorhaben","""das andere Gymnasium"" e. V.","Schulhelferin (250840050A)",2008,"32.220,00  EUR",
"Standardvorhaben","Stadtverwaltung Pritzwalk","Schulsozialarbeiter (250830052A)",2008,"43.002,00  EUR",
"Standardvorhaben","Arbeitsfﾚrderungsgesellschaft ""Elbe-Elster"" mbH","Schﾟlerbetreuung (250824222B)",2008,"37.604,54  EUR",
"Standardvorhaben","Hochschule Merseburg (FH)","Scoutractor",2009,"72.400,00  EUR","46.652,59 EUR"
"Standardvorhaben","Stadtverwaltung Nordhausen","Seniorenbegegnungszentrum (250895010A)",2008,"48.159,00  EUR",
"Standardvorhaben","Fﾚrderverein Hospital St. Marien ","Seniorenbetreuer (250826250A)",2008,"44.039,88  EUR",
"Standardvorhaben","Gesellschaft fﾟr Arbeits- und Sozialrecht e. V. (GefAS)","Seniorenbetreuer (250828012A)",2008,"39.600,00  EUR",
"Standardvorhaben","Gesellschaft fﾟr Arbeits- und Sozialrecht e. V. (GefAS)","Seniorenbetreuer (250828064A)",2008,"39.600,00  EUR",
"Standardvorhaben","DRK-Kreisbverband Nordvorpommern e. V. ","Seniorenbetreuer (250841140A)",2008,"22.080,00  EUR",
"Standardvorhaben","Arbeiterwohlfahrt Bezirksverband Brandenburg Ost e. V.","Seniorenbetreuer/in (250821450A)",2008,"34.200,00  EUR",
"Standardvorhaben","Gemeinde Plattenburg","Seniorenbetreuung (250830012C)",2008,"45.000,36  EUR",
"Standardvorhaben","Stadtverwaltung Pritzwalk","Seniorenbetreuung (250830050A)",2008,"45.744,48  EUR",
"Standardvorhaben","Kreisverband Volkssolidaritﾊt Leipziger Land/ Muldental","Seniorenbetreuung (250869116A)",2008,"35.712,00  EUR",
"Standardvorhaben","DIAS Niederlausitz gGmbH","Seniorenbﾟro Cottbus (250823107C)",2008,"43.200,00  EUR",
"Standardvorhaben","DIAS Niederlausitz gGmbH","Seniorenhelfer Cottbus Sﾟd (250823105C)",2008,"43.200,00  EUR",
"Standardvorhaben","Ausbildungsverbund der Wirtschaftsregion Braunschweig/Magdeburg e.V.","Service-Center fﾟr kleine und mittlere Unternehmen der Bau- und Dienstleistungsbranche (Gesamtkonzept)",2009,"240.680,65  EUR","219.646,91 EUR"
"Standardvorhaben","Entwicklungs- und Arbeitsfﾚrdergesellschaft Neuruppin mbH","Service-Fahrer Tafel (250829106B)",2008,"36.381,26  EUR",
"Standardvorhaben","Stadt Falkenberg (Elster)","Service-Mitarbeiter (250824036B)",2008,"50.752,44  EUR",
"Standardvorhaben","Technische Universitﾊt Dresden","SmartSoft",2008,"85.600,00  EUR",
"Standardvorhaben","Stadt Elbinerode","Sortbetreuer (250882460B)",2008,"46.049,04  EUR",
"Standardvorhaben","AWO Prignitz gemeinnﾟtzige GmbH","Sozialarbeiter (250830020A)",2008,"38.700,00  EUR",
"Standardvorhaben","AWO Prignitz gemeinnﾟtzige GmbH","Sozialbetreuer (250830023A)",2008,"38.700,00  EUR",
"Standardvorhaben","AWO Prignitz gemeinnﾟtzige GmbH","Sozialbetreuer (250830025A)",2008,"38.700,00  EUR",
"Standardvorhaben","AWO Prignitz gemeinnﾟtzige GmbH","Sozialbetreuer (250830026A)",2008,"35.100,00  EUR",
"Standardvorhaben","AWO Prignitz gemeinnﾟtzige GmbH","Sozialbetreuer (250830027A)",2008,"38.700,00  EUR",
"Standardvorhaben","AWO Prignitz gemeinnﾟtzige GmbH","Sozialbetreuer (250830028A)",2008,"35.100,00  EUR",
"Standardvorhaben","Blinden- und Sehbehindertenverband MV e.V.","Soziale Betreuung von Blinden- und Sehbehinderten (250835100A)",2008,"34.200,00  EUR",
"Standardvorhaben","Demokratischer Frauenbund Landesverband Brandenburg e. V.","Sozialhelfer (250828390A)",2008,"41.351,69  EUR",
"Standardvorhaben","Arbeiterwohlfahrt Kreisverband Prignitz e. V.","Sozialhelfer (250830003A)",2008,"35.100,00  EUR",
"Standardvorhaben","Amt Treptower Tollensewinkel - Gemeinde Gro� Teetzleben","Sozialhelfer (250835021A)",2008,"41.232,24  EUR",
"Standardvorhaben","ASG Arbeitsfﾚrderungs- und Sanierungsgesellschaft mbH","Sozialhelfer (250886018B)",2008,"36.588,20  EUR",
"Standardvorhaben","Universitﾊt Rostock","Speak & Save - Formularbasierte Spracheingabe im mobilen Umfeld",2009,"89.999,91  EUR","89.999,91 EUR"
"Standardvorhaben","Wassersportverein ""Einheit"" Neustrelitz Zierker Nebenstr. 31","Sportbetreuer (250838050B)",2008,"31.025,52  EUR",
"Standardvorhaben","Sportverein Gr�n-Wei� 90 Oderberg e. V.","Sporthelfer (250821270C)",2008,"34.200,00  EUR",
"Standardvorhaben","Turn- und Sportverein Schwerin e. V.","Sporthelfer (250846120B)",2008,"24.242,86  EUR",
"Standardvorhaben","SV Steinhagen c/o Ulrich Blﾚhm ","Sporthelfer beim SV Steinhagen (250841035B)",2008,"33.300,00  EUR",
"Standardvorhaben","Strukturfﾚrderverein Trebeltal  e. V. Stremlow","Sportkoordinator Fuﾧball der Stadt Grimmen (250841343 B)",2008,"47.729,88  EUR",
"Standardvorhaben","Trainings- und Schulungszentrum Fﾟrstenwalde gGmbH","Sportplatzbetreuer (250828255B)",2008,"43.572,24  EUR",
"Standardvorhaben","Trainings- und Schulungszentrum F�rstenwalde gGmbH","Sportplatzhelfer (250828350B)",2008,"43.572,24  EUR",
"Standardvorhaben","Stadt Bad Liebenwerda","Sportplatzwarthelfer (250824045B)",2008,"49.025,88  EUR",
"Standardvorhaben","Strukturfﾚrderverein Trebeltal e. V.","Stadtarbeiter Franzburg (250841081B)",2008,"43.390,50  EUR",
"Standardvorhaben","StrukturFﾚrderverein  Trebeltal e. V.","Stadtarbeiter Franzburg (250841082B)",2008,"43.390,80  EUR",
"Standardvorhaben","Verein zur Fﾚrderung der Arbeit und Qualifizierung Ribnitz-Damgarten e. V. ","Stadtforst Nordheide (250841109C)",2008,"40.800,00  EUR",
"Standardvorhaben","Universitﾊt Bremen","Stadtteilbezogene Vernetzung von Ganztagsschulen",2008,"172.182,00  EUR",
"Standardvorhaben","Stadtverwaltung Nordhausen","Stadtverwaltung/SG Standesamt (250895014B)",2008,"46.821,25  EUR",
"Standardvorhaben","Robert Bosch Stiftung GmbH","Steuerungsausgabe 1",2007,"214.556,37  EUR",
"Standardvorhaben","Kreisvolkshochschule Verden","Stﾊrkung der berufsbezogenen Sprachkompetenz fﾟr Personen mit Migrationshintergrund im Landkreis Verden",2009,"72.485,70  EUR",
"Standardvorhaben","Gesellschaft zur Arbeitsfﾚrderung Beschﾊftigung und Strukturentwicklung (ABS) der Beschﾊftigten der ""Robur Werke GmbH"" mit beschrﾊnkter Haftung","TRANSREGIO PRO JOB",2008,"291.388,00  EUR",
"Standardvorhaben","Soziales Aktionsb�ndnis ""Elbe"" e. V.","Tafel-Koordinator (250830090B)",2008,"38.700,00  EUR",
"Standardvorhaben","Gesellschaft fﾟr Arbeits- und Sozialrecht e. V. (GefAS)","Tafelhelfer (250828061B)",2008,"36.000,00  EUR",
"Standardvorhaben","Strukturfﾚrderverein Trebeltal e. V. Stremlow","Tagesstﾊtte Mosaik (250841086B) ",2008,"33.300,00  EUR",
"Standardvorhaben","Stadt Falkenberg (Elster)","Tanzmﾊuse: Helferin fﾟr Nﾊharbeiten und Service (250824030B)",2008,"45.856,44  EUR",
"Standardvorhaben","SR Bildungszentrum Wismar GmbH","Teilzeitberufsausbildung als Perspektive fﾟr junge Mﾟtter und Vﾊter",2008,"154.883,99  EUR",
"Standardvorhaben","Universitﾊt Rostock","Telebanking-Stick",2009,"78.400,00  EUR","37.242,30 EUR"
"Standardvorhaben","Lﾊndliches Bildungswerk Bliesdorf e. V. ","Thaer Ausstellungen (250826020B)",2008,"31.878,00  EUR",
"Standardvorhaben","Fﾚrderverein Kinderklinik e. V. ","Tierpfleger (250882450B)",2008,"39.240,00  EUR",
"Standardvorhaben","Regioanlpark Barnimer Feldmark e. V. ","Tourismus (250821260B)",2008,"34.190,25  EUR",
"Standardvorhaben","Amt Penzliner Land","Tourismusbetreuung (250839051B)",2008,"43.560,00  EUR",
"Standardvorhaben","Amt Schradenland","Tourismushelfer (250824022B)",2008,"45.574,56  EUR",
"Standardvorhaben","Amt Ortrand","Tourismushelfer (250827047B)",2008,"44.628,48  EUR",
"Standardvorhaben","Gemeinde Karstﾊdt","Tourismushelfer (250830071B)",2008,"46.947,60  EUR",
"Standardvorhaben","Barther Qualifizierungs- und Beschﾊftigungszentrum","Tourismushelfer (250841271B)",2008,"33.300,00  EUR",
"Standardvorhaben","Trainings- und Schulungszentrum F�rstenwalde gGmbH","Tourismuskoordinator (250828257B)",2008,"43.572,24  EUR",
"Standardvorhaben","WITO Barnim gGmbH","Touristische Hilfskraft (250821060B)",2008,"34.200,00  EUR",
"Standardvorhaben","Beschﾊftigungs- und Qualifizierungsgesellschaft Amtsbereich Teterow Land e. V. ","Tﾊtigkeiten im Bereich der Infrastruktur (250837021B)",2008,"28.442,70  EUR",
"Standardvorhaben","Beschﾊftigungs- und Qualifizierungsgesellschaft Amtsbereich Teterow-Land e. V.","Tﾊtigkeiten im Bereich der kommunalen Infrastruktur (250837024B)",2008,"32.042,50  EUR",
"Standardvorhaben","Beschﾊftigungs- und Qualifizierungsgesellschaft Teterow Land e. V.","Tﾊtigkeiten im Bereich der kommunalen und touristischen Infrastruktur (250837020B)",2008,"28.442,80  EUR",
"Standardvorhaben","Fﾚrderverein Region Gﾟstrow e. V.","Umweltarbeiten in Gnoien, Gemeinde Finkenthal (250837007C)",2008,"35.757,40  EUR",
"Standardvorhaben","Amt Neuzelle","Umweltkoordinator (250828031C)",2008,"53.280,00  EUR",
"Standardvorhaben","Handwerkskammer Dresden Wirtschaftsakademie GmbH","Unternehmensintegriertes Ausbildungsnetzwerk von dienstleistungsorientierten KMU der Branche Feinwerkmechanik",2008,"259.751,86  EUR",
"Standardvorhaben","DIHK Service GmbH","Unternehmensnetzwerk Z1",2009,"260.372,00  EUR",
"Standardvorhaben","Roland Berger Strategy Consultants GmbH ","Unternehmensprogramm Erfolgsfaktor Familie Z1",2009,"481.178,64  EUR",
"Standardvorhaben","Gemeinn�tzige Gesellschaft f�r Qualifizierung und produktive Berufs- und Arbeitsf�rderung der Region Eisenh�ttenstadt mbH","Unterst�tzer Anlauf- und Informationsstelle (250828263B)",2008,"43.200,00  EUR",
"Standardvorhaben","Stadtverwaltung Sondershausen","Unterstﾟtzung des touristischen Angebots im Schlossmuseum Sondershausen (250894000B)",2008,"12.645,68  EUR","12.078,03 EUR"
"Standardvorhaben","Fﾚrderverein Region Gﾟstrow e. V.","Unterstﾟtzung bei der Erstellung einer Chronik der Gemeinde Diekhof (250837105B)",2008,"39.008,40  EUR",
"Standardvorhaben","Schﾟtzenverein ""Vier Tore"" e. V.","Unterstﾟtzung bei der Erweiterung der Freizeit- und Sportangebot des Vereins (250840110B)",2008,"40.032,00  EUR",
"Standardvorhaben","Service- und Beschﾊftigungsgesellschaft Woldegk mbH","Unterstﾟtzung bei der Verbesserung der touristischen Infrastruktur (250838080B)",2008,"30.600,00  EUR",
"Standardvorhaben","Fﾚrderverein Gﾟstrow e. V.","Unterstﾟtzung der Gﾟstrower Tafel (250837123A)",2008,"29.906,80  EUR",
"Standardvorhaben","Fﾚrderverein Region Gﾟstrow e. V.","Unterstﾟtzung der Kreismusikschule Gﾟstrow (250837120B)",2008,"39.008,80  EUR",
"Standardvorhaben","Hausdorfer Sportverein","Unterstﾟtzung der Platzwartarbeit (250869090B)",2008,"38.160,00  EUR",
"Standardvorhaben","Fﾚrderverein Region Gﾟstrow e. V.","Unterstﾟtzung des Fﾚrdervereins Gﾟstrow e. V. (250837124B)",2008,"31.808,60  EUR",
"Standardvorhaben","Technisches  Landesmuseum Mecklenburg-Vorpommern e. V. ","Unterstﾟtzung im Rahmen der Bundesgartenschau (250849000B)",2008,"34.200,00  EUR",
"Standardvorhaben","""Chamﾊleon"" e. V. ""Kaktus"" ","Unterstﾟtzung in der Einrichtung fﾟr verhaltensauffﾊllige Jugendliche ""Kaktus"" (250841290A)",2008,"33.300,00  EUR",
"Standardvorhaben","Beschﾊftigungs- und Qualifizierungsgesellschaft  Umwelt und Arbeit Bﾟtzow und Umland e. V.","Unterstﾟtzung in der Gemeinde (250837153C)",2008,"31.626,00  EUR",
"Standardvorhaben","Beschﾊftigungs- ud Qualifizierungsgesellschaft Umwelt und Arbeit Bﾟtzow und Umland e. V.","Unterstﾟtzung in der Gemeinde (250837154C)",2008,"28.026,00  EUR",
"Standardvorhaben","Strukturfﾚrderverein Trebeltal e. V.  Stremlow","Unterstﾟtzung in der Gemeinde Deyelsdorf (250841084B)",2008,"43.390,80  EUR",
"Standardvorhaben","Zentralstelle fﾟr die Weiterbildung im Handwerk (ZWH)","Unterstﾟtzung regionaler Vorhaben zur abschlussorientierten modularen Nachqualifizierung zu Fragen der Zulassung zur Externenprﾟfung - Begleitvorhaben zur Fﾚrderinitiative 2 des BMBF-Programms ""Perspektive Berufsabschluss"" (Ziel 1)",2008,"247.453,00  EUR",
"Standardvorhaben","""das bunte Dach"" e. V. ","Unters�tzung Wohnverhalten (250827400C)",2008,"36.000,00  EUR",
"Standardvorhaben","Trainings- und Schulungszentrum Fﾟrstenwalde gGmbH","Veranstaltungshelfer (250828253B)",2008,"39.600,00  EUR",
"Standardvorhaben","Trainings- und Schulungszentrum Fﾟrstenwalde gGmbH","Veranstaltungshelfer (250828258B)",2008,"43.572,24  EUR",
"Standardvorhaben","Hausdorfer Sportverein e. V. ","Veranstaltungshelfer (250869092B)",2008,"38.160,00  EUR",
"Standardvorhaben","Verein zur Fﾚrderung der Arbeitsmarkt- und Strukturentwicklung in der Region Greifswald und Umgebung e.V. (VFAS e.V)","Veranstaltungsorganisator fﾟr Segelfliegerclub (250836009B)",2008,"33.597,32  EUR",
"Standardvorhaben","Amt Niepars","Verbesserung der Infrastruktur  (250841034B)",2008,"51.455,16  EUR",
"Standardvorhaben","Amt Niepars","Verbesserung der Infrastruktur (250841033B)",2008,"51.455,16  EUR",
"Standardvorhaben","Gemeinde Schmiedefeld/Rstg.","Verbesserung des Wander- und Wegenetzes (250893080C)",2008,"29.520,00  EUR",
"Standardvorhaben","ArcelorMittal Eisenhﾟttenstadt GmbH","Verbund: LOS-FF 80 - Bildungsstiftung fﾟr die Zukunft",2008,"15.060,00  EUR",
"Standardvorhaben","Handwerkskammer Dresden Wirtschaftsakademie GmbH","Verbund: Unternehmensintegriertes Ausbildungsnetzwerk von dienstleistungsorientierten KMU der Branche Feinwerkmechanik",2008,"15.000,00  EUR",
"Standardvorhaben","Innovation und Bildung Hohenheim GmbH","Verbundprojekt: 'bundesweite grﾟnderinnenagentur' (bga), Konsolidierungsphase Teilvorhaben II (IBH)",2008,"52.634,21  EUR",
"Standardvorhaben","Wirtschaftsministerium Baden-Wﾟrttemberg","Verbundprojekt: 'bundesweite grﾟnderinnenagentur' (bga), Konsolidierungsphase, Teilvorhaben I Koordination (ifex)",2008,"114.311,03  EUR",
"Standardvorhaben","Friedrich-Schiller-Universitﾊt Jena","Verbundprojekt: ArbeitGeberZusammenschlﾟsse als Flexibilisierungsstrategie fﾟr KMU",2009,"0,00  EUR",
"Standardvorhaben","ATB Arbeit, Technik und Bildung GmbH","Verbundprojekt: ArbeitGeberZusammenschlﾟsse als Flexibilisierungsstrategie fﾟr KMU (AGZ-flex), Teilvorhaben Kooperative Personal- und Organisationsentwicklung im gewerblich-technischen AGZ",2009,"0,00  EUR",
"Standardvorhaben","Schweriner Ausbildungszentrum (e.V.)","Verbundprojekt: BDL - Professionalisierungsstrategien und Qualifizierungskonzepte fﾟr Bildungsdienstleister, Teilvorhaben Erprobung von Organisations- und Personalentwicklungsstrategien fﾟr eine professionelle Handhabung von Dienstleistungen",2008,"0,00  EUR",
"Standardvorhaben","Universitﾊt Rostock","Verbundprojekt: BM-INNO - Betriebsrﾊte und Mitarbeiter in betrieblichen Innovationsprozessen, Teilvorhaben Entwicklung eines Modells beteiligungsorientierter Gestaltung von betrieblichen Innovationen",2008,"0,00  EUR",
"Standardvorhaben","Technische Universitﾊt Bergakademie Freiberg","Verbundprojekt: EXIST III:  SAXEED-Venture",2008,"357.675,00  EUR",
"Standardvorhaben","Handelshochschule Leipzig gemeinnﾟtzige GmbH","Verbundprojekt: EXIST III:  Verwertungsinitiative fﾟr den Gesundheitsmarkt",2008,"148.651,00  EUR",
"Standardvorhaben","Technische Universitﾊt Chemnitz","Verbundprojekt: EXIST III: SAXEED-Venture",2008,"542.308,00  EUR",
"Standardvorhaben","Universitﾊt Leipzig","Verbundprojekt: EXIST III: Verwertungsinitiative fﾟr den Gesundheitsmarkt",2008,"529.835,00  EUR",
"Standardvorhaben","MarineSoft Entwicklungs- und Logistikgesellschaft mbH","Verbundprojekt: Entwicklung von e-Learning-basierten, komplexen Weiterbildungskursen fﾟr die Qualifizierung von Tankschiff-Besatzungen - Teilvorhaben: Entwicklung adaptierter e-learning Tankerkursmodule fﾟr die Aus- und Weiterbildung asiatischer Seeleute",2008,"47.894,22  EUR",
"Standardvorhaben","Hochschule Wismar University of Technology, Business and Design","Verbundprojekt: Entwicklung von e-Learning-basierten, komplexen Weiterbildungskursen fﾟr die Qualifizierung von Tankschiff-Besatzungen - Teilvorhaben: Entwicklung und Evaluierung von Lehrinhalten fﾟr e-Learning-basierte Weiterbildungskurse zur Qualifizier",2007,"59.670,00  EUR",
"Standardvorhaben","Institut fﾟr Sicherheitstechnik/Schiffssicherheit e.V.","Verbundprojekt: Entwicklung von e-Learning-basierten, komplexen Weiterbildungskursen fﾟr die Qualifizierung von Tankschiff-Besatzungen - Teilvorhaben: Umsetzung des Tanker-Einfﾟhrungs-Kurses und der Tanker-Fortbildungskurse als Blended-Learning Kurse",2007,"246.473,00  EUR",
"Standardvorhaben","Bildungszentrum Handel und Dienstleistungen Thﾟringen gGmbH","Verbundprojekt: Flexible Learning in der beruflichen Aus- und Weiterbildung im Einzelhandel - Teilvorhaben: Entwicklung und Erprobung von E-Learning-Modulen in Hessen sowie Erprobung eines Qualifizierungskonzeptes fﾟr das Bildungspersonal",2007,"52.533,00  EUR",
"Standardvorhaben","Bildungszentrum des Sﾊchsischen Handels gemeinnﾟtzige GmbH","Verbundprojekt: Flexible Learning in der beruflichen Aus- und Weiterbildung im Einzelhandel - Teilvorhaben: Entwicklung und Erprobung von E-Learning-Modulen in Sachsen sowie Erprobung eines Qualifizierungskonzeptes fﾟr das Bildungspersonal",2008,"77.685,00  EUR",
"Standardvorhaben","isw Institut fﾟr Strukturpolitik und Wirtschaftsfﾚrderung gemeinnﾟtzige Gesellschaft mbH","Verbundprojekt: Flexible Learning in der beruflichen Aus- und Weiterbildung im Einzelhandel - Teilvorhaben: Wissenschaftliche Begleitung und Evaluation",2007,"78.018,00  EUR",
"Standardvorhaben","Handelshochschule Leipzig gemeinnﾟtzige GmbH","Verbundprojekt: GENIE - Gemeinschaftsgestﾟtzte Innovationsentwicklung fﾟr Softwareunternehmen, Teilvorhaben Konzept zum integrierten Innovations- und Kompetenzmanagement",2008,"0,00  EUR",
"Standardvorhaben","Universit�t Potsdam","Verbundprojekt: Ganztagsorganisation im Grundschulbereich - Brandenburg",2008,"83.979,00  EUR","34.522,61 EUR"
"Standardvorhaben","Friedrich-Schiller-Universitﾊt Jena","Verbundprojekt: Ganztagsschule im lﾊndlichen Raum - Teilprojekt A ""Kooperation zwischen Schule und Jugendhilfe im Hinblick auf ganztﾊgige Bildung""",2008,"177.872,00  EUR",
"Standardvorhaben","BWC Bildungs-Werkstatt Chemnitz gemeinnﾟtzige GmbH","Verbundprojekt: Initiativ Centrum fﾟr innovatives eLearning in der beruflichen Erstausbildung - Teilprojekt: Projektmanagement und Entwicklung einer didaktischen Konzeption",2008,"180.460,00  EUR",
"Standardvorhaben","Community4you GmbH","Verbundprojekt: Initiativ Centrum fﾟr innovatives eLearning in der beruflichen Erstausbildung - Teilprojekt: Umsetzung des methodisch-didaktischen Konzepts, Infrastruktur",2008,"103.920,00  EUR",
"Standardvorhaben","ATB Arbeit, Technik und Bildung GmbH","Verbundprojekt: Initiativ Centrum fﾟr innovatives eLearning in der beruflichen Erstausbildung - Teilprojekt: Wissenschaftliche Begleitung und Qualitﾊtssicherung",2008,"90.038,00  EUR",
"Standardvorhaben","Produktion & Recycling PROREC Gesellschaft fﾟr Ingenieurdienstleistungen mbH","Verbundprojekt: Initiativ Centrum fﾟr innovatives eLearning in der beruflichen Erstausbildung - Teilprojekt: Zielgruppenoptimierte Entwicklung von Lernmodulen",2008,"95.880,00  EUR",
"Standardvorhaben","Brandenburgische Technische Universitﾊt Cottbus","Verbundprojekt: Innovation Communities (InnoCo), Teilvorhaben Empirische Untersuchung von Innovation Communities",2008,"0,00  EUR",
