"Type","Name des Begünstigten","Bezeichnung des Vorhabens","Jahr der Bewilligung / Jahr der Restzahlung","Gewährte Beträge","Bei Abschluss des Vorhabens gezahlte Gesamtbeträge"
"Standardvorhaben","Zentrum fﾟr Sozialforschung Halle e.V. an der Martin-Luther-Universitﾊt Halle-Wittenberg (zsh)","Verbundprojekt: Innovation durch Fﾚrderung von nachhaltiger Hochleistung (HIPE), Teilvorhaben Hochleistung in kleinen und mittelstﾊndischen Unternehmen",2008,"0,00  EUR",
"Standardvorhaben","Technische Universitﾊt Chemnitz","Verbundprojekt: Innovation durch Fﾚrderung von nachhaltiger Hochleistung (HIPE), Teilvorhaben Lernen von Hochleistern",2008,"0,00  EUR",
"Standardvorhaben","POG-Prﾊzisionsoptik Gera GmbH","Verbundprojekt: Innovation durch Kompetenz und gute Arbeit - Management, Betriebsrﾊte und Beschﾊftigte als Akteure moderner Innovationsstrategien (MOVANO), Teilvorhaben Erfahrungsbasiertes Wissensmanagement",2008,"0,00  EUR",
"Standardvorhaben","MaZeT GmbH","Verbundprojekt: Innovation durch Kompetenz und gute Arbeit - Management, Betriebsrﾊte und Beschﾊftigte als Akteure moderner Innovationsstrategien (MOVANO), Teilvorhaben Fachkrﾊfte rekrutieren, binden und entwickeln",2008,"0,00  EUR",
"Standardvorhaben","Friedrich-Schiller-Universitﾊt Jena","Verbundprojekt: Innovation durch Kompetenz und gute Arbeit - Management, Betriebsrﾊte und Beschﾊftigte als Akteure moderner Innovationsstrategien (MOVANO), Teilvorhaben wissenschaftliche Fundierung",2008,"0,00  EUR",
"Standardvorhaben","Biotype AG","Verbundprojekt: Innovationsfﾊhigkeit durch Institutionelle Reflexivitﾊt (IIRlicht), Teilvorhaben Erarbeitung einer Modellﾚsung Reflexivitﾊt und Kompetenzentwicklung fﾟr KMU",2008,"0,00  EUR",
"Standardvorhaben","Technische Universitﾊt Chemnitz","Verbundprojekt: Innovationsfﾊhigkeit durch Institutionelle Reflexivitﾊt (IIRlicht), Teilvorhaben Innovationsfﾊhigkeit durch Institutionelle Reflexivitﾊt",2008,"0,00  EUR",
"Standardvorhaben","Technische Universitﾊt Dresden","Verbundprojekt: Innovationsfﾊhigkeit durch Institutionelle Reflexivitﾊt (IIRlicht), Teilvorhaben Koalitionen des Lernens",2008,"0,00  EUR",
"Standardvorhaben","Statistisches Landesamt des Freistaats Sachsen","Verbundprojekt: Innovationsfﾊhigkeit durch Institutionelle Reflexivitﾊt (IIRlicht), Teilvorhaben Konzeption und Einsatz von Instrumenten zur Verstetigung des Innovationsprozesses unter besonderer Beachtung der Altersstruktur der Mitarbeiterschaft ...",2008,"0,00  EUR",
"Standardvorhaben","agentur mark GmbH","Verbundprojekt: Innovationsfﾊhigkeit von KMU in einer alternden Gesellschaft stﾊrken (Inkas_mark), Teilvorhaben Innovationen begleiten - Unternehmen stﾊrken (InbUs_mark)",2008,"0,00  EUR",
"Standardvorhaben","Technische Universitﾊt Chemnitz","Verbundprojekt: Innovationsfﾊhigkeit wachsender KMU - Strategien eines modernen innovationsfﾚrderlichen Beteiligungsmanagements (MODIB), Teilvorhaben Gesamtkoordination, wissenschaftliche Begleitforschung und Transfer",2008,"0,00  EUR",
"Standardvorhaben","UNION Werkzeugmaschinen GmbH Chemnitz","Verbundprojekt: Innovationsfﾊhigkeit wachsender KMU - Strategien eines modernen innovationsfﾚrderlichen Beteiligungsmanagements (MODIB), Teilvorhaben Wachstumsbezogene Weiterentwicklung eines mitarbeiterorientierten Shareholder-Beteiligungskonzept",2008,"0,00  EUR",
"Standardvorhaben","Schleifscheibenfabrik Rottluff GmbH","Verbundprojekt: Innovationsfﾊhigkeit wachsender KMU - Strategien eines modernen innovationsfﾚrderlichen Beteiligungsmanagements (MODIB), Teilvorhaben Weiterentwicklung der beteiligungsorientierten Integration von Gruppenarbeit, KVP- und Entgeltkonzept",2008,"0,00  EUR",
"Standardvorhaben","KARL MEYER Malimo Textilmaschinenfabrik GmbH","Verbundprojekt: Innovationsfﾊhigkeit wachsender KMU - Strategien eines modernen innovationsfﾚrderlichen Beteiligungsmanagements (MODIB), Teilvorhaben Weiterentwicklung eines beteiligungsorientierten Entlohnungskonzeptes",2008,"0,00  EUR",
"Standardvorhaben","ERZ Entsorgung und Recycling Zwickau GmbH","Verbundprojekt: Live Stream Learning fﾟr mobiles und stationﾊres Lernen in der Mechatronikaus- und -weiterbildung - Erprobung LiveStream Learning II",2008,"7.640,00  EUR",
"Standardvorhaben","SITEC Automation GmbH","Verbundprojekt: Live Stream Learning fﾟr mobiles und stationﾊres Lernen in der Mechatronikaus- und -weiterbildung - Erprobung LiveStream Learning III",2008,"7.340,00  EUR",
"Standardvorhaben","Westsﾊchsische Hochschule Zwickau (FH)","Verbundprojekt: Live Stream Learning fﾟr mobiles und stationﾊres Lernen in der Mechatronikaus- und Weiterbildung - Entwicklung und Erprobung Lerninfrastruktur und Lernmodell",2008,"90.390,00  EUR",
"Standardvorhaben","STZ Sﾊchsisches Technologie Zentrum gGmbH fﾟr Bildung und Innovation","Verbundprojekt: Live Stream Learning fﾟr mobiles und stationﾊres Lernen in der Mechatronikaus- und weiterbildung - Koordination und Mechatronik Lernmodell",2008,"106.995,00  EUR",
"Standardvorhaben","isw Institut fﾟr Strukturpolitik und Wirtschaftsfﾚrderung gemeinnﾟtzige Gesellschaft mbH","Verbundprojekt: Live Stream Learning fﾟr mobiles und stationﾊres Lernen in der Mechatronikaus- und weiterbildung - wissenschaftliche Begleitung",2008,"66.825,00  EUR",
"Standardvorhaben","SMZ Sﾊchsisches Metall Zentrum GmbH","Verbundprojekt: Live Stream Learning fﾟr mobiles und stationﾊres Lernen in der Mechatronikeraus- und -weiterbildung - Erprobung LiveStream Learning I",2008,"7.288,00  EUR",
"Standardvorhaben","Deutsches Institut fﾟr Internationale Pﾊdagogische Forschung (DIPF)","Verbundprojekt: Lﾊnderﾟbergreifendes Forschungsprogramm zur wissenschaftlichen Begleitforschung der Ganztagsschulen: ""Studie zur Entwicklung von Ganztagsschule (StEG)"" - 3. Erhebungswelle (DIPF - Ziel 1)",2008,"382.104,69  EUR",
"Standardvorhaben","Deutsches Jugendinstitut e.V.","Verbundprojekt: Lﾊnderﾟbergreifendes Forschungsprogramm zur wissenschaftlichen Begleitforschung der Ganztagsschulen: ""Studie zur Entwicklung von Ganztagsschule (StEG)"" - 3. Erhebungswelle (DJI - Ziel 1)",2008,"361.003,12  EUR",
"Standardvorhaben","Technische Universitﾊt Dortmund","Verbundprojekt: Lﾊnderﾟbergreifendes Forschungsprogramm zur wissenschaftlichen Begleitforschung der Ganztagsschulen: ""Studie zur Entwicklung von Ganztagsschule (StEG)"" - 3. Erhebungswelle (IfS Dortmund - Ziel 1)",2008,"317.935,18  EUR",
"Standardvorhaben","Handwerkskammer Sﾟdthﾟringen","Verbundprojekt: Nachqualifizierende berufliche Bildung als Beitrag zur Sicherung des Fachkrﾊftebedarfs - Teilprojekt: Koordination des modellhaften Auf- und Ausbaus auf Dauer ausgerichteter Kooperations-, Unterstﾟtzungs- und Beratungsstrukturen",2008,"374.762,00  EUR",
"Standardvorhaben","Handwerkskammer Erfurt","Verbundprojekt: Nachqualifizierende berufliche Bildung als Beitrag zur Sicherung des Fachkrﾊftebedarfs - Teilvorhaben: Berufsperspektive durch modulare Nachqualifizierung - modellhafte Konzepterprobung und Netzwerkarbeit",2008,"166.593,43  EUR",
"Standardvorhaben","Handelshochschule Leipzig gemeinnﾟtziger GmbH","Verbundprojekt: Open-I - Open Innovation im Unternehmen, Teilvorhaben Entwicklung, Implementierung und Evaluierung eines Innovationscontrollingsystems fﾟr Open Innovation Communities",2008,"0,00  EUR",
"Standardvorhaben","Handwerkskammer Frankfurt (Oder) - Region Ostbrandenburg","Verbundprojekt: Pro-Beruf-Ostbrandenburg - Teilprojekt: Koordination des modellhaften Auf- und Ausbaus auf Dauer ausgerichteter Kooperations-, Unterstﾟtzungs- und Beratungsstrukturen",2008,"452.731,00  EUR",
"Standardvorhaben","Universitﾊt Potsdam","Verbundprojekt: Professionelle Kooperation von unterschiedlichen Berufskulturen an Ganztagsschulen - Potsdam",2008,"206.945,00  EUR",
"Standardvorhaben","Martin-Luther-Universitﾊt Halle-Wittenberg","Verbundprojekt: Professionelle Kooperation von unterschiedlichen Berufskulturen an Ganztagsschulen - Sachsen-Anhalt",2008,"94.133,00  EUR",
"Standardvorhaben","GPP Chemnitz Gesellschaft fﾟr Prozeﾧrechnerprogrammierung mbH","Verbundprojekt: START - Schnelle Technologieadaption in Hightech-Unternehmen durch Arbeitsgestaltung und Personalentwicklung, Teilvorhaben Wissensvernetzung fﾟr beschleunigte Diffusion technologischen Pionierwissens im Unternehmen",2008,"0,00  EUR",
"Standardvorhaben","Handelshochschule Leipzig gemeinnﾟtzige GmbH","Verbundprojekt: ServProf - Service Professionalitﾊt lernen und leben (Metavorhaben), Teilvorhaben Blick nach Innen",2009,"0,00  EUR",
"Standardvorhaben","Handwerkskammer Dresden","Verbundprojekt: Sﾊchsische Qualifizierungsinitiative zur modular gestalteten abschlussbezogenen Nachqualifizierung fﾟr junge Erwachsene (SQN). Teilvorhaben: Auf- bzw. Ausbau von Netzwerken zur Kompetenzsicherung im Handwerk.",2008,"244.714,00  EUR",
"Standardvorhaben","IHK-Bildungszentrum Dresden gemeinnﾟtzige GmbH","Verbundprojekt: Sﾊchsische Qualifizierungsinitiative zur modular gestalteten abschlussbezogenen Nachqualifizierung fﾟr junge Erwachsene (SQN). Teilvorhaben: Koordinierung ",2008,"744.165,00  EUR",
"Standardvorhaben","Technische Universitﾊt Dresden","Verbundprojekt: Von der Entsorgungswirtschaft zur Wert- & Rohstoffwirtschaft durch Aufwertung von Dienstleistungsarbeit in Handlungsfeldern des technischen Umweltschutzes (DITUS), Teilvorhaben Berufswissenschaftliche Analyse und Gestaltung als Handlungsfe",2008,"0,00  EUR",
"Standardvorhaben","Sﾊchsische Bildungsgesellschaft fﾟr Umweltschutz und Chemieberufe Dresden mbH - SBG","Verbundprojekt: Von der Entsorgungswirtschaft zur Wert- & Rohstoffwirtschaft durch Aufwertung von Dienstleistungsarbeit in Handlungsfeldern des technischen Umweltschutzes (DITUS), Teilvorhaben Gestaltung von Qualifizierungswegen. Basis fﾟr die Etablierung",2008,"0,00  EUR",
"Standardvorhaben","RKW Brandenburg GmbH Rationalisierungs- und Innovationszentrum","Verbundprojekt: Wachstum lernen - lernend wachsen, Teilvorhaben Wachstum lernen - Betriebliche Pilotvorhaben, Erfahrungsaustausch und Transfer in der Region Brandenburg",2008,"0,00  EUR",
"Standardvorhaben","RKW Sachsen GmbH Dienstleistung und Beratung","Verbundprojekt: Wachstum lernen - lernend wachsen, Teilvorhaben Wachstum lernen - Betriebliches Pilotvorhaben, Erfahrungsaustausche und Transfer in der Region Sachsen",2008,"0,00  EUR",
"Standardvorhaben","Gﾟnter - Kﾚhler - Institut fﾟr Fﾟgetechnik und Werkstoffprﾟfung GmbH","Verbundprojekt: Wachstumsbranche Zeitarbeit - Handlungsfelder, Kompetenzentwicklung, Bildungsprofile (Bildungszeit), Teilvorhaben Bildungsmanagement in der modernen Zeitarbeit",2008,"0,00  EUR",
"Standardvorhaben","START e.V.","Verbundprojekt: Wachstumsbranche Zeitarbeit - Handlungsfelder, Kompetenzentwicklung, Bildungsprofile (Bildungszeit), Teilvorhaben Integration Zeitarbeit und sozialvertrﾊgliche Kompetenzentwicklung",2008,"0,00  EUR",
"Standardvorhaben","Eichenbaum - Gesellschaft fﾟr Organisationsberatung Marketing PR und Bildung mbH","Verbundprojekt: Wachstumsbranche Zeitarbeit - Handlungsfelder, Kompetenzentwicklung, Bildungsprofile (Bildungszeit), Teilvorhaben Kompetenz in der Zeitarbeit - Kompetenzerfassung und Kompetenzfﾚrderung",2008,"0,00  EUR",
"Standardvorhaben","Technische Universitﾊt Berlin","Verbundprojekt: Wissenschaftliche Begleitung Einfﾟhrung Ganztagsschule in Berlin, Brandenburg und Rheinland-Pfalz - Brandenburg",2008,"94.684,00  EUR",
"Standardvorhaben","Stﾊdtische Werke Magdeburg GmbH","Verbundprojekt: effekt-Verknﾟpfende Vermittlung von Fach- und Medienkompetenz - Entwicklung und Erprobung eines mediengestﾟtzten Qualifizierungskonzeptes fﾟr die betriebliche Ausbildung - Konzeption und Erprobung fﾟr Elektroniker -in fﾟr Betriebstechnik",2008,"27.327,50  EUR",
"Standardvorhaben","Magdeburger Verkehrsbetriebe GmbH","Verbundprojekt: effekt-Verknﾟpfende Vermittlung von Fach- und Medienkompetenz - Entwicklung und Erprobung eines mediengestﾟtzten Qualifizierungskonzeptes fﾟr die betriebliche Ausbildung - Konzeption und Erprobung fﾟr Fachkrﾊfte im Fahrbetrieb",2008,"18.706,00  EUR",
"Standardvorhaben","E.ON Avacon AG","Verbundprojekt: effekt-Verknﾟpfende Vermittlung von Fach- und Medienkompetenz - Entwicklung und Erprobung eines mediengestﾟtzten Qualifizierungskonzeptes fﾟr die betriebliche Ausbildung - Konzeption, IT-technische Umsetzung und Erprobung fﾟr Elektroniker",2008,"131.655,00  EUR",
"Standardvorhaben","Otto-von-Guericke-Universitﾊt Magdeburg","Verbundprojekt: effekt-Verknﾟpfende Vermittlung von Fach- und Medienkompetenz - Entwicklung und Erprobung eines mediengestﾟtzten Qualifizierungskonzeptes fﾟr die betriebliche Ausbildung - Wissenschaftliche Begleitung, Forschung und Evaluation",2008,"172.440,00  EUR",
"Standardvorhaben","Mein Unternehmen gemeinnﾟtzige Gesellschaft mbH","Verbundprojekt:effekt-Verknﾟpfende Vermittlung von Fach- und Medienkompetenz - Entwicklung und Erprobung eines mediengestﾟtzten Qualifizierungskonzeptes fﾟr die betriebliche Ausbildung - Ditaktische Forschung, Konzeption, Entwicklung, Erprobung/Evaluation",2008,"325.654,00  EUR",
"Standardvorhaben","Kompetenzzentrum Technik-Diversity-Chancengleichheit e.V.","Verbundvorhaben taste MINT: Entwicklung und Erprobung eines Potenzialassessments fﾟr Mathematik, Informatik, Naturwissenschaften und Technik fﾟr Abiturientinnen, Teilvorhaben Kompetenzzentrum: ﾅffentlichkeitsarbeit (Ziel 1)",2007,"22.732,60  EUR",
"Standardvorhaben","Life - Lerninitiative Frauen entwickeln ﾅkotechnik e.V.","Verbundvorhaben taste MINT: Entwicklung und Erprobung eines Potenzialassessments fﾟr Mathematik, Informatik, Naturwissenschaften und Technik fﾟr Abiturientinnen, Teilvorhaben Life: Entwicklung, Erprobung, Transfer (Ziel 1)",2007,"101.222,20  EUR",
"Standardvorhaben","Universitﾊt Hamburg","Verbundvorhaben: Aufstiegskompetenz von Frauen: Entwicklungspotentiale und Hindernisse auf dem Weg zur Spitze. Teilvorhaben: Arbeitstﾊtigkeit, Mikropolitik, Mentale Blockaden, Technikbezogenes Selbstkonzept ",2008,"274.333,29  EUR",
"Standardvorhaben","Universitﾊt Leipzig","Verbundvorhaben: Aufstiegskompetenz von Frauen: Entwicklungspotentiale und Hindernisse auf dem Weg zur Spitze. Teilvorhaben: Fﾟhrung und Aufstiegskompetenz.",2008,"56.911,47  EUR",
"Standardvorhaben","Universitﾊt Regensburg","Verbundvorhaben: CyberMentor - E-Mentoring fﾟr Mﾊdchen im MINT-Bereich vor dem Hintergrund des Aktiotopansatzes. Teilvorhaben: Koordination, ﾅffentlichkeitsarbeit, Evaluation",2008,"151.134,80  EUR",
"Standardvorhaben","Universitﾊt Ulm","Verbundvorhaben: CyberMentor - E-Mentoring fﾟr Mﾊdchen im MINT-Bereich vor dem Hintergrund des Aktiotopansatzes. Teilvorhaben: Mentorinnen-Schulungen",2008,"40.621,60  EUR",
"Standardvorhaben","Universitﾊt Leipzig","Verbundvorhaben: Karriereverlﾊufe und Karrierebrﾟche bei ﾀrztinnen wﾊhrend der Facharztweiterbildung. Teilvorhaben Universitﾊt Leipzig: Lﾊngsschnittuntersuchung von ﾀrztinnen und Doppelkarrierepaaren mit qualitativen Methoden",2008,"70.345,59  EUR",
"Standardvorhaben","Universitﾊtsklinikum Hamburg-Eppendorf","Verbundvorhaben: Karriereverlﾊufe und Karrierebrﾟche bei ﾀrztinnen wﾊhrend der Facharztweiterbildung. Teilvorhaben Universitﾊtsklinikum Hamburg-Eppendorf: Lﾊngsschnittuntersuchung mit quantitativen Methoden.",2008,"101.674,87  EUR",
"Standardvorhaben","Brandenburgische Technische Universitﾊt Cottbus","Verbundvorhaben: Mobilisierung des innovativen Grﾟndungspotenzials von Studentinnen im Technologiebereich durch Grﾟndungsseminare,  Teilvorhaben: Qualitative Untersuchung der Wirkung von Grﾟndungsseminaren (Ziel 1)",2007,"13.180,00  EUR",
"Standardvorhaben","Ludwig-Maximilians-Universitﾊt Mﾟnchen","Verbundvorhaben: Mobilisierung des innovativen Grﾟndungspotenzials von Studentinnen im Technologiebereich durch Grﾟndungsseminare, Teilvorhaben: Groﾧzahlige empirische Untersuchung der Wirkung von Grﾟndungsseminaren (Ziel 1)",2007,"14.960,00  EUR",
"Standardvorhaben","Hochschule Wismar University of Technology, Business and Design","Verbundvorhaben: P8 - Erfolgreich ist weiblich! - Power fﾟr Grﾟnderinnen; Teilvorhaben: Modellhafte Erprobung an einer kleinen ostdeutschen Hochschule",2007,"84.935,00  EUR",
"Standardvorhaben","IHK-Projektgesellschaft mbH","Verbundvorhaben: Pro-Beruf-Ostbrandenburg - Teilprojekt: Gestaltung und Begleitung von Handlungskonzepten zur Etablierung eines nachhaltigen Systems abschlussbezogener Nachqualifizierung im Norden der Region Ostbrandenburg",2008,"362.950,00  EUR",
"Standardvorhaben","SV Dissenchen 04 e. V.","Vereinsarbeiter (250823170B)",2008,"43.200,00  EUR",
"Standardvorhaben","Cottbuser Tennissport Verein e. V.","Vereinshelfer (250823110B)",2008,"43.200,00  EUR",
"Standardvorhaben","Kunstkeller Annaberg e. V.","Vereinshelfer (250856090B)",2008,"42.120,00  EUR",
"Standardvorhaben","Blankenburger Fuﾧballverein 1921 e. V.","Vereinshelfer (250882420B)",2008,"38.340,00  EUR",
"Standardvorhaben","ESV Lok RAW Cottbus e. V.","Vereinshelfer Geschﾊftsstelle (250823150A)",2008,"43.200,00  EUR",
"Standardvorhaben","Fﾚrderverein Region Gﾟstrow e. V.","Vereinshelfer KSG Lalendorf (250837103B)",2008,"26.307,00  EUR",
"Standardvorhaben","Stadtsportbund Cottbus e. V.","Vereinshelfer RSC (250823120B)",2008,"43.200,00  EUR",
"Standardvorhaben","Verein zur Fﾚrderung der Arbeit und Qualifizierung Ribnitz-Damgarten e. V. ","Vereinshelfer Ribnitzer Sportverein 1919 e. V. (250841320B)",2008,"43.200,00  EUR",
"Standardvorhaben","Barther Qualifizierungs- und Beschﾊftigungszentrum e. V.","Vereinshelfer Segelverein Barth",2008,"36.900,00  EUR",
"Standardvorhaben","Akademischer Rostocker Tennisclub 90 e. V.","Vereinshelfer/Platzwart (250844030B)",2008,"33.840,00  EUR",
"Standardvorhaben","Barnimer Busgesellschaft mbH","Verkehrserziehung Grundschulen (250821340A)",2008,"34.200,00  EUR",
"Standardvorhaben","Schweriner Ausbildungszentrum (e.V.)","Virtuelle Verbundausbildung",2008,"352.019,00  EUR",
"Standardvorhaben","Entwicklungsgesellschaft Stienitzsee GmbH","Vorarbeiter (250826094B)",2008,"47.440,80  EUR",
"Standardvorhaben","Verein zur Fﾚrderung der Arbeitsmarkt- und Strukturentwicklung in der Region Greifswald und Umgebung e.V. (VFAS e.V.)","Vorarbeiter (250836005B)",2008,"34.200,00  EUR",
"Standardvorhaben","Stadtmarketing Arnstadt GmbH","Vorbereitung von Ausstellungen und museumspﾊdagogischen Projekten (250893001B)",2008,"33.300,00  EUR",
"Standardvorhaben","Deutsches Jugendinstitut e.V.","Weiterbildungsinitiative Frﾟhkindliche Bildung - Programm zur Professionalisierung des pﾊdagogischen Personals in Kindertageseinrichtungen (Ziel 1)",2008,"1.596.926,25  EUR",
"Standardvorhaben","Burg Giebichenstein Hochschule fﾟr Kunst und Design Halle","Weiterentwicklung eines Verfahrens zur Geschmackssuche und Geschmacksvisualisierung von Wein",2008,"80.800,00  EUR","80.785,35 EUR"
"Standardvorhaben","Industrie- und Handelskammer zu Schwerin","Westmecklenburger Ausbildungsnetzwerk Ernﾊhrungsindustrie (WmAE)",2009,"199.630,98  EUR","176.337,56 EUR"
"Standardvorhaben","F-BB Forschungsinstitut Betriebliche Bildung gemeinnﾟtzige GmbH","Wissenschaftliche Begleitung der Fﾚrderinitiative Abschlussorientierte modulare Nachqualifizierung im Rahmen des BMBF-Programms ""Perspektive Berufsabschluss"" (Ziel 1)",2008,"657.950,00  EUR",
"Standardvorhaben","Deutsches Jugendinstitut e.V.","Wissenschaftliche Begleitung der Fﾚrderinitiative Regionales ﾆbergangsmanagement im Rahmen des BMBF-Programms ""Perspektive Berufsabschluss"" (Ziel 1)",2008,"655.591,64  EUR",
"Standardvorhaben","Universitﾊt Rostock","Wissenschaftskarrieren: Orientierung, Planung und Beratung am Beispiel der Fﾊcher Politikwissenschaft und Chemie",2008,"51.686,97  EUR",
