asse,beneficiario,operazione,anno,totale_importo_pubblico_approvato,erogazioni_al,fund_type,currency,uri
IV,Landesberufsschule Schlanders - Scuola professionale provinciale di Silandro,Accademia estiva internazional no. 1/10 - LASA 2008 - BALANCE,2007,"87.535,00","79.930,64",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Ripartizione 21 Formazione professionale italiana - Abteilung 21 Italienische Berufsbildung,Master - “Mediatori dei conflitti - Operatori di pace Internazionali”,2007,"249.996,03","154.420,82",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Ripartizione 21 Formazione professionale italiana - Abteilung 21 Italienische Berufsbildung,Percorsi di Formazione alla Mediazione tra Pari,2007,"85.376,61","23.751,22",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Wieland Martin,Network System Engineer,2007,"200.000,00","200.000,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,eurac,Formazione interna per l'EURAC,2007,"38.405,09","7.681,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Zelig Soc. Coop. Arl,"Zelig, scuola di documentario, televisione e nuovi media, primo anno di formazione",2007,"100.000,00","95.873,64",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Ripartizione 21 Formazione professionale italiana - Abteilung 21 Italienische Berufsbildung,PRONTI PER L’EUROPA,2007,"238.107,08","194.894,23",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Volkshochschule Urania Meran,General Management - Corso di formazione in economia aziendale,2007,"150.000,00","115.532,50",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,C.T.M. - Centro di tecnologia e management,Intervento di supporto organizzativo e finanziario per la realizzazione del corso biennale “Spezialisierungslehrgang für Bautechnik” - 2° anno di corso,2007,"177.110,60","135.691,72",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,C.T.M. - Centro di tecnologia e management,Intervento di supporto organizzativo e finanziario per la realizzazione del corso triennale “Technikerschule” - 1° anno di corso “Technikerschule für Holz” e 3° anno di corso “Technikerschule für Metall”,2007,"141.680,10","103.584,51",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,C.T.M. - Centro di tecnologia e management,CORSO DI LAUREA IN INGEGNERIA LOGISTICA E DELLA PRODUZIONE E CORSO DI LAUREA IN INFORMATICA APPLICATA PER STUDENTI IN ATTIVITÀ,2007,"388.885,44","170.694,68",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,"Landesberufsschule für Handel, Handwerk und Industrie ""Chr. J. Tschuggmall"" Brixen - Scuola professionale provinciale per il commercio, l'artigianato e l'industria ""Chr. J. Tschuggmall"" di Bressanone",Tecnica di rete (IFTS) - primo anno,2007,"101.464,72","76.536,98",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,"Scuola professionale provinciale alberghiera ""Cesare Ritz"" di Merano - Landeshotelfachschule ""Cesare Ritz"" Meran",ESPERIENZA SCUOLA - ALBERGO: RITZ - STIFTERHOF,2007,"120.000,00","103.808,06",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,"Scuola professionale provinciale per l'artigianato, l'industria e il commercio ""Enrico Mattei"" di Bressanone - Landesberufsschule für Handwerk, Industrie und Handel ""Enrico Mattei"" Brixen",Websites Graphic Designer & Developer,2007,"180.000,00","158.924,27",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Ripartizione 21 Formazione professionale italiana - Abteilung 21 Italienische Berufsbildung,"""CENTRO APERTO/IL LABORATORIO DEL SAPER FARE 2007-2008""",2007,"144.374,59","108.113,26",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Red Oddity,Java Developer,2007,"297.042,00","228.555,14",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Kantea,Brenner Basis Tunnel Trikster - Esperto facilitatore della trasformazione territoriale,2007,"250.000,00","134.064,21",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Kantea,Tecnico CAD per gestione di commessa bioedile,2007,"262.392,40","261.071,67",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Libera Università di Bolzano,Management del Turismo,2007,"89.980,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Libera Università di Bolzano,Corso di Laurea in Ingegneria logistica e della Produzione,2007,"50.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Ripartizione 21 Formazione professionale italiana - Abteilung 21 Italienische Berufsbildung,Pionieri Plus - Sistema Copernicus,2007,"150.000,00","55.156,87",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Vetroricerca Glas&Modern coop s.c.l.,Tecnico della lavorazione del vetro esperto in tecnologie vetrarie (primo anno),2007,"400.000,00","398.287,65",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Genossenschaft für Weiterbildung und Regionalentwicklung m.b.H.,Corso di didattica museale,2007,"86.349,42","17.269,88",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Società consortile ASS.FOR.SEO,CINDIA INVESTORS AND PROMOTERS - Master per esperti d’internazionalizzazione in Cina e India 1 anno,2007,"277.966,00","210.870,21",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
IV,Enaip,"ESPERTO DELLA GESTIONE DEGLI ASPETTI AMBIENTALI, DELLA SICUREZZA E DEI RIPRISTINI FINALI DEL CANTIERE",2007,"300.000,00","240.000,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Comitato Paritetico Edile per la Formazione e la Sicurezza per la Provincia Autonoma di Bolzano,Stranieri,2008,"180.243,28","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Verlagsanstalt Athesia,Formazione continua nei settori tecnologia e gestione,2008,"150.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Bildungshaus Kloster Neustift,Guida nell'ambito paesaggistico e naturalistico con specializzazione,2008,"256.071,01","51.214,20",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,SBB- Weiterbildungsgenossenschaft,Formazione per l' Agricoltura del Futuro,2008,"448.039,22","156.813,27",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Alpenbau,Formazione del personale,2008,"55.477,45","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Ripartizione 21 Formazione professionale italiana - Abteilung 21 Italienische Berufsbildung,Copernicus & Trio - Una sperimentazione di possibili percorsi formativi aperti per la microimpresa,2008,"127.392,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,LVH-Bildung und Service,Gestione della sicurezza nelle aziende artigiane 2008/09,2008,"140.074,54","49.026,09",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Landesberufsschule für Handwerk und Industrie Bozen,Junior Assistant Manager,2008,"125.000,00","19.652,66",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Università Popolare delle Alpi Dolomitiche (UPAD),Il trainer del benessere: formazione e sviluppo professionale - II anno,2008,"96.520,00","19.304,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Comitato Paritetico Edile per la Formazione e la Sicurezza per la Provincia Autonoma di Bolzano,Lavori in quota,2008,"250.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",Percorso di formazione per la costituzione del TIS FREE SOFTWARE CENTER:Aziende,2008,"28.189,00","1.569,80",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,C.T.M. - Centro di tecnologia e management,CSI@Change-Sustainability- Innovation.bz.it,2008,"641.305,70","224.456,99",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Landesberufsschule Schlanders - Scuola professionale provinciale di Silandro,Corso di formazione per la progettazione e la realizzazione 1° anno formativo,2008,"150.000,00","43.856,65",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Comitato Paritetico Edile per la Formazione e la Sicurezza per la Provincia Autonoma di Bolzano,Casanova,2008,"115.322,37","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,KVW Bildungsreferat,Fare carriera con il mentoring femminile,2008,"59.597,22","11.919,44",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Duka,Piano formativo aziendale 2008- 2009 per DUKA,2008,"55.417,22","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Iveco,Iveco Know-how Transfer 2008,2008,"300.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,LVH-Bildung und Service,Handcraft 2008 - sviluppo d'impresa tramite un'offensiva di formazione rivolta a collaboratori e funzionari,2008,"429.984,17","190.897,43",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,LVH-Bildung und Service,La crisi come opportunità: cosa fare? Formazione e coaching a favore di imprese artigianali in difficoltà,2008,"210.617,18","73.716,01",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Schmidhammer,Schmidhammer,2008,"75.836,60","26.542,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Poste Italiane,Sviluppo competenze per componenti Comitato Pari Opportunità territoriale,2008,"6.738,10","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,KVW Bildungsreferat,Thérapie Sociale,2008,"70.529,68","14.105,94",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Milkon,Piano formativo aziendale 2008- 2009 per Milkon,2008,"105.507,43","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",Cisco Network & Security Administrator,2008,"303.695,12","182.214,29",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,DEXEA SRL,FORMAT Innovation und Management der Fa. dexea,2008,"56.822,50","19.887,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Associazione GEA Verein per la solidarietà femminile contro la violenza,La violenza domestica. Implementazione e sistema di gestione delle dinamiche violente,2008,"39.212,29","13.724,30",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Cedocs,Progetto AAA (Animal Assisted Activity),2008,"120.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Associazione Donne - Nissà,Corso di formazione e coaching per operatori di cura familiare nel Comune di Bolzano e nella Comunità comprensoriale Oltradige – Bassa Atesina,2008,"115.382,33","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Leitner Hubert KG,Innovation & Nachfolge,2008,"106.340,50","37.219,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Plattner Bau AG,Competenze 2010,2008,"116.681,30","40.838,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Kellerei Schreckbichl Gen. Landw. Ges.,Schreckbichl,2008,"30.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",Agente di viaggi - Azione di formazione continua sul lavoro per intermediari turistici,2008,"64.290,80","2.796,20",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Südtiroler Bauernbund,"Job-Enrichment: ampliare competenze, accettare sfide",2008,"170.122,04","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Selva,Semo 2010,2008,"87.623,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Alupress,Qualifizierungsoffensive zur Kompetenzsteigerung aller Mitarbeiter im Rahmen der Einführung eines innovativen Produktionssystems.,2008,"230.257,50","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Wieland Martin,Aiuto e cura a casa propria,2008,"47.118,67","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Christian Peer,Vision,2008,"82.959,10","29.035,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Pompadour Té Srl,"Progetto Formativo 2008/2009: Sviluppo delle competenze tecnologiche, informatiche e organizzative per i collaboratori di Pompadour Tè srl",2008,"48.589,80","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Abteilung 22.0 - Landhaus 6,Formazione continua per operatori di cura famigliare,2008,"27.163,50","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Bildungshaus Kloster Neustift,"Consulenti di vita ""1. anno""",2008,"199.500,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,ADES Arbeitskreis der Experten für Sicherheit,Sistemi di gestione delle emergenze,2008,"40.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Poste Italiane,Guida Sicura dei motomezzi per gli addetti al recapito della corrispondenza»,2008,"6.039,68","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Caritas Dioezese Bozen - Brixen / Caritas Diocesi Bolzano- Bressanone,Formazione per la gestione e il coordinamento dei volontari e delle volontarie,2008,"40.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Cooperativa sociale Casa bimbo - Tagesmütter,Corso di aggiornamento: Casa Bimbo Tagesmutter,2008,"116.619,64","23.323,93",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Verbraucherzentrale Südtirol / Centro Tutela Consumatori Utenti,Formazione dei consulenti all- round,2008,"88.053,62","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Scuola Professionale ?Luigi Einaudi?,BEST – Benessere – Efficienza – Salute&Sicurezza – Tempo,2008,"186.335,91","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Abteilung 22.0 - Landhaus 6,ROSA - II: Il suo ruolo nel contesto sociale.,2008,"70.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Università Popolare delle Alpi Dolomitiche (UPAD),Processi di valorizzazione della responsabilità sociale nel terzo settore.,2008,"82.200,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Ripartizione 21 Formazione professionale italiana - Abteilung 21 Italienische Berufsbildung,"DI.RE. DIfferenze REtributive, DIfferenze da eliminaRE",2008,"161.298,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,"Associazione ""La Strada - Der Weg""",Modelli di Qualità nel privato sociale,2008,"115.746,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,KVW Bildungsreferat,Change Management KVW Bildungsreferat 2015,2008,"86.446,50","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Lessing-Hochschule zu Meran - Trägerverein: Meraner Universitaetsgesellschaft,Donne sulla via di Lisbona! Costruzione di una piattaforma altoatesina di rete per donne in posizioni dirigenziali in campo economico e politico,2008,"115.080,96","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Centro documentazione e informazione donna,Lavorare a casa,2008,"160.332,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Abteilung 20 Deutsche und ladinische Berufsbildung - Ripartizione 20 Formazione professionale tedesca e ladina,Berufliche Weiterbildung und das Lernen in Kleinstbetrieben: Wie unterstützen und fördern?,2008,"115.920,00","8.901,39",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,E. C. I. P. A.,Impresa Sicura,2008,"131.694,60","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,formaper,TICKET “WORK & FAMILY”. Studio di fattibilità per favorire la conciliazione lavoro-famiglia di lavoratori/trici di PMI attraverso voucher sociali,2008,"228.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,RSO,Sviluppo ed integrazione del sistema di offerta di formazione continua,2008,"159.302,72","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Bezirksgemeinschaft Eisacktal - Comunità Comprensoriale Valle Isarco,Keschtnweg: Interazioni economiche,2008,"124.000,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Gemeinde Martell,"Sviluppo e stabilità del territorio nell'ambito di un'agenda21 locale per i comuni di Martello, Val d'Ultimo, S. Panrcazio, Lauregno, Proves e Senale-San Felice",2008,"123.863,31","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Caritas Dioezese Bozen - Brixen / Caritas Diocesi Bolzano- Bressanone,Riorganizzazione e innovazione per Caritas Diocesi Bolzano Bressanone,2008,"73.620,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Caritas Dioezese Bozen - Brixen / Caritas Diocesi Bolzano- Bressanone,Sicurezza e qualità per Caritas Diocesi Bolzano Bressanone,2008,"26.400,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Caritas Dioezese Bozen - Brixen / Caritas Diocesi Bolzano- Bressanone,Studio di fattibilità per uno nuovo stile di abitare sociale,2008,"67.800,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,AFI - IPL,Innovazione organizzativa e qualità del lavoro: il ruolo delle relazioni industriali,2008,"225.965,40","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,Abteilung 20 Deutsche und ladinische Berufsbildung - Ripartizione 20 Formazione professionale tedesca e ladina,Apprendisti e allievi della formazione professionale nella Val Venosta – problemi e opportunitá nello sviluppo in modo attivo e responsabile della propria personalità e della propria carriera professionale nella prospettiva della formazione lungo l’arco della vita,2008,"89.743,88","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,"Scuola professionale provinciale per il commercio, turismo e i servizi ""Luigi Einaudi"" di Bolzano - Landesberufsschule für Handel, Tourismus und Dienstleistungen ""L. Einaudi"" Bozen",QUALITY – SAFETY - RESPONSABILITY PER UN CENTRO DI FORMAZIONE PROFESSIONALE D’ECCELLENZA,2008,"173.460,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,PENSPLAN SERVICE SPA,Miglioramento della qualità del servizio rivolto ai lavoratori aderenti ai fondi pensione locali attraverso l'innovazione della gestione dei processi aziendali,2008,"83.088,00","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
I,USEB operatori economici,“Innovation Cube”Le tre dimensioni dell’innovazione di successo per le imprese dell’Alto Adige,2008,"217.996,80","0,00",ESF,EUR,http://www.provinz.bz.it/europa/esf/download/Elenco_beneficiari_FSE_20091806.pdf
