nome_beneficiari,denominazione_operazione,codice_operazione,tipo_operazione,anno,importo_impegnato,importo_pagato,fund_type,currency,uri
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Montecassiano,122316,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro,2009,"307.540,15","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Montecassiano,122319,Voucher Individuali NP,2009,"2.331,44","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Montecassiano,122320,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro,2009,"307.540,15","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Montecassiano,122325,Voucher Individuali NP,2009,"2.480,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di San Severino Marche,122326,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro,2009,"421.680,44","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di San Severino Marche,122327,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro,2009,"245.281,15","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122329,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro,2009,"257.871,11","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122331,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro,2009,"257.871,10","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122333,Voucher Individuali NP,2009,"2.000,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122338,Voucher Individuali NP,2009,"205,45","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122342,Voucher Individuali NP,2009,"2.160,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122347,Voucher Individuali NP,2009,"719,09","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122350,Voucher Individuali NP,2009,"719,10","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122353,Voucher Individuali NP,2009,"373,34","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122354,Voucher Individuali NP,2009,"288,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122356,Voucher Individuali NP,2009,"2.480,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122357,Voucher Individuali NP,2009,"205,45","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122358,Voucher Individuali NP,2009,"288,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122359,Voucher Individuali NP,2009,"2.500,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122360,Voucher Individuali NP,2009,"2.160,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122361,Voucher Individuali NP,2009,"288,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122363,Voucher Individuali NP,2009,"2.000,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122364,Voucher Individuali NP,2009,"2.500,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122539,Tirocini Formativi NP,2009,"1.238,80","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122540,Tirocini Formativi NP,2009,"970,13","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122827,Tirocini Formativi NP,2009,"722,00","722,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Aiuti alle aziende - conciliazione tra tempi di vita e lavoro - Comune di Tolentino,122828,Tirocini Formativi NP,2009,"1.027,13","1.027,13",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Voucher Aziendali - BACK UP,122894,Voucher Aziendali NP,2009,"10.260,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Voucher Aziendali - FOGLIA COSTRUZIONI,122899,Voucher Aziendali NP,2009,"230,40","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Voucher Aziendali - MASSIMO GENTILI,122902,Voucher Aziendali NP,2009,"364,80","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Voucher Aziendali - Lapucci Gino & C. snc,122903,Voucher Aziendali NP,2009,"243,20","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123186,Progetto non formativo generico,2009,"2.400,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123205,Tirocini Formativi NP,2009,"1.280,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123266,Tirocini Formativi NP,2009,"1.320,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123268,Tirocini Formativi NP,2009,"1.810,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123269,Tirocini Formativi NP,2009,"1.354,71","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123270,Tirocini Formativi NP,2009,"1.730,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123273,Tirocini Formativi NP,2009,"650,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123274,Tirocini Formativi NP,2009,"1.250,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123275,Tirocini Formativi NP,2009,"1.235,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123277,Tirocini Formativi NP,2009,"628,15","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123283,Tirocini Formativi NP,2009,"1.313,29","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123299,Tirocini Formativi NP,2009,"735,10","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123301,Tirocini Formativi NP,2009,"1.375,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123322,Tirocini Formativi NP,2009,"1.700,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123325,Tirocini Formativi NP,2009,"1.800,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123328,Tirocini Formativi NP,2009,"1.350,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123462,Tirocini Formativi NP,2009,"1.650,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123463,Tirocini Formativi NP,2009,"1.804,71","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento del servizio di supporto alla commissione di valutazione delle domande del bando ""Sostegno creazione impresa""",123532,Tirocini Formativi NP,2009,"1.650,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,Appalto servizio di definizione dei profili professionali relativi a settori strategici del sistema produttivo della Provincia di Macerata - Aggiudicazione EUROCENTRO,124146,Progetto non formativo generico,2009,"55.200,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Spese Pubblicità bando: ""Affidamento del servizio di effetuazione dei controlli sui documenti di spesa relativi agli interventi a titolarità provinciale""",124156,Progetto non formativo generico,2009,"600,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Macerata,"Affidamento a TASK S.r.l. dell'appalto per la realizzazione diffusione della nuova ""Newsletter on-line Formalavoro""",124226,Progetto non formativo generico,2009,"76.608,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28101,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28103,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28148,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28182,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28200,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28261,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28266,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28284,Work Experience,2008,"9.765,00","4.882,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28434,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28530,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28577,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28645,Work Experience,2008,"7.120,30","7.120,30",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28646,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28647,Work Experience,2008,"4.231,50","4.065,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28649,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28675,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28691,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28695,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28711,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28758,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28784,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28787,Work Experience,2008,"9.765,00","7.132,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28799,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28866,Work Experience,2008,"2.281,50","2.115,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28882,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28911,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28954,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28957,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28972,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28978,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28987,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28988,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28997,Work Experience,2008,"3.561,51","3.561,51",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,28999,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29009,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29010,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29024,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29026,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29029,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29033,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29034,Work Experience,2008,"9.765,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29044,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29055,Work Experience,2008,"786,50","493,68",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29063,Work Experience,2008,"9.765,00","7.132,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29066,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29084,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29085,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29088,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29101,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29108,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29110,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29113,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29117,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29118,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29120,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29122,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29124,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29125,Work Experience,2008,"4.231,50","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29126,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29135,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29143,Work Experience,2008,"4.231,50","4.231,50",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29146,Work Experience,2008,"9.765,00","7.323,80",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29166,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29170,Work Experience,2008,"9.765,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Provincia di Pesaro Urbino,Borsa lavoro,29174,Work Experience,2008,"9.765,00","7.323,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
