"codice_programma","codice_identificativo_operazione","codice_locale_intervento","titolo","cup","fonte_inclusione_rendicontazione","asse","ob_spec","ob_op","denominazione","cf_p_iva","provincia_sede_legale","comune_sede_legale","indirizzo_sede_legale","totale_impegni_beneficiario","totale_pagamenti","fund_type","currency","uri"
"2007IT051PO003.4.i1.1","SI_2_37","3.06/9.2.5/1364","ESPERTO INSTALLAZ GESTIONE DI SISTEMI SOLARI FOTOV.I INTEGR PER L'EDILIZIA","D63D06000 180009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IPSIA E. FERMI",80012240877,"Catania","Catania","VIA PASSO GRAVINA, 197","25.737,25","25.737,25","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_38","3.06/9.2.5/1365","ANIMARE IL PROPRIO FUTURO","F43D06000 130009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","LICEO SC. ST. E. MAJORANA",80009210875,"Catania","Scordia","VIA L. CAPUANA, 36","41.497,40","41.497,40","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_39","3.06/9.2.5/1366","ESPERTO NELLA GESTIONE DELL'ATTIVITA' AGRITURISTICA","I83D060001 30009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IPSAA A. M. MAZZEI",83002050876,"Catania","Giarre","VIA P.PE DI PIEMONTE, 92","25.340,26","25.340,26","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_40","3.06/9.2.5/1367","ESPERTO NEL CONTROLLO DEI PRODOTTI AGROALIMENTARI","I93D060000 70009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IPSAA A. M. MAZZEI",83002050876,"Catania","Giarre","VIA P.PE DI PIEMONTE, 92","23.342,97","23.342,97","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_41","3.06/9.2.5/1368","ESPERTO IN MODELLISTICA CAD","G23D06000 350009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IIS C. A. DALLA CHIESA",82002520870,"Catania","Caltagirone","VIA S. M. DI GESU'","42.301,05","42.301,05","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_42","3.06/9.2.5/1369","LE FONTI DI ENERGIA RINNOVABILI -","G23D06000 360009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IIS C. A. DALLA CHIESA",82002520870,"Catania","Caltagirone","VIA S. M. DI GESU'","39.022,22","39.022,22","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_43","3.06/9.2.5/1370","RINNOVABILI - TECNICO IN IMPIANTI SOLARI¿¿ TECNICO TRASMISSIONI SATELLITARI","F63D06000 070009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IIS IPAA ITIS G. FERRARIS BELPASSO",93002880875,"Catania","Paternò","VIA V. EMANUELE, 424","53.034,42","53.034,42","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_44","3.06/9.2.5/1371","ESPERTO NELL'INSTALLAZIO NE, MANUTENZIONE E COLLAUDO DI ASCENSORI E SCALE MOBILI","D63D06000 190009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IPSIA E. FERMI",80012240877,"Catania","Catania","VIA PASSO GRAVINA, 197","21.653,49","21.653,49","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_45","3.06/9.2.5/1372","I SERVIZI GASTRONOMICI NEL TURISMO DI OGGI","H83D06000 160009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IPSSAR GIARRE",83001610878,"Catania","Giarre","VIA VENETO,4","29.522,88","29.522,88","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_46","3.06/9.2.5/1373","LA GELATERIA E LA PASTICCERIA TIPICA SICILIANA","H83D06000 170009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IPSSAR GIARRE",83001610878,"Catania","Giarre","VIA VENETO,4","22.583,30","22.583,30","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_47","3.06/9.2.5/1374","ESPERIENZA AZIENDALE DEL WINE AND DISH MANAGER","G43D06000 700009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IPSSAR NICOLOSI",93128180879,"Catania","Nicolosi","VIA GEMMELLARO","45.381,66","45.381,66","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_48","3.06/9.2.5/1375","NUOVA CERAMICA","J23D06000 120009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IST. D'ARTE PER LA CERAMICA",82002280871,"Catania","Caltagirone","VIA EX MATRICE, 153","13.589,08","13.589,08","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_49","3.06/9.2.5/1376","CAPIRE L'ENERGIA PER IL NOSTRO FUTURO","B63D06000 080009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","ITIS G. MARCONI",80006470878,"Catania","Catania","VIA VESCOVO MAURIZIO, 82","18.448,65","18.448,65","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_50","3.06/9.2.5/1377","ESPERTO NELLA GESTIONE DELLE AREE PROTETTE¿¿.","F63D06000 080009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IIS IPAA ITIS G. FERRARIS BELPASSO",93002880875,"Catania","Paternò","VIA V. EMANUELE, 424","52.826,38","52.826,38","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_51","3.06/9.2.5/1378","ESPERTO NELLA GESTIONE DEI PROCESSI DI TRASFORMAZION E DEI PRODOTTI AGROALIM","F63D06000 090009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IIS IPAA ITIS G. FERRARIS BELPASSO",93002880875,"Catania","Paternò","VIA V. EMANUELE, 424","52.786,78","52.786,78","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_52","3.06/9.2.5/1379","TECNICO SISTEMISTA TELECOMUNICAZI ONI","G43D06000 690009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IPSIASS ACIREALE",90017870875,"Catania","Acireale","VIA DELLE TERME, 78","22.351,09","22.351,09","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_53","3.06/9.2.5/1380","PROGETTISTA DI SISTEMI DI AUTOMAZIONE DOMESTICA","F63D06000 100009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IIS IPAA ITIS G. FERRARIS BELPASSO",93002880875,"Catania","Paternò","VIA V. EMANUELE, 424","53.284,62","53.284,62","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_54","3.06/9.2.5/1381","TECNICO ESPERTO DEL CONTROLLO DELLA QUALITA' DEI PRODOTTI AGROALIMENTARI","I93D060000 80009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","ISIS B. RADICE",80021890878,"Catania","Bronte","VIA SARAJEVO, 1","21.319,33","21.319,33","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_55","3.06/9.2.5/1382","IMPARARE FACENDO: DALLA SCUOLA¿¿.","G23D06000 510009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","ITS EUCLIDE",82002150876,"Catania","Caltagirone","VIA M. SCELBA, 1","20.293,39","20.293,39","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_56","3.06/9.2.5/1383","STAGE PROFESSIONALIZ ZANTE PER SVILUPPO¿¿¿¿ SETTORI AMMINISTR. - CONTABILI","I53D060001 10009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IISS E. DE NICOLA",90002650878,"Catania","San Giovanni la Punta","VIA MOTTA, 87","39.293,38","39.293,38","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
