Beneficiario Finale,Denominazione Progetto,Asse,Codice Obiettivo Operativo,Codice Progetto,Regione,Totale impegnato,Totale erogato (pagamenti monitorati al 31/12/2009)
ORIZZONTI S.A.S. DI MASELLIS FRANCA,ORIZZONTI S.A.S. DI MASELLIS FRANCA,II,II.1,2015563,Puglia,"10,571.33","3,314.27"
ORLINO 2A INFISSI E SERRAMENTI S.N.C.,ORLINO 2A INFISSI E SERRAMENTI S.N.C.,II,II.1,2020930,Puglia,"46,750.00","28,759.25"
ORTHODENT S.A.S. DI TORTORELLA MAURIZIO & C.,ORTHODENT S.A.S. DI TORTORELLA MAURIZIO & C.,II,II.1,2020406,Calabria,"39,402.40","39,402.40"
ORTODHONTIC MANUFACTURER SIA (GIA' STAMPAGGIO INIEZIONI METALLI),ORTODHONTIC MANUFACTURER SIA (GIA' STAMPAGGIO INIEZIONI METALLI),II,II.1,80645,Campania,"73,752.00","31,584.30"
OSMOSEA S.N.C. DI ALAGNA MARIO E ZERILLI CARLO,OSMOSEA S.N.C. DI ALAGNA MARIO E ZERILLI CARLO,II,II.1,2021894,Sicilia,"54,685.85","54,685.85"
OSTELLO DEL PLEBISCITO SNC DI PASTORELLI,OSTELLO DEL PLEBISCITO SNC DI PASTORELLI,II,II.1,2011509,Sicilia,"52,345.65","50,731.78"
OTM DI MARZANO ANTONIO & C. SNC,OTM DI MARZANO ANTONIO & C. SNC,II,II.1,2005760,Calabria,"44,331.02","31,445.02"
OTTICA GIANNELLI DI ANNA GRAZIA LEO & C. S.A.S.,OTTICA GIANNELLI DI ANNA GRAZIA LEO & C. S.A.S.,II,II.1,2013774,Puglia,"44,539.35","44,319.35"
OTTICA LES LUNETTES DI FARINOLA RAFFAELE & C.S.A.S,OTTICA LES LUNETTES DI FARINOLA RAFFAELE & C.S.A.S,II,II.1,2021595,Puglia,"41,010.71","40,760.71"
OTTICA RUSSO DI RUSSO STEFANIA & C. S.A.S.,OTTICA RUSSO DI RUSSO STEFANIA & C. S.A.S.,II,II.1,2018838,Campania,"43,613.95","39,042.50"
OTTICA SACCO S.A.S. DI SACCO ANTONIO,OTTICA SACCO S.A.S. DI SACCO ANTONIO,II,II.1,2015805,Calabria,"37,893.35","37,864.65"
P&T,P&T,II,II.1,'8810.,Sicilia,"2,426,719.00","900,754.46"
P. & C. IMPIANTI DI CAVALIERI CONVERTI VINCENZO &,P. & C. IMPIANTI DI CAVALIERI CONVERTI VINCENZO &,II,II.1,2021753,Calabria,"34,578.48","32,858.48"
P. & D. COSTRUZIONI  -  S.N.C.,P. & D. COSTRUZIONI  -  S.N.C.,II,II.1,2010163,Calabria,"42,033.00","14,876.40"
P. & P. CONSULTING DI DAVIDE PETRUZZIELLO & C. SAS,P. & P. CONSULTING DI DAVIDE PETRUZZIELLO & C. SAS,II,II.1,2020886,Campania,"33,932.10","32,339.18"
P.&.R. GROUP SNC,P.&.R. GROUP SNC,II,II.1,3001146,Sicilia,"17,818.00","17,818.00"
P.A.F. IMPIANTI TECNOLOGICI SNC POLISTENA,P.A.F. IMPIANTI TECNOLOGICI SNC POLISTENA,II,II.1,2012744,Calabria,"16,501.58","12,101.26"
P.F.I.  DI PARZANESE CARLO & C. S.A.S.,P.F.I.  DI PARZANESE CARLO & C. S.A.S.,II,II.1,2009140,Campania,"25,850.00","14,200.00"
P.G.S. DI PAGNANI GIOVANNI & C. S.A.S.,P.G.S. DI PAGNANI GIOVANNI & C. S.A.S.,II,II.1,2023187,Campania,"54,193.53","12,838.71"
P.S.M. ASSOCIATI,P.S.M. ASSOCIATI,II,II.1,43349,Calabria,"140,670.00","105,719.40"
PA.MA. DI STEFANO PALERMO & C. SAS,PA.MA. DI STEFANO PALERMO & C. SAS,II,II.1,2024864,Puglia,"29,397.50","6,779.50"
PA.MA. SAS DI MAIURI ANNA LINA,PA.MA. SAS DI MAIURI ANNA LINA,II,II.1,2004713,Calabria,"44,554.16","25,828.38"
PACKING,PACKING,II,II.1,'8724.,Campania,"1,259,378.00","200,960.01"
PACKING PROGRESS DI DI MARZO ROSARIO & C. SNC,PACKING PROGRESS DI DI MARZO ROSARIO & C. SNC,II,II.1,2023999,Puglia,"55,732.50","12,746.50"
PALUMBO COSTRUZIONI DI A. PALUMBO  SAS,PALUMBO COSTRUZIONI DI A. PALUMBO  SAS,II,II.1,2008231,Campania,"30,275.68","17,530.54"
PANACEA SAS DI DE NICOLA SERENA & CO.,PANACEA SAS DI DE NICOLA SERENA & CO.,II,II.1,2023715,Campania,"43,920.00","10,384.00"
PANCLIMA SNC DI PIGNATARO C. & PERRI F.,PANCLIMA SNC DI PIGNATARO C. & PERRI F.,II,II.1,2012737,Calabria,"38,739.89","38,738.23"
PANETTERIA SAN FRANCESCO S.A.S. DI BRIA ANTONIO & C.,PANETTERIA SAN FRANCESCO S.A.S. DI BRIA ANTONIO & C.,II,II.1,2015993,Calabria,"34,399.70","34,399.29"
PANNELLI ITALIA,PANNELLI ITALIA,II,II.1,'8522.,Campania,"2,241,614.00","679,324.00"
PANZEROTTO PUGLIESE DI VINCI RAFFAELE & C. S.A.S.,PANZEROTTO PUGLIESE DI VINCI RAFFAELE & C. S.A.S.,II,II.1,2018815,Puglia,"54,275.00","54,250.00"
PAPER DIVIPAC,PAPER DIVIPAC,II,II.1,49401,Campania,"354,490.00","283,592.00"
PARISI  ROSARIO E PAOLO SNC,PARISI  ROSARIO E PAOLO SNC,II,II.1,2010302,Sicilia,"22,372.65","2,326.12"
PASCAL,PASCAL,II,II.1,'8519.,Calabria,"1,568,397.12","784,198.56"
PASIMA DI CERSOSIMO PIETRO & C. S.A.S.,PASIMA DI CERSOSIMO PIETRO & C. S.A.S.,II,II.1,2017123,Calabria,"39,757.95","39,757.95"
PASTA E DINTORNI DI CICALESE DOMENICO E C. S.A.S.,PASTA E DINTORNI DI CICALESE DOMENICO E C. S.A.S.,II,II.1,2024849,Campania,"51,884.85","11,576.97"
PASTA FRESCA DEI FRATELLI BASTA S.A.S. DI BASTA MARIO E C.,PASTA FRESCA DEI FRATELLI BASTA S.A.S. DI BASTA MARIO E C.,II,II.1,2016222,Calabria,"45,784.39","44,134.40"
PASTA FRESCA DELLA MASSAIA SNC DI CARDIELLO & C.,PASTA FRESCA DELLA MASSAIA SNC DI CARDIELLO & C.,II,II.1,2017362,Campania,"43,625.02","43,625.02"
PASTA PIU' SAS DI CORRAO DOMENICO & C.,PASTA PIU' SAS DI CORRAO DOMENICO & C.,II,II.1,2021891,Calabria,"54,911.52","43,123.75"
"PASTA, PANE E SFIZI DI MICHELINA CIMIRRO & C. SAS","PASTA, PANE E SFIZI DI MICHELINA CIMIRRO & C. SAS",II,II.1,2021689,Campania,"59,792.75","12,858.55"
PASTANGOTTI sas DI MOLINARO M. E LONGO M.,PASTANGOTTI sas DI MOLINARO M. E LONGO M.,II,II.1,2007652,Calabria,"47,267.73","47,267.73"
PASTIFICIO ARTIGIANALE CAMPO DI CAMPO DOROTEA & C.,PASTIFICIO ARTIGIANALE CAMPO DI CAMPO DOROTEA & C.,II,II.1,2022036,Sicilia,"54,500.00","54,500.00"
PASTIFICIO ASPROMONTE SAS DI MAMMONE GIUSEPPE & C.,PASTIFICIO ASPROMONTE SAS DI MAMMONE GIUSEPPE & C.,II,II.1,2020330,Calabria,"45,949.35","45,861.35"
PASTIFICIO CAPRIO DI L.CAPRIO E F.LLI SNC,PASTIFICIO CAPRIO DI L.CAPRIO E F.LLI SNC,II,II.1,2009765,Campania,"34,738.75","23,791.00"
PASTIFICIO DOK S.A.S. DI CAMPANARO MARISA & C.,PASTIFICIO DOK S.A.S. DI CAMPANARO MARISA & C.,II,II.1,2019153,Puglia,"58,550.00","58,550.00"
PASTIFICIO GIORGIO RENDO  SAS,PASTIFICIO GIORGIO RENDO  SAS,II,II.1,2015566,Sicilia,"59,041.25","59,041.25"
PASTIFICIO IN.DEL. DI DARIO INGROSSO & C. S.A.S.,PASTIFICIO IN.DEL. DI DARIO INGROSSO & C. S.A.S.,II,II.1,2020817,Puglia,"56,456.62","56,230.51"
PASTIFICIO LORY DI MAGGIORE L. C. SAS,PASTIFICIO LORY DI MAGGIORE L. C. SAS,II,II.1,2012975,Puglia,"39,613.35","39,613.35"
PASTIFICIO TRINACRIA DI MARGANI VINCENZO & C. S.A.,PASTIFICIO TRINACRIA DI MARGANI VINCENZO & C. S.A.,II,II.1,2024604,Sicilia,"50,980.51","12,196.10"
PAVIMENTAZIONI S.A.S DI SERPE LUCIA & C.,PAVIMENTAZIONI S.A.S DI SERPE LUCIA & C.,II,II.1,2023397,Campania,"51,385.00","12,777.00"
PECERE ANNA & C. SNC,PECERE ANNA & C. SNC,II,II.1,3001179,Puglia,"51,391.00","51,390.85"
PECTINE INDUSTRIA,PECTINE INDUSTRIA,II,II.1,78385,Sicilia,"467,096.00","326,967.20"
PEGASO COMUNICAZIONE E IMMAGINE SNC DI MAYERA' MAR,PEGASO COMUNICAZIONE E IMMAGINE SNC DI MAYERA' MAR,II,II.1,2021450,Calabria,"35,893.50","35,893.50"
PEGASO COSTRUZIONI S.A.S. DI VITOLO MARIA & C.,PEGASO COSTRUZIONI S.A.S. DI VITOLO MARIA & C.,II,II.1,2008647,Calabria,"23,061.40","10,349.12"
PENNA COSTRUZIONI DI PENNA ALFONSO \&\ C sas,PENNA COSTRUZIONI DI PENNA ALFONSO \&\ C sas,II,II.1,2010625,Campania,"9,741.72","9,741.72"
PER PASSIONE DELL'ANTICHITA' S.N.C. DI DARIO MASSAFRA,PER PASSIONE DELL'ANTICHITA' S.N.C. DI DARIO MASSAFRA,II,II.1,2023099,Puglia,"17,632.87","17,632.87"
PERIPLO SVILUPPO RISORSE UMANE S.A.S. DI MASSARA GIUSEPPE,PERIPLO SVILUPPO RISORSE UMANE S.A.S. DI MASSARA GIUSEPPE,II,II.1,2020345,Calabria,"14,658.55","13,638.03"
peritas,peritas,II,II.1,,Puglia,"1,005,000.00","645,000.00"
PERLA S.A.S. DI A. LIJOI & C.,PERLA S.A.S. DI A. LIJOI & C.,II,II.1,2020020,Calabria,"43,728.14","43,728.14"
PERRONACE S.A.S. DI PERRONACE G. \&\ C,PERRONACE S.A.S. DI PERRONACE G. \&\ C,II,II.1,2014983,Calabria,"28,986.09","28,985.74"
PERRONE INDUSTRIE sas DI PERRONE D. \&\ C,PERRONE INDUSTRIE sas DI PERRONE D. \&\ C,II,II.1,2006885,Calabria,"44,000.00","43,341.44"
PERSEO S.A.S. DI CASTORO FRANCO & C.,PERSEO S.A.S. DI CASTORO FRANCO & C.,II,II.1,2019104,Calabria,"21,228.25","20,175.75"
PETRA,PETRA,II,II.1,'8083.,Puglia,"2,032,869.00","1,011,262.37"
PI.ESSE.CI.  S.N.C. DI PALMISANO GIANLUCA,PI.ESSE.CI.  S.N.C. DI PALMISANO GIANLUCA,II,II.1,2024585,Campania,"50,428.50","11,085.70"
PI.MA. COSTRUZIONI S.N.C. DI PIRONE ARMANDO & C.,PI.MA. COSTRUZIONI S.N.C. DI PIRONE ARMANDO & C.,II,II.1,2022049,Campania,"56,120.45","39,703.57"
PIANETA IMPRESA (GIA' PIANETA IMPRESA DI F.TEDESCO & C SAS),PIANETA IMPRESA (GIA' PIANETA IMPRESA DI F.TEDESCO & C SAS),II,II.1,28419,Campania,"5,011.20","4,187.20"
PIANETA TRAMEZZINI DI RINALDI CRISTIAN E C. SAS,PIANETA TRAMEZZINI DI RINALDI CRISTIAN E C. SAS,II,II.1,2022205,Campania,"52,996.70","11,799.34"
PIAZZA DI SPAGNA S.A.S. DI D'APOLITO CARMELA,PIAZZA DI SPAGNA S.A.S. DI D'APOLITO CARMELA,II,II.1,2022184,Campania,"54,671.50","54,220.01"
PIENNE PRINT CODE SAS DI BUZZACCHINO NICOLETTA & C,PIENNE PRINT CODE SAS DI BUZZACCHINO NICOLETTA & C,II,II.1,2020388,Puglia,"58,111.34","42,472.34"
PIERPAST SNC DI LEGGIADRO UGO & C.,PIERPAST SNC DI LEGGIADRO UGO & C.,II,II.1,2020407,Puglia,"54,479.99","46,734.50"
PIERREL (GIA' PIERREL FARMACEUTICI SPA),PIERREL (GIA' PIERREL FARMACEUTICI SPA),II,II.1,83958,Campania,"470,184.80","232,418.80"
PIQUADRO PROGETTI DI PULCRANO ANGELA RAFFAELLA & C,PIQUADRO PROGETTI DI PULCRANO ANGELA RAFFAELLA & C,II,II.1,2020104,Campania,"23,085.77","21,588.90"
PIZZI LOGISTICS DI DOMENICO PIZZI & C. S.A.S.,PIZZI LOGISTICS DI DOMENICO PIZZI & C. S.A.S.,II,II.1,2021414,Puglia,"41,071.67","40,580.59"
PLASTICAL,PLASTICAL,II,II.1,'8479.,Calabria,"2,341,125.00","288,982.65"
PLASTIK,PLASTIK,II,II.1,42738,Puglia,"154,560.00","123,648.00"
PO.LO.MULTISERVICE DI LOBASCIO M. \&\ C SAS,PO.LO.MULTISERVICE DI LOBASCIO M. \&\ C SAS,II,II.1,2017024,Puglia,"45,614.83","45,609.83"
POEMA LIVING SAS DI NUNZIA D'AMBROSIO & C.,POEMA LIVING SAS DI NUNZIA D'AMBROSIO & C.,II,II.1,2012471,Campania,"42,233.44","31,504.55"
POINT NET SAS DI LA STELLA GIOVANNA & C.,POINT NET SAS DI LA STELLA GIOVANNA & C.,II,II.1,2016027,Puglia,"19,038.96","18,754.80"
POINTE EXE SAS di CERRA LAURA  C.,POINTE EXE SAS di CERRA LAURA  C.,II,II.1,2015592,Campania,"23,208.00","23,208.00"
POLI SUD,POLI SUD,II,II.1,67156,Calabria,"780,793.00","517,246.60"
"POLI.ECO DI CHITANI PAOLO, CACCIOPPOLI JOSE' & C.","POLI.ECO DI CHITANI PAOLO, CACCIOPPOLI JOSE' & C.",II,II.1,2023911,Puglia,"52,306.97","12,061.40"
POLICEM ART S.A.S,POLICEM ART S.A.S,II,II.1,2017122,Campania,"51,000.00","49,750.00"
POLIMETRA S.A.S. DI DONATELLA ANGELA ROSA NICOLO',POLIMETRA S.A.S. DI DONATELLA ANGELA ROSA NICOLO',II,II.1,2001102,Calabria,"9,466.50",443.2
POLIPLEX S.N.C. DI AMATO O. & C.,POLIPLEX S.N.C. DI AMATO O. & C.,II,II.1,2015966,Campania,"57,010.86","57,010.86"
POLIS FORM,POLIS FORM,II,II.1,'6741.,Puglia,"2,011,602.87","657,045.07"
POLISERV SAS DI PAGLIUCA SILVANA & C.,POLISERV SAS DI PAGLIUCA SILVANA & C.,II,II.1,2017708,Campania,"39,251.03","39,251.03"
POLITEK DI GIARDULLO MARIA & C. S.A.S.,POLITEK DI GIARDULLO MARIA & C. S.A.S.,II,II.1,2022003,Campania,"59,540.00","59,540.00"
POLY GOLD S.N.C.DI DISABATO ANGELO E CAGGIANO GIOVANNI,POLY GOLD S.N.C.DI DISABATO ANGELO E CAGGIANO GIOVANNI,II,II.1,2024596,Puglia,"42,200.10","10,040.02"
POSTAWAY SAS DI GUIDO CANTELMO,POSTAWAY SAS DI GUIDO CANTELMO,II,II.1,2023883,Campania,"32,444.30","7,633.86"
PRAGMATICA SAS DI D'AMICO MARIA & LA GIUSA MAURIZIO SAS,PRAGMATICA SAS DI D'AMICO MARIA & LA GIUSA MAURIZIO SAS,II,II.1,2019550,Sicilia,"20,861.50","20,861.50"
PRESSWOOD,PRESSWOOD,II,II.1,'8207.,Campania,"2,280,513.00","881,680.00"
PRESTIFACILE S.A.S. DI SGAMBATO EMIDIO & C.,PRESTIFACILE S.A.S. DI SGAMBATO EMIDIO & C.,II,II.1,2021931,Campania,"25,584.49","25,584.49"
PRESTIGE SNC DI CARGNEL ANTONIETTA E PASSALACQUA MAURIZIO,PRESTIGE SNC DI CARGNEL ANTONIETTA E PASSALACQUA MAURIZIO,II,II.1,2009347,Sicilia,"43,394.00","31,355.20"
PRIMA INFORTUNI S.A.S. DI MELLEA RAOUL & C.,PRIMA INFORTUNI S.A.S. DI MELLEA RAOUL & C.,II,II.1,2019092,Calabria,"23,804.90","23,534.21"
PRIMO PIATTO S.N.C. DI RUFFOLO LARA FLAODINA E BER,PRIMO PIATTO S.N.C. DI RUFFOLO LARA FLAODINA E BER,II,II.1,2011507,Calabria,"36,914.71","20,920.79"
PRINT ART GRAFIC DI GIOVANNI PAGLIARO SAS,PRINT ART GRAFIC DI GIOVANNI PAGLIARO SAS,II,II.1,2013026,Campania,"55,000.00","55,000.00"
PRINT SOLUTION snc DI ZULLO A. E PISANIELL,PRINT SOLUTION snc DI ZULLO A. E PISANIELL,II,II.1,2011506,Campania,"44,586.30","44,586.30"
PRINTER DI TROISI RIPALTA & C. S.A.S.,PRINTER DI TROISI RIPALTA & C. S.A.S.,II,II.1,2015256,Campania,"47,707.83","47,707.83"
PRINTJOBS DI CASABURI MARIA RAFFAELLA & C. S.A.S.,PRINTJOBS DI CASABURI MARIA RAFFAELLA & C. S.A.S.,II,II.1,2017186,Campania,"43,762.57","43,762.57"
PRO DIGITAL S.A.S DI BETTO CARMELO & C.,PRO DIGITAL S.A.S DI BETTO CARMELO & C.,II,II.1,2021271,Sicilia,"53,718.50","52,164.41"
PRO METAL ARREDI,PRO METAL ARREDI,II,II.1,91045,Campania,"54,864.60","23,670.60"
PRO SIDER S.A.S. DI PELUSO MARIA RUBINA,PRO SIDER S.A.S. DI PELUSO MARIA RUBINA,II,II.1,2024072,Campania,"56,499.69","12,899.94"
PRO.TECN. DI ING.MUSUMECI GAETANO & C SNC,PRO.TECN. DI ING.MUSUMECI GAETANO & C SNC,II,II.1,2019653,Sicilia,"51,766.79","51,766.79"
PRODART DI ALESSIO STEFANELLI & C. SAS,PRODART DI ALESSIO STEFANELLI & C. SAS,II,II.1,2021545,Puglia,"53,835.00","53,835.00"
PROFESSIONAL SERVICE sas DI MASSA M. \&\ C.,PROFESSIONAL SERVICE sas DI MASSA M. \&\ C.,II,II.1,2011029,Puglia,"6,488.35","2,352.65"
PROGEDIL S.N.C. DI MARIELLA LUIGI & C.,PROGEDIL S.N.C. DI MARIELLA LUIGI & C.,II,II.1,2021945,Puglia,"43,744.03","43,743.52"
PROGEDIL SNC DI GARGANO MICHELE E FUSTANEO ANTONIN,PROGEDIL SNC DI GARGANO MICHELE E FUSTANEO ANTONIN,II,II.1,2024669,Sicilia,"23,346.16","23,192.10"
PROGETTI ITALIANI S.A.S. DI SPAGNOLO FRANCESCO & C,PROGETTI ITALIANI S.A.S. DI SPAGNOLO FRANCESCO & C,II,II.1,2024401,Calabria,"45,946.53","10,389.31"
"PROGETTO 3 S.N.C. DI CRITELLI ARCH. FARNCESCO, IONADI ING.VINCENZO E MAURO URB.GINO CESARE","PROGETTO 3 S.N.C. DI CRITELLI ARCH. FARNCESCO, IONADI ING.VINCENZO E MAURO URB.GINO CESARE",II,II.1,2018322,Calabria,"19,089.65","19,089.65"
PROGETTO AMBIENTE SAS DI SPATOLA A. \&\ C,PROGETTO AMBIENTE SAS DI SPATOLA A. \&\ C,II,II.1,2008979,Campania,"6,913.65","3,623.61"
PROGETTO CERAMICHE DI TURCO FABIO & C. S.A.S.,PROGETTO CERAMICHE DI TURCO FABIO & C. S.A.S.,II,II.1,2010098,Calabria,"28,761.00","18,443.30"
PROGETTO CLIMA S.A.S. DI CAPALDO MARINO & C.,PROGETTO CLIMA S.A.S. DI CAPALDO MARINO & C.,II,II.1,2005303,Campania,"35,957.87","23,666.29"
PROGETTO DENTALE DI PIETROPAOLO A  SAS,PROGETTO DENTALE DI PIETROPAOLO A  SAS,II,II.1,2013012,Campania,"50,014.05","50,014.05"
PROGETTO FUTURO AMBIENTE DI ILLUZZI M. E ACQUAFREDDA A. SNC,PROGETTO FUTURO AMBIENTE DI ILLUZZI M. E ACQUAFREDDA A. SNC,II,II.1,2023586,Puglia,"42,392.00","10,078.40"
PROGETTO IMPRESA,PROGETTO IMPRESA,II,II.1,78584,Calabria,"73,724.00","51,606.80"
PROGETTO IMPRESA SAS DI VINCENZO CIMMINO,PROGETTO IMPRESA SAS DI VINCENZO CIMMINO,II,II.1,2019210,Campania,"52,670.84","52,670.69"
PROGETTO MOTO SAS DI MANESE STEFANO GUERINO & C.,PROGETTO MOTO SAS DI MANESE STEFANO GUERINO & C.,II,II.1,2015972,Puglia,"45,083.99","41,085.42"
PROGETTO TARGET SNC,PROGETTO TARGET SNC,II,II.1,2014326,Puglia,"19,030.23","19,030.23"
PROGEVA,PROGEVA,II,II.1,'6686.,Puglia,"2,278,409.70","44,110.58"
PROJECT & SISTEMS S.A.S. DELL'ING. PASQUALE GAETA,PROJECT & SISTEMS S.A.S. DELL'ING. PASQUALE GAETA,II,II.1,2019595,Campania,"44,204.00","44,154.00"
PROJECT CUCINE SNC DI GUARNA ANDREA ANTONIO,PROJECT CUCINE SNC DI GUARNA ANDREA ANTONIO,II,II.1,2016361,Calabria,"41,522.96","41,106.70"
PROMOTER GROUP S.A.S. DI DI PUPPO ANNA & C.,PROMOTER GROUP S.A.S. DI DI PUPPO ANNA & C.,II,II.1,2008275,Calabria,"36,050.74","23,623.59"
PROMOVIDEO 2 DI BARRELLA FORTUNATA E CITRO F. SNC,PROMOVIDEO 2 DI BARRELLA FORTUNATA E CITRO F. SNC,II,II.1,2008313,Campania,"41,694.00","30,825.20"
PROSIT SAS DI DORIA STEFANO E C,PROSIT SAS DI DORIA STEFANO E C,II,II.1,2024025,Campania,"55,400.00","12,680.00"
PSD PUBBLICITÀ sas DI GALLUCCI ALESSANDRO,PSD PUBBLICITÀ sas DI GALLUCCI ALESSANDRO,II,II.1,2011485,Calabria,"52,162.50","39,317.50"
PUBBLIGRAFICA S.A.S.DI MIELE BENITO & C.,PUBBLIGRAFICA S.A.S.DI MIELE BENITO & C.,II,II.1,2023082,Campania,"51,381.65","12,276.33"
PUBBLIGRAPHIC S.A.S. DI CARUSO ALEANDRO & C.,PUBBLIGRAPHIC S.A.S. DI CARUSO ALEANDRO & C.,II,II.1,2021328,Calabria,"46,597.00","46,597.00"
PUBBLIX SAS DI R. FALCONE & C.,PUBBLIX SAS DI R. FALCONE & C.,II,II.1,2021671,Calabria,"32,202.00","32,202.00"
PUBLIARTE S.A.S. DI MORO MARIO & C.,PUBLIARTE S.A.S. DI MORO MARIO & C.,II,II.1,2014721,Puglia,"27,567.72","26,734.47"
PUBLIELLE S.A.S DI DI RIENZO PASQUALE & C.,PUBLIELLE S.A.S DI DI RIENZO PASQUALE & C.,II,II.1,2018319,Campania,"53,315.50","53,315.50"
PUBLIEURO S.A.S. DI CARNIMEO NICOLANGELO & C.,PUBLIEURO S.A.S. DI CARNIMEO NICOLANGELO & C.,II,II.1,2021995,Puglia,"57,320.89","12,264.18"
PUBLIJULIO S.A.S. DI DI DIECO JULIAN & C.,PUBLIJULIO S.A.S. DI DI DIECO JULIAN & C.,II,II.1,2015366,Calabria,"45,412.05","45,412.05"
PUGLIA INFISSI DI PUGLIA STEFANO sas,PUGLIA INFISSI DI PUGLIA STEFANO sas,II,II.1,2010223,Campania,"19,245.00","19,245.00"
PULIGREEN SNC DI PITTI DANIELA,PULIGREEN SNC DI PITTI DANIELA,II,II.1,2019518,Sicilia,"27,103.00","26,921.85"
PULISERVICE SAS DI NEGRO SALVATORE & C.,PULISERVICE SAS DI NEGRO SALVATORE & C.,II,II.1,2023876,Puglia,"28,767.44","6,753.49"
PUNTO FERRO SNC DI SARNO V. ED A.,PUNTO FERRO SNC DI SARNO V. ED A.,II,II.1,2014555,Campania,"55,540.70","55,540.70"
PUNTO NET S.A.S. DI VETTORI CARLO ALBERTO,PUNTO NET S.A.S. DI VETTORI CARLO ALBERTO,II,II.1,2010085,Campania,"24,080.83","13,867.61"
PUNTO RICAMO DI PURGINO GIOVANNI S.A.S.,PUNTO RICAMO DI PURGINO GIOVANNI S.A.S.,II,II.1,2013643,Sicilia,"29,945.00","29,945.00"
PUNTO SERVICE S.A.S. DI BIAGIO MALDERA & C.,PUNTO SERVICE S.A.S. DI BIAGIO MALDERA & C.,II,II.1,3001411,Puglia,"21,546.00","20,125.95"
QUASAR SISTEMI SRL,QUASAR SISTEMI SRL,II,II.1,43330,Campania,"49,310.00","11,951.20"
R. & P. EDIL S.N.C. DI RITACCO F. & C.,R. & P. EDIL S.N.C. DI RITACCO F. & C.,II,II.1,2019028,Calabria,"42,849.81","42,764.01"
R.A.D. INFISSI S.A.S. DI RUSSO ANGELO & C.,R.A.D. INFISSI S.A.S. DI RUSSO ANGELO & C.,II,II.1,2015238,Campania,"55,416.02","54,130.55"
R.C. PRESS SNC DI CACCAVALE F. E RAGOZZINO R.,R.C. PRESS SNC DI CACCAVALE F. E RAGOZZINO R.,II,II.1,2017221,Campania,"31,230.50","29,695.50"
R.C.R. S.A.S. DI CATALANO REMO & C.,R.C.R. S.A.S. DI CATALANO REMO & C.,II,II.1,2010243,Campania,"37,583.95","36,794.57"
R.C.R. TETTO DI MAURIZIO RICCELLI SNC,R.C.R. TETTO DI MAURIZIO RICCELLI SNC,II,II.1,2013131,Calabria,"31,348.79","30,805.77"
R.G.W. GRAFICA S.A.S. DI TRANCHESE RAFFAELE & C.,R.G.W. GRAFICA S.A.S. DI TRANCHESE RAFFAELE & C.,II,II.1,2023719,Campania,"44,560.11","10,492.02"
R.P.M. COSTRUZIONI DI RICCI PAOLO E C. S.A.S.,R.P.M. COSTRUZIONI DI RICCI PAOLO E C. S.A.S.,II,II.1,2019453,Campania,"60,477.50","60,477.50"
R.S. COSTRUZIONI DI FIMMANÒ ROCCO \&\ C. sas,R.S. COSTRUZIONI DI FIMMANÒ ROCCO \&\ C. sas,II,II.1,2010310,Calabria,"58,418.50","46,109.80"
R.S. COSTRUZIONI S.N.C. DI RISULEO ROSARIO & C.,R.S. COSTRUZIONI S.N.C. DI RISULEO ROSARIO & C.,II,II.1,2009244,Calabria,"36,908.45","26,472.18"
R.T.M. SNC DI BELTRAME G. & CIPPONE P.,R.T.M. SNC DI BELTRAME G. & CIPPONE P.,II,II.1,2018270,Puglia,"44,503.87","44,503.87"
RA.DO. TECNOLOGY SAS. DI DONNARUMMA L.,RA.DO. TECNOLOGY SAS. DI DONNARUMMA L.,II,II.1,2011628,Campania,"28,902.25","28,902.25"
RA.LI.MAR. DI MARINO ANNALISA & C. S.A.S.,RA.LI.MAR. DI MARINO ANNALISA & C. S.A.S.,II,II.1,2019979,Campania,"45,313.21","37,358.71"
RAF.ANI S.A.S DI D'ALTERIO BRIGIDA,RAF.ANI S.A.S DI D'ALTERIO BRIGIDA,II,II.1,2006038,Campania,"27,776.41","19,161.13"
RAFFINERIA ITALIANA DI CAGGIULA SERENA & C. S.A.S.,RAFFINERIA ITALIANA DI CAGGIULA SERENA & C. S.A.S.,II,II.1,2022806,Puglia,"50,425.13","50,425.13"
RAIMO SAS DI SIMONA G. RAIMO & C.,RAIMO SAS DI SIMONA G. RAIMO & C.,II,II.1,2014847,Puglia,"7,410.48","7,410.48"
RAME,RAME,II,II.1,'5180.,Campania,"2,021,292.00","377,397.79"
RASO & NAPOLI IMPIANTI DI RASO MARCO E NAPOLI ANDREA SNC,RASO & NAPOLI IMPIANTI DI RASO MARCO E NAPOLI ANDREA SNC,II,II.1,2019339,Calabria,"26,074.00","26,049.00"
RE.COM.ASSOCIATI SNC,RE.COM.ASSOCIATI SNC,II,II.1,2022052,Calabria,"24,873.00","24,873.00"
REAL TIME SAS DI GIANLUCA SCILINGUO & C.,REAL TIME SAS DI GIANLUCA SCILINGUO & C.,II,II.1,2012459,Calabria,"45,566.62","31,863.87"
REALIZZAZIONI LA BOTTEGA DI ESPOSITO ROSA & C. SAS,REALIZZAZIONI LA BOTTEGA DI ESPOSITO ROSA & C. SAS,II,II.1,2003280,Campania,"18,887.96","6,814.78"
