ragione_sociale,denominazione_dell_operazione,anno_finanziamento_pagamento,contributo_concesso_risorse_nazionali_ecomunitarie,fund_type,currency,uri
IMAGO SNC DI ROBERTO FERRARI & C.,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi Diversificazione produttiva",2009,"73.520,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
IMATEX S.P.A.,"Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"57.400,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
IMI LEGNO S.R.L.,"Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi",2009,"87.719,08",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
INCERTI DAMIANO,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi",2009,"74.800,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
INCERTI-SIMONINI DI INCERTI EDDA E C. - S.N.C.,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi Diversificazione produttiva",2009,"74.464,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
ING. SARTI GIUSEPPE & C. IMPRESA COSTRUZIONI- SPA,"Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza",2009,"13.000,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
INGEGNA FINANZA SRL,"Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡",2009,"36.600,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
INSIDE BTB - SERVIZI REALI S.R.L.,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi",2009,"36.920,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
INTEGRA SOCIETA' COOPERATIVA,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi",2009,"48.800,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
INTRAUMA S.R.L.,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡",2009,"59.800,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
IPE S.R.L.,Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡,2009,"36.089,20",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
ISI-SVILUPPO INFORMATICO-S.R.L.,"Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡ Trasmissione di impresa CESSIONE",2009,"68.400,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
ITACALIBRI SRL,Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Diversificazione produttiva,2009,"57.640,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
ITALCUBE SRL,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio)",2009,"103.200,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
ITALERI S.P.A.,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza",2009,"117.781,98",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
ITALIA PEGASUS INSTITUTE SPA,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza",2009,"21.420,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
ITALPLAST S.R.L.,"Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"21.476,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
ITALTEC G.E.I.E.,Aumento dell'efficienza e della produttivit‡,2009,"32.680,80",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
ITALTECNO S.R.L.,Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Diversificazione produttiva,2009,"46.400,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
KEYTEK SRL,"Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"14.616,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
KOINOS SOCIETA' CONSORTILE A.R.L.,"Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi",2009,"59.260,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
LA MESSICANA S.R.L.,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡ Diversificazione produttiva",2009,"43.673,20",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
LABORATORI GUGLIELMO MARCONI - S.P.A.,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡",2009,"72.760,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
LABORATORIO ODONTOTECNICO BONFIGLIOLI - C.C.D. SRL - Impresa mandataria ATI,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza",2009,"47.758,40",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
LACINOX S.R.L.,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"85.760,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
LASER S.R.L.,Trasmissione di impresa Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi SUCCESSIONE,2009,"74.104,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
LE MACCHINE CELIBI SOC. COOP.,Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡,2009,"40.000,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
LE.DA - TEX DI LEPORATI E DAVOLI S.N.C.,Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡ Trasmissione di impresa SUCCESSIONE,2009,"42.105,20",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
LEGATORIA EDITORIALE BERTI S.R.L.,Aumento dell'efficienza e della produttivit‡,2009,"21.564,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
LIGRA S.R.L.,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Aumento dell'efficienza e della produttivit‡",2009,"91.754,74",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
LODI SRL COSTRUZIONI METALLICHE,Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi,2009,"26.560,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
LOGICAMENTE INTERNET SRL,"Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Aumento dell'efficienza e della produttivit‡ Diversificazione produttiva",2009,"70.932,72",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
M.B.S. SRL,"Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"24.000,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
M.Z. CONSULTING SPA,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi Diversificazione produttiva",2009,"86.971,71",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
M2 DI MALAVOLTI MAURIZIO &C. SNC,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.)",2009,"32.352,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MA.RO.S. ENGINEERING SRL,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi Diversificazione produttiva",2009,"67.460,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MACDONALD CONFEZIONI DI MARCHETTI DONATELLA & C SNC,"Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Aumento dell'efficienza e della produttivit‡",2009,"27.840,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MACROCOOP SOCIETA' COOPERATIVA,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi",2009,"95.869,20",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MAGNANI ALEX & SERRA SNC,Aumento dell'efficienza e della produttivit‡,2009,"24.666,40",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MAGNONI SRL,"Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"20.300,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MANIBO SRL,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"60.976,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MARECO LUCE SRL,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi",2009,"70.000,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MARIA ROSA CONFEZIONI SRL,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Aumento dell'efficienza e della produttivit‡",2009,"45.000,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MARINE MOTORS SERVICE SRL,Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Trasmissione di impresa SUCCESSIONE,2009,"65.140,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MARKETING INFORMATICO SRL,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi Diversificazione produttiva",2009,"28.400,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MARTY MODE SRL,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi",2009,"42.936,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MAXITALIA SRL,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi Trasmissione di impresa ALTRO",2009,"39.200,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MECAN PLAST SRL,"Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"35.847,21",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MEDICAL DEVICES GROUP SRL,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi Diversificazione produttiva",2009,"57.457,80",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MEEO SRL,Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio),2009,"19.752,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MEGABYTE SISTEMI INFORMATICI DI GENNARI ALESSANDRO,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Diversificazione produttiva",2009,"58.128,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MEKANICA DRAGHETTI SNC DI DRAGHETTI GIANNI E LUCA,"Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"22.952,80",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MELEGARI MANGHI S.P.A.,"Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi Trasmissione di impresa",2009,"81.578,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MENABO' SRL,Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi,2009,"73.804,80",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MENGOZZI E MAZZONI SRL,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Aumento dell'efficienza e della produttivit‡",2009,"24.704,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MENGOZZI SRL TORNERIA LAVORAZIONI MECCANICHE,"Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"20.900,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
METALMOBILE SRL,Aumento dell'efficienza e della produttivit‡ Diversificazione produttiva Trasmissione di impresa ALTRO,2009,"48.874,40",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MILOSPED SRL,Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Trasmissione di impresa,2009,"71.754,80",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MINELLI UTENSILI S.R.L.,Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡,2009,"70.831,60",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MIT S.N.C. DI BERNARDONI GIAN PAOLO E C.,"Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi Diversificazione produttiva",2009,"114.764,80",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MODEM SOC. COOP.,"Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"80.000,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MODULSTAMPA S.R.L.,Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi Diversificazione produttiva,2009,"44.600,80",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MONTANARI SRL ENGINEERING CONSTRUCTION,"Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡",2009,"41.459,60",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MORI LEGNAMI SRL,Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi,2009,"33.392,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MR S.R.L.,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Aumento dell'efficienza e della produttivit‡ Diversificazione produttiva",2009,"63.480,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
MUSTO ET BUREAU SRL,"Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi",2009,"48.369,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
N R RENATO NISI DI NISI CRISTIAN & C. S.N.C.,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Riorganizzazione e razionalizzazione dei sistemi di fornitura (produttiva e di servizio) Valorizzazione dei sistemi di gestione della qualit‡ nei processi produttivi, nelle prestazioni lavorative, nell'ambiente e nella sicurezza Aumento dell'efficienza e della produttivit‡ Ampliamento della capacit‡ produttiva e l'introduzione di nuovi processi produttivi",2009,"55.782,40",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
NAYTES SOCIETA' COOPERATIVA A R.L. Impresa mandataria ATI,"Sviluppo commerciale verso nuovi mercati e nuovi canali distributivi Sviluppo di funzioni avanzate (ricerca e sviluppo, progettazione, marketing, ecc.) Diversificazione produttiva",2009,"48.980,00",ERDF,EUR,http://fesr.regione.emilia-romagna.it/allegati/elenco-beneficiari/elelnco-beneficiari-asse-2
