"Priority","Registrační číslo projektu","Název příjemce","Název projektu","Rok alokace/Rok finální platby","Alokovaná částka","ERDF","Celková částka proplacená při konci projektu"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00248","MĚSTO BRTNICE","Společensko-kulturní centrum Brtnice","2008 - ","18,451,307 Kč","16,955,255 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00297","Základní škola a Mateřská škola Rakvice se sídlem Rakvice, Horní 566","Úpravy sportovních zařízení ZŠ a MŠ Rakvice","2008 - ","4,762,922 Kč","4,376,739 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00366","Město Rajhrad","Rekonstrukce sportovního areálu ZŠ Rajhrad","2008 - ","1,887,148 Kč","1,734,136 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00249","Městys Medlov","Modernizace mateřské školky (Medlov)","2008 - ","4,267,246 Kč","3,921,253 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/01.00227","Město Hrotovice","Stavební úpravy ZUŠ v Hrotovicích","2008 -","10,725,291 Kč","9,855,673 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00119","Jihomoravský kraj","Školský areál Želešice - sociálně terapeutické dílny","2008 - ","17,921,788 Kč","16,468,670 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00178","Zámeček Střelice","Vybudování tréninkového bydlení","2008 - ","4,417,800 Kč","4,059,600 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00091","Středisko služeb školám a Zařízení pro další vzdělávání pedagogických pracovníků Brno","""Bezdrátová škola - Jihomoravský kraj""","2008 - ","23,125,000 Kč","21,250,000 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00056","Nemocnice Břeclav, příspěvková organizace","Nemocnice Břeclav - zdravotnické přístroje pro RDG oddělení","2008 - ","27,750,000 Kč","25,500,000 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00044","Sřední průmyslová škola, Jedovnice","Modernizace vybavení odborných učeben - Laboratoř elektrotechniky, automatizace a CNC strojů","2008 - ","6,906,685 Kč","6,346,683 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00049","Integrovaná střední škola - Centrum odborné přípravy, Brno","Regionální centrum mechatroniky","2008 - ","4,599,100 Kč","4,226,200 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00070","Kraj Vysočina","Hlavní lůžková budova v Nemocnici Pelhřimov","2008 - ","151,992,000 Kč","139,672,098 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00124","Zámek Břežany","Chráněné bydlení Šanov","2008 - ","6,381,357 Kč","5,863,949 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00072","Kraj Vysočina","Interní pavilon v Nemocnici Nové Město na Moravě","2008 - ","141,999,819 Kč","130,489,846 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00094","Střední průmyslová škola strojnická a slévárenská a Vyšší odborná škola technická, Brno, Sokolská 1","Modernizace techniky pro výuku odborných předmětů ve vazbě na rozvoj lidských zdrojů a reformu vzdělání","2008 - ","7,400,000 Kč","6,800,000 Kč","6,510,011 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00071","Kraj Vysočina","Rekonstrukce budovy interny v Nemocnici Havlíčkův Brod","2008 - ","63,997,666 Kč","55,810,255 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00123","Integrovaná střední škola polygrafická, Brno","Předtisková příprava a inovace oblasti tisku I","2008 - ","14,800,000 Kč","13,600,000 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00046","Nemocnice Vyškov","Zdravotnické přístroje a mobiliář pro západní křídlo Nemocnice Vyškov","2008 - ","9,971,503 Kč","9,163,002 Kč","9,971,017 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00143","Konzervatoř, Brno, tř. Kpt. Jaroše 45","Pořízení mistrovských hudebních nástrojů","2008 - ","13,873,504 Kč","12,748,625 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/01.00030","Střední odborná škola a Střední odborné učiliště André Citroëna, Boskovice","Vybavení regionálního centra výuky strojírenských oborů - 1. etapa","2008 - ","14,105,075 Kč","12,961,420 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/02.00411","Gymnázium, Břeclav, Sady 28. října 1","Moderní středisko učení","2008-","11,562,436 Kč","10,624,941 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/02.00407","Nemocnice Znojmo, příspěvková organizace","Pořízení magnetické rezonance pro radiodiagnostické oddělení Nemocnice Znojmo, p.o.","2008-","41,904,581 Kč","38,506,913 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.1.00/02.00600","Diecézní charita Brno","Mahenka - centrum sociálních služeb","2008-","18,496,136 Kč","16,996,449 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.1.00/02.00583","Statutární město Jihlava","Park Gustava Mahlera","2008-","39,474,801 Kč","36,274,141 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.1.00/02.00602","Statutární město Jihlava","Revitalizace části parku Malý Heulos","2008-","67,532,396 Kč","62,056,796 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.1.00/02.00601","Statutární město Jihlava","Přístavba ZŠ speciální Březinova 31, Jihlava","2008-","48,871,508 Kč","44,908,954 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/02.00599","kraj Vysočina","Pavilon pro matku a dítě v Nemocnici Třebíč","2008-","122,637,600 Kč","112,697,056 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.4.00/02.00604","Středisko služeb školám a Zařízení pro další vzdělávání pedagogických pracovníků Brno","Bezdrátová škola-JMK II.etapa ","2008-","7,631,976 Kč","7,013,167 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.1.00/02.00867","Statutární město Jihlava","Projekt řízení IPRM JV 001 - manažer IPRM","2009 - ","3,700,000 Kč","3,400,000 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00715","Nemocnice Boskovice s.r.o.","Kompletní digitalizace radiodiagnostického oddělení Nemocnice Boskovice s.r.o.","2009 - ","33,635,225 Kč","30,905,967 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00612","Město Žďár nad Sázavou","Aktivní vícegenerační park Farská humna Žďár nad Sázavou","2009 - ","7,993,056 Kč","7,344,477 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00605","Město Rosice","Zámecké kulturní centrum Rosice","2009 - ","18,437,757 Kč","16,941,626 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00625","Město Blansko","Modernizace základního školství v Blansku","2009 - ","4,482,660 Kč","4,118,924 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00699","Město Velké Meziříčí","Výstavba sítě dětských hřišť ve Velkém Meziříčí","2009 - ","4,775,044 Kč","4,387,583 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00634","Město Blansko","Parkové parkoviště Dvorská","2009 - ","4,160,839 Kč","3,823,216 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00668","Město Třešť","Děti, pojďme si hrát!","2009 - ","2,526,384 Kč","2,321,386 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00688","Město Znojmo","Výstavba bazénu v areálu ZŠ Přímětice","2009 - ","11,032,043 Kč","10,136,872 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00671","Město Pelhřimov","Modernizace dětských hřišť v Pelhřimově","2009 - ","2,952,277 Kč","2,712,721 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00714","Město Břeclav","Revitalizace sportovního areálu ZŠ Slovácká","2009 - ","28,934,469 Kč","26,586,644 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00814","Katolické gymnázium Třebíč","Modernizace Katolického gymnázia Třebíč za účelem zvýšení kvality výuky ","2009 - ","2,207,060 Kč","2,027,973 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00642","Město Letovice","Víceúčelový sportovní areál Letovice","2009 - ","11,454,573 Kč","10,525,116 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00656","Diecézní charita Brno","Rekonstrukce denního stacionáře NESA","2009 - ","13,548,522 Kč","12,449,156 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00845","Nové Město na Moravě","Kulturní dům Nové Město n. M. – rekonstrukce části objektu A1 a přístavba objektu A2","2009 - ","18,396,035 Kč","16,903,328 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00633","Město Kuřim","Wellness Kuřim – rekonstrukce a dostavba krytého bazénu v Kuřimi","2009 - ","67,462,942 Kč","61,998,444 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00717","Šlapanice","ZŠ Šlapanice - rekonstrukce pavilonu B","2009 - ","30,993,775 Kč","28,478,851 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00694","Město Veselí nad Moravou","BARTOLOMĚJSKÉ NÁMĚSTÍ - REVITALIZACE HISTORICKÉHO JÁDRA MĚSTA - II. podání","2009 - ","40,810,932 Kč","37,499,410 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00769","Město Kyjov","Přírodní koupací biotop Bohuslavice u Kyjova","2009 - ","4,894,053 Kč","4,496,936 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00756","Základní škola Židlochovice, okres Brno - venkov, příspěvková organizace","Rozvoj ICT v ZŠ Židlochovice II.","2009 - ","3,782,841 Kč","3,475,890 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00740","Nemocnice Blansko","Digitalizace Nemocnice Blansko II","2009 - ","20,695,352 Kč","19,016,072 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00705","Město Třebíč","Tělocvična Základní školy Václavské náměstí 44","2009 - ","38,490,786 Kč","35,367,534 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00759","Město Havlíčkův Brod","Revitalizace středu města Havlíčkův Brod","2009 - ","41,942,274 Kč","38,538,958 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00771","MĚSTO TELČ","Revitalizace náměstí Bratří Čapků v Telči","2009 - ","7,593,149 Kč","6,977,019 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00685","Diecézní charita Brno - Oblastní charita Třebíč","K-centrum Noe - středisko pracovní rehabilitace ""Druhá šance""","2009 - ","2,517,052 Kč","2,312,811 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00629","Základní umělecká škola Gustava Mahlera, Humpolec","Investiční vestavba půdního prostoru ZUŠ G. Mahlera, Humpolec, 2. výzva","2009 - ","9,242,269 Kč","8,492,325 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00674","Vodácký oddíl NEPTUN ZNOJMO","Rekonstrukce areálu bývalé Městské vodárny Znojmo pro volnočasové aktivity dětí a mládeže","2009 - ","16,543,331 Kč","15,200,958 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00829","Město Pohořelice","Infrastruktura pro inovativní a ekologické vzdělávání na ZŠ Pohořelice","2009 - ","14,169,570 Kč","13,019,811 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00701","Město Pacov","Zámek Pacov - regionální kulturní a společenské centrum","2009 - ","40,949,738 Kč","37,626,959 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.2.00/02.00781","Město Telč","Rekonstrukce a dostavba areálu ZŠ Hradecká ","2009 - ","83,175,874 Kč","76,426,746 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00649","Velká Bíteš","Modernizace Středního  odborného učiliště Jana Tiraye za účelem zkvalitnění výuky ve Velké Bíteši","2009 - ","16,255,507 Kč","14,937,493 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00853","Obec Šardice","BISKUPSKÁ REZIDENCE V ŠARDICÍCH","2009 - ","4,311,318 Kč","3,961,751 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00650","Velká Bíteš","Velká Bíteš - stavba 2 Rekonstrukce křižovatky ulic Kostelní, Na Valech, Tišnovská a Vlkovská","2009 - ","10,566,037 Kč","9,709,331 Kč","10,149,066 Kč"
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00639","Okříšky","Vybavení ZŠ Okříšky ICT pro rozvoj výuky","2009 - ","3,208,689 Kč","2,948,525 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00720","ZŠ T. G. Masaryka Rajhrad, Brno - venkov","Modernizace výuky na ZŠ Rajhrad","2009 - ","5,620,672 Kč","5,164,942 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00817","Obec Hevlín","Regenerace veřejného prostranství Hevlín","2009 - ","4,526,471 Kč","4,159,460 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00724","Obec Zastávka","Centrum celoživotního vzdělávání v obci Zastávka","2009 - ","20,747,819 Kč","19,065,563 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00638","obec Měřín","Dětská hřiště městyse Měřína – rozvoj pohybových dovedností dětí","2009 - ","2,020,346 Kč","1,856,534 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00621","Olešnice","Modernizace a rozšíření kulturních zařízení regionu Olešnicko","2009 - ","7,752,955 Kč","7,124,337 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00855","obec Násedlovice","KLUBOVNA PRO DĚTI A MLÁDEŽ V NÁSEDLOVICÍCH -finální ","2009 - ","2,161,854 Kč","1,986,568 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00695","Městys Lukavec","Komplex sociálních služeb v Lukavci","2009 - ","17,946,997 Kč","16,491,835 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00854","obec Archlebov","Víceúčelový sportovně-kulturní areál na Luži v Archlebově","2009 - ","3,729,859 Kč","3,427,438 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00741","Obec Ivaň","Vybudování víceúčelového hřiště s umělým povrchem v Ivani","2009 - ","2,997,569 Kč","2,754,523 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00631","Obec Moravský Písek","Modernizace víceúčelového hřiště v obci Moravský Písek","2009 - ","7,293,823 Kč","6,702,432 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00637","Městys Jedovnice","Vybavení odborných učeben pro ZŠ Jedovnice","2009 - ","2,366,872 Kč","2,174,963 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00663","Obec Moravský Žižkov","Vybudování dětského hřiště a obnova vybavení MŠ Moravský Žižkov","2009 - ","1,953,166 Kč","1,794,801 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00678","Obec Bory","Školní a obecní hřiště Bory","2009 - ","8,299,988 Kč","7,627,016 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00798","Zámecký statek ","Zámecký statek Dolní Rožínka, centrum parawesternu  final","2009 - ","14,056,648 Kč","12,916,919 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00610","Městys Olbramovice","Víceúčelové hřiště Olbramovice","2009 - ","5,721,164 Kč","5,257,286 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00653","Obec Velešovice","Půdní vestavba Základní škola Velešovice","2009 - ","6,607,356 Kč","6,071,625 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00721","Obec Rudíkov","Modernizace vybavení ZŠ Rudíkov","2009 - ","3,256,259 Kč","2,992,238 Kč",
"Priority axis 3 - Sustainable development of Urban and Rureal areas","CZ.1.11/3.3.00/02.00810","OBEC KOSTELEC","Zlepšení občanské vybavenosti v obci Kostelec - multifunkční hřiště","2009 - ","4,879,109 Kč","4,483,506 Kč",
