Ref. No,Organisation Name,Project Title,Year Approved,Total Grant Approved,Year Completed,Total Paid Amount,Currency
Sustainable Competitiveness Program,,,,,,,
6902,The Ashberry Hote...,LoO 08/0359 The A...,2008,"19,472.00",,"11,938.00",STG
6904,Raymond Crawford ...,090751 RAYMOND CR...,2009,"6,200.00",,"2,175.00",STG
13,Cleanfields Techn...,Project 1/I Power...,2008,"14,064.80",,"9,114.80",STG
6935,DLLNI LTD,2/11 DLLNI Limite...,2008,"17,700.40",,"9,031.80",STG
6938,Sisaf Ltd,RD0509207 Sisaf L...,2009,"192,022.18",,"33,991.96",STG
6948,Helen Hall t/a Ha...,RD0209104-Develop...,2009,"22,058.00",,"8,625.98",STG
6950,Waste System Ltd,RD0609242 Waste S...,2009,"53,520.00",,"6,000.00",STG
6952,Streamon.net,RD0109063 Streamo...,2009,"117,230.00",,"42,289.89",STG
6953,Dunbia (Northern ...,RD1208036 - Facto...,2009,"89,460.00",,"3,447.72",STG
6957,Cybersource NI Li...,RD0209099 Cyberso...,2009,"18,196.00",,"4,285.60",STG
6958,WILSON'S COUNTRY ...,RD0109067 WILSON'...,2009,"128,232.55",,"53,019.05",STG
6959,Dernaseer Enginee...,RD0509226 - Devel...,2009,"7,506.00",,"6,282.84",STG
6962,CANYON EUROPE LTD...,RD0109092 CANYON ...,2009,"22,145.00",,"12,582.00",STG
6979,Sam & Lorna Robin...,30/07/2009 Sam & ...,2009,"114,974.00",,"21,153.64",STG
6983,Moore Concrete Pr...,RD1208021 Moore C...,2009,"203,201.00",,"6,316.42",STG
6985,ALEXANDER FLEMING...,090070 ALEXANDER ...,2009,"8,489.00",,"8,488.00",STG
6993,Jamijo Ltd,090006 Jamijo Ltd...,2009,"5,047.00",,744,STG
,Consilium Technol...,RD0209115 Consili...,2009,"15,903.00",,"15,058.00",STG
7001,Consilium Technol...,RD0209126 Consili...,2009,"22,866.00",,"22,866.00",STG
7007,GMF LTD, 090376 GMF Ltd,2009,"37,300.00",,"9,025.00",STG
7015,DLLNI LTD,COMPETE 1/11 DLL ...,2008,"27,563.20",,"17,405.48",STG
7017,Millar Savoury Fo...,09/101049378 Mill...,2009,"15,000.00",,"4,778.48",STG
7021,Apt Licensing Ltd...,090280 Apt Licens...,2009,"12,080.00",,"6,558.00",STG
7045,Brookwood Ltd,090124 BROOKWOOD ...,2009,"6,481.00",,"1,456.00",STG
7049,Audio Processings...,RD0109086 - Mimas...,2009,"352,065.00",,"37,331.04",STG
7050,Classic Mineral W...,090007 Classic Mi...,2009,"9,575.00",,"9,575.00",STG
7051,K Point Internet ...,RD 0409200 - Auto...,2009,"20,325.00",,"8,246.32",STG
7052,Lightstep Ltd,RD1208049 - Final...,2009,"75,942.00",,"36,001.90",STG
7054,Plant Mec Ireland...,RD0309158 - Mecha...,2009,"27,510.00",,842.59,STG
7064,Vguard Internatio...,090940 Vguard Int...,2009,"20,951.00",,"7,118.00",STG
7076,M E T Steel Ltd,Project 1/II Cutt...,2008,"48,816.00",,"38,530.24",STG
7081,"Eamon Hughes, Dec...",RD0209097- Interg...,2009,"70,000.00",,"41,623.88",STG
3,Eurofab Engineeri...,RD0509221 - Comme...,2009,"52,800.00",,"10,807.69",STG
7095,Annard Horseboxes...,RD0209102 - Devel...,2009,"39,000.00",,"13,777.14",STG
7098,Asidua Ltd,RD0309129 - Netwo...,2009,"595,513.00",,"77,583.38",STG
7100,IBC Trading Ltd,RD0109065 - INCT ...,2009,"30,746.00",,"2,585.88",STG
7104,F G Wilson (Engi...,RD0309164 - Impro...,2009,"22,630.00",,"3,484.34",STG
7105,Philip Turkington...,RD0409177 - Marke...,2009,"25,533.75",,"21,881.25",STG
7114,KMC Engineering (...,RD1208027 - Offlo...,2009,"12,717.00",,"12,643.98",STG
7140,Johnathon Coyle T...,RD0309147 - Remot...,2009,"18,686.00",,"8,142.36",STG
7151,Quality Fabricati...,RD0209106 - 80FT ...,2009,"26,213.00",,"3,692.77",STG
7153,Wireless Fibre Sy...,RD0109059 - Two W...,2009,"298,101.00",,"48,248.49",STG
7156,FP McCann Limited...,LoO 09/0369 FP Mc...,2009,"22,815.00",,"22,815.00",STG
7174,University of Uls...,3D WOVEN COMPOSIT...,2009,"21,000.00",,389,STG
7191,All Pipe Engineer...,All Pipe Engineer...,2009,"104,364.00",,"23,176.00",STG
7208,Fin Engineering L...,Project 2/I Devel...,2008,"15,000.00",,"11,242.40",STG
7247,North West Galvan...,North West Galvan...,2009,"18,531.00",,"13,260.00",STG
252,Willowbrook Foods...,09/101062760 Will...,2009,"14,230.00",,"3,724.00",STG
7260,Bombardier Aerosp...,29/06/09 Bombardi...,2009,"3,913,346.00",,"523,722.33",STG
7274,John Thompson & S...,2/II Improving fo...,2008,"207,876.00",,0,STG
7275,Kiverco Ltd,1/I Kiverco Ltd,2007,"6,263.00",,0,STG
7280,Radius Plastics L...,3/II Structural F...,2008,"242,287.00",,0,STG
7282,Project 4/I : Eco...,4/1 Larsen Manufa...,2007,"7,721.00",,"5,014.00",STG
7287,P C Pods,1/II To Develop a...,2008,"215,146.00",,0,STG
7294,Mail Distiller Lt...,1/II Custos,2008,"150,000.00",,0,STG
7297,Servasport Ltd,1/I Servasport Lt...,2008,"7,824.00",,0,STG
7298,Relay Software Lt...,3/II Development ...,2008,"130,000.00",,0,STG
7306,EMS Environmental...,Project 1/II SRS-...,2008,"119,187.00",,0,STG
7308,Learning Pool Ltd...,Learning pool,2008,"12,414.00",,0,STG
7314,Finlay Hydrascree...,Project 8/II Desi...,2008,"104,889.00",,0,STG
7316,Evron Foods Ltd,Project 10/II Top...,2008,"86,713.50",,0,STG
7318,Kilwaughter Chemi...,1/I Kilwaughter C...,2008,"12,729.00",,"8,870.23",STG
1,Vivion McSorley T...,1/II Development ...,2008,"46,130.00",,"3,932.50",STG
7331,Mail Distiller Lt...,1/I Mail Distille...,2007,"13,660.23",,0,STG
7332,Clinty Re- Gen Lt...,Project 1/I The D...,2008,"15,000.00",,0,STG
7333,DEA Gate Automati...,DEA Gate Automati...,2008,"13,801.00",,0,STG
7354,Yarra Software Li...,RD0709296 Yarra S...,2009,"86,859.00",,"13,870.72",STG
7356,Fusion Antibodies...,RD1208028 Fusion ...,2009,"973,773.00",,"117,001.30",STG
7357,Ulster Engineerin...,RD0509223 - Confi...,2009,"49,198.00",,"3,299.71",STG
7358,Walter Watson Fab...,RD0209110 - Hyrau...,2009,"15,093.00",,"11,982.53",STG
7359,Farmwizard Ltd,RD0109078 Farmwiz...,2009,"49,931.00",,"19,822.95",STG
7360,University of Uls...,PoC 3A(C)Nanascal...,2009,"21,000.00",,735.97,STG
7365,University of Uls...,PoC2A(C) Glutathl...,2009,"21,000.00",,0,STG
7367,University of Uls...,PoC6A(C) A Low Co...,2009,"21,000.00",,0,STG
7368,Philips Electroni...,6/1 Philips Elect...,2007,"15,000.00",,0,STG
7370,University of Uls...,PoC4A(C) Personal...,2009,"21,000.00",,0,STG
7374,Biznet Solutions ...,RD0109079 - Risk ...,2009,"14,021.00",,"9,667.70",STG
375,University of Uls...,PoC7A(C) Intestin...,2009,"21,000.00",,0,STG
7379,Grade-All Interna...,Compete 7/I Grade...,2008,"15,000.00",,0,STG
7380,Erne Extrusions L...,1/I Erne Extrusio...,2008,"15,000.00",,0,STG
7381,Limavady Gear Com...,Project 2/I 15/20...,2007,"14,935.00",,0,STG
7382,Pro-Drive Ltd,Compete 1/I Pro-D...,2007,"14,780.00",,0,STG
7384,The McAvoy Group ...,Project 3/I Suppl...,2007,"14,727.00",,0,STG
7386,Sean Blaney T/A B...,Compete 1/I Sean ...,2008,"14,279.50",,0,STG
7387,Brett Martin Ltd,Project 1/I Modul...,2008,"14,137.50",,0,STG
7389,NYSE Wombat Finan...,Compete 1/I Womba...,2007,"13,889.00",,0,STG
7390,Finlay Hydrascree...,RD1208025 - Large...,2009,"93,194.00",,0,STG
7391,Department of Fin...,Member State Tech...,2008,"335,134.00",,0,STG
7392,Department of Fin...,Member State Tech...,2008,"94,750.00",,0,STG
7393,Electro Automatio...,RD1208055 - The B...,2009,"75,524.00",,0,STG
7395,Porta-Fill Intern...,RD0109068 - Porta...,2009,"42,943.00",,0,STG
7396,Soltex Global Ltd...,RD0109094 - Reduc...,2009,"39,018.00",,0,STG
7397,Rory O'Loughlin,SMNI07-008 Rory O...,2007,"45,000.00",,0,STG
7398,Sean Blaney T/a U...,RD0109061 - Devel...,2009,"35,128.32",,0,STG
7400,Cabragh Engineeri...,RD0109090 - Proto...,2009,"34,853.00",,0,STG
7401,Time Serve Limite...,RD0209118 - New B...,2009,"34,165.00",,0,STG
7404,Powerscreen Inter...,RD1208026 - Devel...,2009,"122,464.00",,0,STG
7405,SMNI07-026 Innsul...,SMNI07-026 Innsul...,2007,"45,000.00",,0,STG
7406,Pacman Industrial...,RD0209125 - Devel...,2009,"47,600.00",,0,STG
7407,Dealing Edge,SMNI08-025 Dealin...,2008,"45,000.00",,0,STG
7409,K. Hughes & Co ...,RD0109069 - Incor...,2009,"28,929.00",,0,STG
7410,Capella Innovatio...,SMNI08-026 - Feas...,2008,"44,718.15",,0,STG
7411,Goldforge Limited...,RD1208035 - Heat ...,2009,"26,100.00",,0,STG
7446,Cross Refridgerat...,RD0309130 - Devel...,2009,"24,528.00",,0,STG
7447,Clearway Medical ...,SMNI07-031 Clearw...,2008,"44,887.50",,0,STG
7449,Sean J Jordan Eng...,RD1208005 - Hydra...,2009,"20,936.00",,0,STG
7453,Stephen Glover,SMNI07-014 Swimmi...,2007,"43,837.50",,0,STG
456,Willowbrook Foods...,RD0209117 - Exten...,2009,"18,877.00",,0,STG
7457,Hempire (Fibre So...,SMNI07-040 Fibre ...,2008,"43,642.50",,0,STG
7460,Fearghas Quinn He...,RD1208024 - 5 Doo...,2009,"16,863.00",,0,STG
7462,Perceptus Ltd,SMNI07-025 Percep...,2008,"29,928.75",,0,STG
7486,John Graham (Drom...,09/BIA/05 John Gr...,2009,"40,000.00",,"5,000.00",STG
