,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
A540862,EAKR,"Purunpoistojärjestelmän uusiminen, teollisuushallien kattojej korjaus, lämmitysjärjestelmän muuttaminen kaukolämpöverkostoon.",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,22.10.2008,31.10.2009,AARNON PUU OY,5 184,4 552,7 776,6 827,12 960,11 379
A540889,EAKR,Toimituksen atk-järjestelmän uudistaminen ja kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,27.10.2008,1.7.2009,PADASJOEN SANOMAT OY,2 028,2 028,3 042,3 042,5 070,5 070
A540905,EAKR,Turvavaloviennin edistäminen Lähi-idässä,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,27.10.2008,30.6.2010,TEKNOWARE OY,20 800,0,31 200,0,52 000,0
A540921,EAKR,Kierrätystoiminnan vahvistaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,28.10.2008,30.6.2010,PA-RI MATERIA OY,42 120,34 944,65 880,54 656,108 000,89 600
A534821,EAKR,Automaatiopalveluliiketoiminnan kehittäm,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,11.4.2007,30.4.2008,ELMONT OY,10 080,10 080,15 120,15 120,25 200,25 200
A534695,EAKR,Tuotantotilojen- ja konekannan laajennus,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,30.3.2007,30.8.2008,MELLIPAJA OY,14 400,11 400,21 600,17 100,36 000,28 500
A534713,EAKR,Levylinja,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,29.3.2007,31.12.2009,SUOMEN KOTIKYLMIÖ OY,68 400,51 101,102 600,76 651,171 000,127 752
A534755,EAKR,CNC- koneistuskeskusinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,4.4.2007,31.12.2007,TARKKUUSKONEISTUS TARKKON OY,12 800,12 800,19 200,19 200,32 000,32 000
A534991,EAKR,Tuotannollisten koneiden hankinta,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,26.4.2007,31.12.2008,VUOHELAN HERKKUPUOTI KY,31 120,31 120,46 680,46 680,77 800,77 800
A535004,EAKR,Viennin kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,26.4.2007,31.10.2007,SUUNNITTELUTOIMISTO MARJUT UOTILA,1 512,1 077,2 268,1 615,3 780,2 692
A535007,EAKR,Kymdata Oy:n kansainvälistymisen kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,26.4.2007,23.11.2007,KYMDATA OY,4 974,1 820,7 462,2 731,12 436,4 551
A535031,EAKR,PSA-tuotteen jatkokehitys,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,27.4.2007,31.3.2009,SEVERA OYJ,18 000,18 000,27 000,27 000,45 000,45 000
A535038,EAKR,Liiketoiminnan laajentaminen ja kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,30.4.2007,30.4.2008,MAINOSPALVELU VILJANEN OY,37 600,37 600,56 400,56 400,94 000,94 000
A535064,EAKR,Kompetenssin kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,30.4.2007,30.9.2009,PROJECT BUSINESS OY FINLAND,18 940,18 152,28 410,27 228,47 350,45 380
A535132,EAKR,Tietojärjestelmän kehittäminen ja tuotannon tehostamisinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,9.5.2007,30.6.2009,HOLLOLAN VIILU JA LAMINAATTI OY,4 816,4 816,7 224,7 224,12 040,12 040
A535138,EAKR,Halli- investointi ja laitehankinnat,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,9.5.2007,30.6.2008,JASKAN REMMI JA KUMITUS OY,5 600,5 600,8 400,8 400,14 000,14 000
A535148,EAKR,Vierumäen uuden tehtaan kehittämishanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,11.5.2007,30.4.2009,MIKKELIN BETONI OYVIERUMÄEN TEHDAS,18 060,18 060,27 090,27 090,45 150,45 150
A535179,EAKR,Kone- ja laiteinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,14.5.2007,30.12.2008,PUUTYÖLIIKE PEKKA VÄRE KY,4 000,3 982,6 000,5 973,10 000,9 955
A535180,EAKR,Viennin kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,1.9.2007,30.11.2008,TEKNOWARE OY,14 800,0,22 200,0,37 000,0
A535207,EAKR,Toiminnanohjausjärjestelmän käyttöönotto,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,16.5.2007,31.12.2010,PYROLLSACK OY,3 967,0,5 951,0,9 918,0
A535208,EAKR,Toiminnanohjausjärjestelmän käyttöönotto.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,16.5.2007,31.12.2010,PYROLLSACK OY,25 172,0,37 758,0,62 930,0
A535210,EAKR,Kone- ja laiteinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,18.5.2007,31.12.2009,PP-METAL OY,6 080,0,9 120,0,15 200,0
A535214,EAKR,Hiomakone,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,18.5.2007,30.3.2008,FINECO OY,3 760,3 742,5 640,5 612,9 400,9 354
A535228,EAKR,Tuotantomenetelmien automaatiotason nosto,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,21.5.2007,31.1.2008,EAGLE FILTERS OY,13 110,8 639,19 665,12 959,32 775,21 598
A535266,EAKR,Laajennus- ja investointihanke.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,24.5.2007,30.9.2009,IITIN KYMPPIKONEISTUS OY,73 800,65 675,110 700,98 512,184 500,164 187
A535468,EAKR,Yritystoiminnan käynnistäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,12.6.2007,30.6.2008,VESITOIMISTO OY,6 860,6 250,10 290,9 376,17 150,15 626
A535476,EAKR,Brodeerauskone ja silkkipainokone,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,7.6.2007,31.12.2011,JL-TUKKU OY,3 760,154,5 640,231,9 400,385
A535477,EAKR,Kansainvälistymisselvityshanke.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamheten har upphört,11.6.2007,30.9.2008,LAITILAN WIRVOITUSJUOMATEHDAS OY,19 940,10 126,29 910,15 190,49 850,25 316
A535526,EAKR,Suunnittelun tehostaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,15.6.2007,30.3.2008,ARKKITEHTUURISUUNNITTELU P. PYLKKÖNEN-PALM,1 600,1 049,2 400,1 574,4 000,2 623
A535540,EAKR,Tuotekehityshanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,19.6.2007,31.7.2008,SOLMASTER OY,4 900,2 010,7 350,3 014,12 250,5 024
A535542,EAKR,Teollisuushallin peruskorjaus ja koneinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,19.6.2007,31.12.2008,ER-PAHVITYÖ OY,7 416,7 360,11 124,11 040,18 540,18 400
A535545,EAKR,Kansainvälistyminen.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamheten har upphört,12.6.2007,31.10.2008,TIMBERWISE OY,5 508,4 325,8 262,6 488,13 770,10 813
A535269,EAKR,Pintakäsittely- ja viimeistelytila,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,23.5.2007,31.3.2008,SASMETOR OY,2 000,1 958,3 000,2 938,5 000,4 896
A535300,EAKR,Käyttöomaisuuden hankinta ja toiminnan käynnistäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,28.5.2007,31.8.2009,FINPARTNER LTD OY,6 780,1 748,10 170,2 623,16 950,4 371
A535322,EAKR,Tuotannon koneinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,29.5.2007,30.6.2008,SUOMEN PUTKILASER OY,43 000,41 179,64 500,61 768,107 500,102 947
A535331,EAKR,Yrityksen kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,29.5.2007,31.12.2008,VUOHELAN HERKKUPUOTI KY,7 560,7 560,11 340,11 340,18 900,18 900
A535334,EAKR,Bic Kymi hautomoverkoston kehittäminen,Södra Finland,2,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,1.7.2007,9.8.2009,BIC KYMI RY,97 620,97 574,48 810,48 779,146 430,146 353
A535346,EAKR,Padasjoen Metalli Oy:n sukupolvenvaihdokseen/ yrityskauppaan liityvä kehittämishanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,31.5.2007,31.3.2009,PADASJOEN METALLI OY,6 552,6 552,9 828,9 828,16 380,16 380
A535357,EAKR,Laitehankinnat,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,1.6.2007,31.10.2008,CARGO HOTEL SAIMAA OY,4 960,2 872,7 440,4 308,12 400,7 180
A535364,EAKR,Kansainvälistymishanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,1.9.2007,31.8.2008,JFD PUMPS ROTORS OY,20 336,8 284,30 504,12 426,50 840,20 710
A535377,EAKR,Tuotteiden kehittämishanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,4.6.2007,31.5.2008,NRG NORDIC RENOVATION GROUP OY,5 012,4 922,7 518,7 382,12 530,12 304
A535418,EAKR,Tuotannon kehittämisinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,5.6.2007,31.5.2009,HOLMET OY,13 280,7 440,19 920,11 159,33 200,18 599
A535420,EAKR,Tuotteiden kehittämishanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,7.6.2007,30.6.2008,FINNSONIC OY,9 412,6 478,14 118,9 718,23 530,16 196
A535427,EAKR,CNC-sorvien osto,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,7.6.2007,31.3.2008,JARMETA OY,12 760,12 760,19 140,19 140,31 900,31 900
A534439,EAKR,Sahatavaravarasto ja tukkivannesaha,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,8.3.2007,31.10.2008,PUUSAKU OY,0,0,0,0,0,0
A534454,EAKR,Verkostoitumishanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamheten har upphört,9.3.2007,9.6.2007,MERIHOTELLI MÄNTYNIEMI OY,1 320,1 250,1 980,1 875,3 300,3 125
A534471,EAKR,Viennin kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,10.3.2007,31.12.2007,ACTIONECO OY,3 600,3 421,5 400,5 132,9 000,8 553
A534493,EAKR,Toimitilojen hankinta,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,13.3.2007,31.3.2008,ASIKKALAN PUUSEPPÄ KY,9 080,9 080,13 620,13 620,22 700,22 700
A534543,EAKR,Pystyhirsitalon kehitys,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,19.3.2007,31.12.2008,OY BAU LOG LTD,3 128,2 020,4 892,3 159,8 020,5 179
A534587,EAKR,Koneinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,22.3.2007,31.12.2008,LAHTI LEVY OY,60 000,47 062,90 000,70 591,150 000,117 653
A534595,EAKR,Toiminnanohjausjärjestelmän kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamheten har upphört,13.3.2007,31.10.2008,RAUTANET KOSKI OY,7 600,7 600,11 400,11 400,19 000,19 000
A534625,EAKR,Antiikkikeskuksen puusepänverstas,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,26.3.2007,30.12.2007,FASETTI OY,2 800,2 792,4 200,4 187,7 000,6 979
A534156,EAKR,Tuotantokone investointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,22.2.2007,30.10.2007,METALLIRAKENNE KARVINEN & KOMULAINEN,5 200,5 200,7 800,7 800,13 000,13 000
A534291,EAKR,Tuoantomenetelmien kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,28.2.2007,30.4.2008,VULGANUS OY,14 040,14 040,21 060,21 060,35 100,35 100
A534374,EAKR,Tietotekniikan 3D-valmiuksien rationalisointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,2.3.2007,30.8.2008,HEDICOM OY,2 000,939,3 000,1 408,5 000,2 347
A533593,EAKR,Tuotannon koneinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,19.1.2007,30.10.2008,PADAS-KEITTIÖT OY,14 400,13 839,21 600,20 759,36 000,34 598
A533603,EAKR,Viennin kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,23.1.2007,31.12.2015,RITMACON OY,0,0,0,0,0,0
A533604,EAKR,kone- ja laiteinvest. rak muutostyöt,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,23.1.2007,31.7.2008,VAAKAHUOLTO JAAKKOLA OY,4 000,2 101,6 000,3 152,10 000,5 253
A533677,EAKR,Syöksytorvien valmistuksen uudist.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,25.1.2007,31.7.2008,NESCO OY,5 740,4 888,8 610,7 333,14 350,12 221
A533679,EAKR,Hautomoyrityksen perustaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,1.2.2007,31.1.2008,MARKKINOINTITOIMISTO MAGICA,1 120,1 116,1 680,1 673,2 800,2 789
A533709,EAKR,Muovituotannon kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,29.1.2007,1.8.2009,INSINÖÖRITOIMISTO PENTTI LAIHO KY,7 000,0,10 500,0,17 500,0
A533713,EAKR,Toimitilojen laajentaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,29.1.2007,30.6.2008,HYDROS OY,20 000,20 000,30 000,30 000,50 000,50 000
A533740,EAKR,NDT- testauslaitteet,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,31.1.2007,31.12.2007,EUROTEST GROUP OY,8 000,5 328,12 000,7 993,20 000,13 321
A533876,EAKR,Toiminnanohjausjärjestelmän uudistaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,6.2.2007,30.10.2007,ELMONT OY,1 880,1 880,2 820,2 820,4 700,4 700
A533947,EAKR,Viennin kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,9.2.2007,31.8.2008,SALPOMEC OY,25 800,22 965,38 700,34 448,64 500,57 413
A533948,EAKR,ATK-järjestelmä,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,9.2.2007,31.12.2015,LAHDEN MITTAOVI OY,0,0,0,0,0,0
A534006,EAKR,Kansainväliset messut ja laiteinvestoinnit.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,13.2.2007,29.2.2008,PUUSEKTORI OY,1 580,1 560,2 370,2 339,3 950,3 899
A534010,EAKR,Investointi 07,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,13.2.2007,1.2.2008,JÄRVELÄN PINNOITE OY,9 800,9 800,14 700,14 700,24 500,24 500
A534045,EAKR,Orimattilan uusiin toimitiloihin muuton yhteydessä tehtävät kone- ja laiteinvestoinnit.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,15.2.2007,31.3.2010,ALLU FINLAND OY,21 000,16 935,31 500,25 403,52 500,42 338
A534101,EAKR,Tuotannon laajentaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,19.2.2007,1.7.2008,FLEXOLAHTI OY,16 640,16 640,24 960,24 960,41 600,41 600
A534143,EAKR,Tuotantolinjastoinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,21.2.2007,31.12.2008,SUOMEN PARVEKETEKNIIKKA OY,12 000,7 944,18 000,11 916,30 000,19 860
A532494,EAKR,Asiakkuuden hallinnan ja toiminnan kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,1.1.2007,31.12.2008,DOSETEC EXACT OY,13 760,13 267,20 640,19 901,34 400,33 168
A533390,EAKR,Tuotantokoneinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,8.1.2007,31.3.2008,JOUSIVESA OY,9 600,9 555,14 400,14 332,24 000,23 887
A533399,EAKR,Tuotannon koneiden hankinta,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,8.1.2007,1.7.2008,PEKAN LEIPÄ OY,71 200,71 200,106 800,106 800,178 000,178 000
A533400,EAKR,KAIR Power -tuotekehitysprojekti,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,9.1.2007,31.12.2009,PAMON OY AB,16 160,0,24 240,0,40 400,0
A533405,EAKR,Reunalistoituskone ja automatisointia,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,9.1.2007,30.9.2008,NK-VERTIPRO OY,7 440,5 758,11 160,8 636,18 600,14 394
A533534,EAKR,Tuotannon koneinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,18.1.2007,31.12.2007,METALLISORVAAMO A. PAKARINEN AY,6 640,6 640,9 960,9 960,16 600,16 600
A533541,EAKR,Tuotantokoneinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,18.1.2007,30.11.2007,LAHDEN TERÄTEOS OY,26 400,24 314,39 600,36 470,66 000,60 784
A532683,EAKR,Pelletöintilinjasto,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,1.1.2007,31.12.2007,IMEX WOOD OY,14 000,14 000,21 000,21 000,35 000,35 000
A532742,EAKR,Viennin käynnistäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,1.2.2007,31.8.2009,FRAKO NORTH EUROPE OY,20 100,10 914,30 150,16 371,50 250,27 285
A532901,EAKR,Tuotantomenetelmä investointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,1.1.2007,31.12.2008,WIITTA-TUOTE TMI,16 000,7 138,24 000,10 706,40 000,17 844
A532910,EAKR,Tuotantokoneinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,1.1.2007,31.12.2007,TRELMEC OY,4 920,4 920,7 380,7 380,12 300,12 300
A532948,EAKR,Tuotantotilojen laaj. ja koneiden hank.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,1.1.2007,31.7.2008,PRIOCON OY,20 480,17 040,30 720,25 560,51 200,42 600
A533141,EAKR,Yrityshautomon kehittäminen,Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,1.1.2007,31.12.2007,LAHDEN TIEDE- JA YRITYSPUISTO OY,83 325,50 820,48 675,29 680,165 000,80 500
A533173,EAKR,Halli- ja tuotantokoneinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,1.1.2007,31.12.2007,SUOMEN SUODATINVALMISTE OY,6 880,6 880,10 320,10 320,17 200,17 200
A533226,EAKR,Tuotannon tehostamisinvestointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,2.1.2007,30.12.2007,PUUSEPÄNLIIKE E. HEINONEN OY,3 748,2 967,5 622,4 450,9 370,7 417
A533300,EAKR,Feasibility selvitys.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,1.1.2007,31.12.2007,4 EVENT OY,9 380,7 712,14 070,11 568,23 450,19 280
A533366,EAKR,Tuotantokoneinvestoinnit,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamheten har upphört,3.1.2007,31.12.2007,HJ-KONEISTUS,20 000,20 000,30 000,30 000,50 000,50 000
