,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
S11229,ESR,Kaarna Living,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.9.2009,31.12.2011,Kiinteistö Oy Pohjanmaan Nikkarikeskus,42 520,0,34 892,0,165 261,0
S11230,ESR,SOMETTAJA - Sosiaalinen median kehittäminen,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.1.2010,31.12.2012,"Suupohjan koulutuskuntayhtymä, Suupohjan Ammatti-instituutti",45 245,0,38 215,0,161 000,0
S11231,ESR,TEKO - Tekniikkaa ja oppimisympäristöjä lakeuksille,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.1.2010,1.6.2013,Suomen Yrittäjäopiston Kannatus Oy,47 498,0,34 831,0,229 999,0
S11258,ESR,Valmennuksella vahvaksi,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.9.2009,31.10.2012,Tampereen Kaupunkilähetys ry,50 910,0,64 164,0,286 860,0
S11260,ESR,Tartu hetkeen!,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,15.12.2009,14.12.2012,Kankaanpään Aikuiskoulutussäätiö,48 939,0,56 613,0,363 506,0
S11261,ESR,"Varhainen puuttuminen ikääntymisen ja riippuvuuden yhteisvaikutukseen elämässä paikallisen yhteistyön avulla, VIRE 2 -projekti",Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,15.12.2009,30.6.2012,Porin Aikuiskoulutussäätiö,43 838,0,41 802,0,239 658,0
S11028,ESR,TE-kolmonen - työvoimapoliittiset toimenpiteet,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.7.2009,31.12.2011,Keski-Suomen TE-keskus,920 000,0,1 380 000,0,2 300 000,0
S11038,ESR,TYÖMIELI,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.4.2009,30.5.2012,Satakunnan ammattikorkeakoulu,41 906,1 871,46 653,2 083,235 984,4 741
S11041,ESR,Punainen Talo,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.5.2009,30.4.2012,Työvalmennussäätiö Tekevä,59 259,0,62 718,0,294 176,0
S11043,ESR,"Valtaväylä 1- Highway 1, työvoimapoliittiset toimenpiteet",Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,9.6.2009,31.5.2011,Etelä-Pohjanmaan TE-keskus,47 880,113,64 620,542,119 700,655
S11046,ESR,Henkilöstön osaamisen vahvistaminen muuttuneessa markkinatilanteessa ja tulevaisuuden uudet oppimismallit,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,14.5.2009,31.5.2010,Saarijärven Seudun Yrityspalvelu Oy,184 600,0,154 600,0,366 400,0
S11053,ESR,KORSI - Korkeakoulutettujen osaaminen Keski-Suomen hyväksi,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.5.2009,30.4.2012,Jyväskylän Ammattikorkeakoulu Oy,136 269,0,144 685,0,601 505,0
S11057,ESR,Palkkastartti-hanke,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.8.2009,31.12.2010,Keski-Suomen TE-keskus,1 255 000,2 457,1 625 000,3 182,3 180 000,5 639
S11061,ESR,Satakunnan Opin ovi,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.8.2009,31.7.2012,Porin kaupunki/Satakunnan Oppisopimuskeskus,84 600,0,62 100,0,418 150,0
S11065,ESR,IAV - Itsearviointijärjestelmä ja yritysten osaamisen kehittämisen vaikuttavuus,Programdelen för storområdet Västra Finland,3,Mellersta Finlands förbund,Verksamhet pågår,1.6.2009,31.12.2010,Jyväskylän yliopisto/ Koulutuksen tutkimuslaitos,58 000,4 536,45 879,3 588,146 399,11 606
S10992,ESR,TUKIPOLKU -klinikka,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.8.2009,31.7.2010,Niilo Mäki -säätiö,91 672,0,97 328,0,227 500,0
S10997,ESR,Botnia Progress - Työssäolevat,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,12.5.2009,30.6.2011,Pohjanmaan TE-keskus,36 418,13 560,40 772,0,285 000,13 560
S10999,ESR,Botnia Progress - Työttömät,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,12.5.2009,30.6.2011,Pohjanmaan TE-keskus,318 102,35 498,356 128,0,1 115 000,35 498
S11013,ESR,Sydän paikallaan; Nuorten kansalaisaktiivisuuden lisääminen vapaaehtoistoiminnan muodossa -haasteena nuorten näköinen vapaaehtoistoiminta,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.9.2009,31.8.2012,Diakonia-ammattikorkeakoulu Oy,191 000,0,286 500,0,595 000,0
S11014,ESR,SYsata - Sosiaalisia yrityksiä Satakuntaan,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.8.2009,31.7.2011,Porin Aikuiskoulutussäätiö,59 920,0,89 880,0,211 300,0
S11015,ESR,Satakunnan Lukikeskus,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.10.2009,30.4.2012,Satakunnan koulutuskuntayhtymä,125 810,0,136 295,0,382 630,0
S11022,ESR,PYÖRRE,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.7.2009,30.6.2012,Valkeakosken seudun koulutuskuntayhtymä,169 400,4 715,180 600,5 026,423 710,10 271
S11023,ESR,Työvoiman maahanmuutto - TE-toimiston palvelujen kehittäminen,Programdelen för storområdet Västra Finland,4,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.9.2009,31.12.2010,Pirkanmaan TE-keskus,118 840,2 683,178 260,4 025,297 100,6 708
S11024,ESR,Innovaatioista kasvuun - yrityksen innovaatiotoiminnan työkalut,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.2.2009,31.7.2010,Seinäjoen Teknologiakeskus Oy,24 120,0,30 753,0,120 600,0
S10928,ESR,Start Up - Toimenpiteet Pohjanmaan,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.10.2008,31.12.2011,Pohjanmaan TE-keskus,128 956,34 868,163 658,44 252,777 842,79 120
S10951,ESR,Resurssi,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,25.5.2009,31.12.2010,Keski-Suomen TE-keskus,164 800,0,247 200,0,412 000,0
S10954,ESR,ELÄMYS: Oman johtajuuden ja liiketoiminnan kehittäminen elämyksellisten menetelmien avulla,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.6.2009,31.5.2011,"Turun kauppakorkeakoulu, Porin yksikkö",58 871,0,88 306,0,147 177,0
S10955,ESR,"Porin Klubitalo Sarastuksen tuetun työn ja- koulutuksen hanke mielenterveyskuntoutujille ""Klubitalolta Työuralle""",Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.6.2009,31.12.2013,Tukiranka ry/ Porin Klubitalo Sarastus,145 125,0,177 375,0,466 500,0
S10956,ESR,Vastuullisen liiketoiminnan kehittämisohjelma VALID,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.8.2009,31.7.2012,Prizztech Oy,146 244,0,219 365,0,439 119,0
S10957,ESR,OSTU - Osaamisella parempaa tulosta,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.8.2009,30.6.2012,Satakunnan ammattikorkeakoulu,152 028,0,218 772,0,442 650,0
S10975,ESR,Oppimisympäristöjen työelämälähtöinen kehittäminen lastensuojelutyössä,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.8.2009,31.12.2011,"Seinäjoen ammattikorkeakoulu, Sosiaali- ja terveysalan yksikkö",60 020,0,42 920,0,204 000,0
S10879,ESR,Seudullisen yrittäjyyden edistäminen Keski-Suomessa (alueosio),Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.8.2008,31.12.2010,Keski-Suomen TE-keskus,104 000,0,56 000,0,450 000,0
S10887,ESR,Rytmimeraatti,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.3.2009,29.2.2012,Rytmi-Instituutin kannattajayhdistys ry,53 740,18 308,50 310,17 139,268 700,44 792
S10893,ESR,"Seutukunnallinen Työpaja, työvoimapoliittiset toimenpiteet",Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,10.9.2008,31.3.2011,Etelä-Pohjanmaan TE-keskus,80 008,3 255,120 012,22 910,323 860,26 165
S10911,ESR,Kumppanuushanke - Kumppanuushanke liiketoimintaosaamisen kehittämiseksi mikroyrityksissä,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,11.5.2009,31.5.2011,Satakunnan ammattikorkeakoulu,52 210,2 603,61 290,3 056,168 000,5 659
S10912,ESR,Keskisuomalaisen bioenergiaklusterin osaavan työvoiman turvaaminen - BEV-osaaja,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.9.2008,31.8.2011,Jyväskylän Ammattikorkeakoulu Oy ,67 735,7 597,66 880,7 501,477 775,15 098
S10913,ESR,"Työpajatoiminnan koordinointi ja osaaminen ""OSKO"" -projekti",Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.3.2009,31.12.2011,Keski-Suomen Yhteisöjen Tuki ry.,80 212,30 107,92 098,34 568,455 816,64 675
S10168,ESR,Vaihtovalmennusohjelma 2008-2011 Pohjanmaa,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.4.2008,31.8.2011,Vaasan työvoimatoimisto,76 190,9 890,83 810,10 880,309 797,20 770
S10170,ESR,Rekrytointiohjelma 2008-2011 Pohjanmaa,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.4.2008,31.8.2011,Vaasan työvoimatoimisto,86 667,9 816,95 333,10 797,318 363,20 613
S10173,ESR,"Ennakointiohjelma, Pohjanmaa",Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.6.2008,31.5.2011,Pohjanmaan TE-keskus,108 527,7 966,119 379,8 762,239 906,16 728
S10178,ESR,Ysien kesätyötori,Programdelen för storområdet Västra Finland,3,Mellersta Finlands förbund,Verksamhet pågår,1.5.2008,30.6.2010,Jyväskylän koulutuskuntayhtymä,90 400,56 309,67 800,42 232,226 000,140 773
S10182,ESR,Koulutus ja Konsultointi Pohjanmaa,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.7.2008,30.12.2011,"Pohjanmman TE-keskus, Oman tuotannon hankkeiden toteutusyksikkö",470 960,138 855,542 040,156 147,1 433 000,295 002
S10211,ESR,TyöTae: Toimenpiteitä tulevaisuuden työvoimavarojen turvaamiseksi,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.6.2008,31.5.2011,Työelämän tutkimuskeskus,150 954,59 422,196 240,77 249,719 997,137 873
S10124,ESR,"Osaamisesta kasvua -kehittämisohjelma, Pirkanmaa",Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.1.2008,30.6.2011,Pirkanmaan TE-keskus,981 525,277 898,1 889 475,564 482,2 871 000,842 380
S10150,ESR,Aloittavien yritysten neuvontapalvelut,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.2.2008,30.6.2011,Tredea Oy,537 600,480 052,216 900,192 659,2 382 000,1 127 328
S10218,ESR,Teknologiaosaamisen ja innovaatiopalvelujen vahvistaminen JAMK:ssa (TEKNOPA),Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.9.2008,31.12.2010,Jyväskylän Ammattikorkeakoulu Oy,61 865,27 749,54 420,24 410,238 200,57 771
S10226,ESR,Lysti - Luovaa toimintaa sosiaali- ja terveysalalle,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.9.2008,31.8.2011,Jyväskylän Ammattikorkeakoulu Oy,43 597,21 339,41 174,20 153,246 166,49 092
S10233,ESR,UUDET OPPIMISYMPÄRISTÖT YRITYKSISSÄ 2,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.6.2008,31.12.2010,Sastamalan koulutuskuntayhtymä,56 474,22 757,59 082,23 817,141 556,55 526
S10235,ESR,Pirkanmaan aikuiskoulutusfoorumi,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.5.2008,31.12.2010,Pirkanmaan koulutuskonserni-kuntayhtymä/ Oppisopimuskeskus,73 631,26 369,94 419,31 309,184 550,63 678
S10236,ESR,KOTE-Koulutus ja työelämä kohtaavat,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.5.2008,31.10.2011,Pirkanmaan ammattikorkeakoulu Oy,115 581,33 419,132 219,38 230,370 800,91 329
S10237,ESR,LYHTY - Lähihoitajaksi yhteistyössä hoitoalan töihin yrittäjähenkisesti,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.6.2008,30.6.2011,Valkeakosken seudun koulutuskuntayhtymä,121 404,43 917,133 374,48 248,357 780,92 165
S10240,ESR,Hyvinvointialan yritystoiminnan kehittämisohjelma Satakunnassa,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.9.2008,31.8.2011,Prizztech Oy,231 043,72 874,265 669,82 176,767 096,187 655
S10242,ESR,Sopimushankkija II-projekti,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,10.9.2008,31.12.2011,"Seinäjoen koulutuskuntayhtymä, Sedu Aikuiskoulutus, liikelaitos",245 560,39 517,306 943,49 395,876 990,91 860
S10250,ESR,Seutukunnallinen Työpaja,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,10.9.2008,31.3.2011,Suupohjan peruspalveluliikelaitoskuntayhtymä,142 117,72 959,97 209,49 904,355 292,122 863
S10274,ESR,VAATERI- nuorten työpaja,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.6.2008,31.7.2011,Valkeakosken seudun koulutuskuntayhtymä,210 281,50 766,186 696,44 866,689 550,95 632
S10275,ESR,Aktiivisesti ikääntyen Pirkanmaalla,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.8.2008,31.12.2010,Pirkanmaan ammattikorkeakoulu Oy,92 132,31 098,108 068,36 477,382 800,99 795
S10276,ESR,Erityistä osaamista ja ohjausta,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.8.2008,31.3.2011,Tampereen kaupunki/ Tampereen ammattikorkeakoulu (TAMK)/ Tampereen ammatillinen opettajakorkeakoulu,75 989,31 825,85 510,35 813,331 116,101 453
S10277,ESR,Ammatinopettaja työelämässä II,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.5.2008,31.12.2011,Vammalan seudun ammatillisen koulutuksen kuntayhtymä,43 005,21 237,47 295,23 356,222 800,58 793
S10281,ESR,AVAIN työelämään (avoimille työmarkkinoille) - projekti,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.10.2008,31.1.2011,Tyke Oy,142 948,45 821,161 153,51 671,361 187,99 022
S10283,ESR,NUTTU-hanke (Nuorisotyön ja nuorisotutkimuksen muuntokoulutus),Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.8.2008,31.7.2011,Tampereen yliopisto,88 825,55 046,83 816,51 942,468 766,132 330
S10284,ESR,Virtuaalimetsäkonttori,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.10.2008,30.4.2010,"Seinäjoen koulutuskuntayhtymä, Koulutuskeskus Sedu Maaseutu, Tuomarniementie",37 800,29 620,15 434,12 094,94 500,45 958
S10288,ESR,Innovaatiotoiminnan aktivointi,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.10.2008,30.6.2010,Jyväskylän yliopisto,62 998,32 200,57 002,29 135,157 895,75 525
S10296,ESR,Taitokatu,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.8.2008,30.4.2011,Pirkanmaan koulutuskonserni-kuntayhtymä,282 090,70 803,307 073,78 216,767 704,210 262
S10297,ESR,Yrittäjyyden valmennuskeskus Voimala,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.5.2008,31.10.2011,Tampereen kaupunki / Tampereen ammattikorkeakoulu (TAMK),177 483,58 567,32 947,9 577,1 034 850,161 883
S10321,ESR,Pirkanmaan ennakointipalvelu - alue-ennakoinnin kehittämishanke 2009-2011,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.1.2009,31.12.2011,"Pirkanmaan TE-keskus, aikuiskoulutus- ja maahanmuuttoyksikkö",243 600,74 518,365 400,111 777,909 000,186 295
S10345,ESR,Työpaja Focus,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.8.2008,31.12.2010,Suupohjan peruspalveluliikelaitoskuntayhtymä,67 896,34 340,74 590,37 726,282 944,72 066
S10346,ESR,Sirius - nivelvaiheohjaus / handledning i övergångskedet,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.3.2008,31.12.2010,Jupiter-säätiö,149 862,63 392,166 398,69 750,600 000,145 654
S10351,ESR,JEP Pedagoginen muutos - juonneopetuksen implementointi,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.10.2008,30.9.2011,Oy Vaasan ammattikorkeakoulu - Vasa yrkeshögskola Ab,50 973,16 841,37 679,12 449,302 280,43 504
S10355,ESR,The Wonder of Fur - koulutus ja kehittämishanke,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,12.5.2008,30.4.2011,Keski-Pohjannmaan ammattikorkeakoulu / CENTRIA,80 669,45 788,87 706,49 782,362 000,105 957
S10357,ESR,"TYKO, Työelämälähtöisen koulutuksen kehittäminen graafisella alalla",Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.10.2008,30.9.2011,Länsirannikon Koulutus Oy/WinNova,51 700,30 964,58 550,35 066,296 738,66 030
S10359,ESR,Ankkuri,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.9.2008,31.12.2011,Vammalan seudun ammatillisen koulutuksen kuntayhtymä,137 050,16 740,156 279,17 504,583 433,44 221
S10362,ESR,ProArt hanke (Professional art promotion and development hanke),Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.3.2008,31.12.2010,Etelä-Pohjanmaan liitto,53 389,27 577,64 648,33 392,254 043,73 196
S10368,ESR,JÄRKI -hanke,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.11.2008,31.12.2011,Vaasan yliopiston Avoin yliopisto,48 955,24 828,41 933,21 266,334 896,58 226
S10075,ESR,TIKKA - Tieto- ja viestintäteknologia keskeisissä kasvuklustereissa,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.5.2008,30.4.2011,Tredea Oy,259 504,225 680,389 256,338 520,1 102 515,564 200
S10090,ESR,Pilari,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.8.2008,30.6.2011,"Länsi-Pirkanmaan koulutuskuntayhtymä, Aikuiskoulutusyksikkö",67 212,64 862,28 318,27 328,368 000,106 110
S10093,ESR,Nuotta 2011,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.6.2008,30.6.2011,Pirkanmaan koulutuskonserni-kuntayhtymä,148 344,48 658,99 361,27 391,482 549,122 737
S10110,ESR,Etelä-Pirkanmaan välityömarkkinoiden kehittämisprojekti / KUNTIEN OSUUS,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.6.2008,31.5.2011,Etelä-Pirkanmaan kunnat / Akaan kaupunki,188 926,65 794,283 389,98 692,658 532,164 486
S10114,ESR,"Osaamisesta kasvua 1, Satakunta",Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.6.2008,30.6.2011,Satakunnan TE-keskus,516 300,103 923,687 700,112 651,1 699 650,216 574
S10018,ESR,"Välityömarkkinoiden kehittäminen sosiaalisella yrittäjyydellä Tampereen kaupunkiseudulla, SYS-hanke",Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.4.2008,30.6.2011,Tampereen kaupunki,108 682,45 581,95 075,39 870,359 750,103 085
S10039,ESR,Teollinen verkosto - teollisten yritysverkostojen kehittäminen Pirkanmaalla,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.4.2008,31.3.2011,Vammalan Seudun Yrityspalvelu Oy,149 512,102 498,103 898,71 227,590 000,281 456
S10045,ESR,TyöMaa,Programdelen för storområdet Västra Finland,4,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.6.2008,31.12.2011,Tampereen kaupunki /Työllisyydenhoidon palveluyksikkö,149 958,66 828,124 025,55 271,780 147,158 416
S10059,ESR,Yrityksen kasvun tukeminen osaavalla työvoimalla,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.4.2008,31.3.2011,Valkeakosken Seudun Kehitys Oy,81 373,46 278,61 354,34 893,353 000,93 602
S10001,ESR,Kohteesta toimijaksi,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.5.2008,31.1.2011,Pohjois-Satakunnan koulutuskuntayhtymä,159 418,45 554,172 702,49 350,406 340,113 885
S10002,ESR,SataViesti (Satakunnan yritysviestinnän kehitysprojekti),Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.5.2008,30.4.2011,Porin Seudun Kehittämiskeskus Oy POSEK,157 452,69 734,236 178,104 601,422 096,174 335
S10003,ESR,TYTTI- työvoiman ja yrittäjyyden tietotaito innovaatioiksi,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.6.2008,30.4.2011,Satakunnan ammattikorkeakoulu,43 100,16 652,64 650,24 979,197 116,41 631
S10004,ESR,VARIKKO - pajatoimintaa aikuisille,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,1.5.2008,30.4.2011,Porin Aikuiskoulutussäätiö,252 334,88 998,284 547,100 359,717 767,222 882
S10005,ESR,Ammattitutka,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Satakunta",Verksamhet pågår,5.5.2008,31.7.2011,Porin ammattiopisto,215 704,79 321,149 896,55 121,618 341,183 315
S10011,ESR,Kestävät koulutus- ja uravalinnat,Programdelen för storområdet Västra Finland,2,"Närings-, trafik- och miljöcentralen i Birkaland",Verksamhet pågår,1.5.2008,31.12.2011,Tampereen kaupunki,332 060,145 881,290 553,127 646,1 096 249,317 745
S10675,ESR,Strategier för en Hållbar ArbetskraftsInvandring i Sydösterbotten (SHAISYD),Programdelen för storområdet Västra Finland,4,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.7.2008,30.6.2011,Närpes stad/Söff,115 200,0,124 800,0,450 500,0
S10676,ESR,Strategier för en Hållbar ArbetskraftsInvandring i Sydösterbotten (SHAISYD) - TEMPUT,Programdelen för storområdet Västra Finland,4,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.7.2008,30.6.2011,Pohjanmaan TE-keskus,28 800,6 274,31 200,0,89 500,6 274
S10678,ESR,Yritysten Taitava Keski-Suomi,Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.6.2008,31.12.2010,Jyväskylän koulutuskuntayhtymä,318 180,77 885,348 720,85 361,1 194 606,173 711
S10682,ESR,SYKA - projekti (sosiaalisten yritysten kehittämispalvelu),Programdelen för storområdet Västra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Österbotten",Verksamhet pågår,1.10.2008,31.5.2011,Etelä-Pohjanmaan sosiaalipsykiatrinen yhdistys ry.,42 240,28 731,52 800,35 914,211 200,66 968
S10689,ESR,TE-kolmonen,Programdelen för storområdet Västra Finland,3,"Närings-, trafik- och miljöcentralen i Mellersta Finland",Verksamhet pågår,1.8.2008,30.4.2011,Keski-Suomen TE-keskus,159 241,89 032,238 860,133 548,728 100,222 580
