"Koodi","Rahasto","Projektin nimi","Ohjelma / osio","Tl","Viranomainen","Toiminnan tila","Aloituspvm","Päättymispvm","Toteuttajan nimi","Myönnetty,EU-rahoitus","Toteutunut,EU-rahoitus","Myönnetty,valtion,rahoitus","Toteutunut,valtion,rahoitus","Suunniteltu,julkinen,rahoitus,yhteensä","Toteutunut,julkinen,rahoitus,yhteensä"
"A542987","ERDF","Dimex Oy:n kasvuohjelma","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",26/05/09,31/12/10,"DIMEX OY",15225,8831,9775,5669,25000,14500
"A542992","ERDF","Liikkuva oppimisympäristö","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/09/09,31/08/11,"PORIN AIKUISKOULUTUSSÄÄTIÖ",50000,0,75000,0,125000,0
"A543005","ERDF","Utveckling av laspallsspikmaskin","Länsi-Suomi",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/04/09,01/04/11,"OY MIKROMETALLI AB",24150,0,16100,0,40250,0
"A543016","ERDF","Tuotantotilat ja konehankinnat","Länsi-Suomi",1,"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/03/09,31/12/10,"ATENO OY",179150,0,273250,0,452400,0
"A543019","ERDF","Lautasliinatuotannon tuotevalikoiman laajentaminen ja tuotannon volyymin nostaminen.","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",19/03/09,31/12/11,"OY FIBLON AB",192000,108837,288000,0,480000,108837
"A543024","ERDF","Karkialammen toimintaympäristön sopeuttaminen muutokseen.","Itä-Suomi",2,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/10/09,30/04/11,"MIKKELIN SEUDUN ELINKEINOYHTIÖ MISET OY",166880,0,113120,0,280000,0
"A543026","ERDF","Leipomon perustaminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/03/09,30/04/11,"TIMO VÄÄNÄNEN PERUSTETTAVA YRITYSTYÖNIMELLÄ ""YLIVIESKAN LEIPOMO OY""",56250,73263,56250,0,112500,73263
"A543031","ERDF","Skandinavian vientihanke","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/03/09,31/12/10,"SATATUOTE OY",6140,0,9210,0,15350,0
"A543034","ERDF","Koneinvestoinnit","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",18/03/09,30/05/10,"SUUNTAKARTTA OY JOENSUU",10718,6486,6882,4164,19154,12204
"A543035","ERDF","Jätehuolto- ja kierrätysliiketoiminnan kehittäminen","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",23/03/09,30/04/10,"PUNKAHARJUN KULJETUS MUHONEN OY",40125,61957,34875,13043,75000,75000
"A543037","ERDF","Laboratoriopalvelut","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/03/09,31/05/10,"VPDIAGNOSE OY",28000,0,28000,0,56000,0
"A543038","ERDF","Toiminnan kehittämishanke","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/03/09,31/12/10,"OPLATEK OY",33477,22606,21493,0,54970,22606
"A543044","ERDF","Maestro -ohjelmiston kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",23/03/09,29/03/11,"VIIHDEVÄYLÄ OY",19250,0,19250,0,38500,0
"A543046","ERDF","Markkinaselvitys viennin käynnistämiseksi","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",23/03/09,31/03/10,"LAVANOR OY",10060,0,10060,0,20120,0
"A543057","ERDF","Hakelämpölaitoksen rakentaminen, 1 MW.","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",18/03/09,28/02/10,"BETSET OY",60000,142233,90000,0,150000,142233
"A543061","ERDF","Tuotantohalli-investointi","Etelä-Suomi",1,"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",19/03/09,30/06/10,"OSAKEYHTIÖ KULJETIN",15440,0,23160,0,38600,0
"A543064","ERDF","Kone- ja laitehankinnat","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/04/09,31/03/10,"AUTOKORJAAMO SAMI LAITINEN",9379,11585,6021,0,15400,11585
"A543083","ERDF","Teollisuusbrodeerauskone","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",24/03/09,31/12/09,"COMISTEPAJA AVOIN YHTIÖ",2709,2415,1161,1035,3870,3450
"A543112","ERDF","Koko liiketoiminnan kattavan toiminnanohjausjärjestelmän kehittäminen.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/04/09,31/03/11,"JOPTEK OY COMPOSITES",31589,0,20281,0,51870,0
"A543113","ERDF","Laatujärjestelmän kehittäminen.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",24/03/09,30/01/10,"DAVID SPORTS OY",8526,0,5474,0,14000,0
"A543114","ERDF","Levi Digit","Pohjois-Suomi",2,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",24/03/09,31/12/11,"KITTILÄN KUNTA",140200,0,84120,0,280400,0
"A543115","ERDF","Saariselkä 2.0 -  Destinaation profilointi","Pohjois-Suomi",2,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",24/03/09,31/12/10,"ELINKEINOYHTIÖ INLIKE OY",38640,28838,38640,0,77280,28838
"A543151","ERDF","Konepajahalli Kiiminkiin","Pohjois-Suomi",2,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",25/03/09,31/12/10," KIINTEISTÖ-ALI OY",125000,157639,125000,0,250000,157639
"A543157","ERDF","Ravintolaliiketoiminnan laajentaminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",25/03/09,31/12/09,"AILIGAS-MARKET OY",1310,669,1310,669,2620,1338
"A543160","ERDF","Kansainvälistymisprojekti","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",25/03/09,31/12/09,"PUNKALIVE OY",17966,19911,11534,7537,29500,27448
"A543166","ERDF","tietojärjestelmän kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",26/03/09,31/03/10,"INSINÖÖRITOIMISTO SUOMEN UNIT OY",4000,5856,4000,0,8000,5856
"A543171","ERDF","Uuden tuotantolinjan kone- ja laiteinvestoinnit ja muut kehittämistoimenpiteet.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/04/09,31/12/10,"LIEKSAN SAHA OY",56150,54511,36050,12984,104915,67495
"A543172","ERDF","Markkinoinnin kehittämishanke","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",26/03/09,31/12/10,"FINN-BOIS MTR OY",13295,0,11555,0,24850,0
"A543175","ERDF","Tuotantotilojen muutostyöt ja konehankinnat.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",23/01/09,30/11/09,"VEEKMAS OY",17052,28000,10948,0,28000,28000
"A543199","ERDF","Toiminnan käynnistäminen Varkaudessa","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",26/03/09,31/12/11,"BIOWER OY",106895,36832,106895,17722,213790,54554
"A543208","ERDF","Kylmä- ja pakastinhuoneen rakentaminen","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",27/03/09,31/07/10,"VILLÄHTEEN LEIPÄ OY",24320,27114,36480,0,60800,27114
"A543221","ERDF","Kallioniemen matkailuhanke","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",27/03/09,31/08/10,"KIINTEISTÖ OY KALLIONIEMI",38039,0,33061,0,81156,0
"A543226","ERDF","Toimitilojen saneeraus ja uudisrakennus.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",26/03/09,30/06/10,"PP-FASADI OY",41250,0,41250,0,82500,0
"A543247","ERDF","Vipuvoimaa tuotekehityksestä","Länsi-Suomi",2,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",26/03/09,30/11/11,"SATAKUNNAN AMMATTIKORKEAKOULU",88427,0,88423,0,221067,0
"A543254","ERDF","Majoitus- ym. palveluiden kehittäminen","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",30/03/09,31/12/10,"LOMA-ORAVI OY",157487,0,101113,0,258600,0
"A543267","ERDF","Yrityshankkeen käynnistäminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",26/03/09,31/07/10,"VIESTICO",5255,0,5255,0,10510,0
"A543269","ERDF","Sähköisen työnseurannan ja paikannusjärjestelmän kehittäminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",30/03/09,26/02/10,"OWLA OY",13590,0,13590,0,27180,0
"A543293","ERDF","Majoituskapasiteetin laajennusinvestointi","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/06/09,01/06/11,"SONKAMÖKIT TUISKU",30975,45053,30975,0,61950,45053
"A543298","ERDF","Tuotannon tehostaminen","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",27/03/09,30/09/09,"PAINOTALO SILKKISIIPI OY",1720,1130,2580,1695,4300,2825
"A543304","ERDF","Betonipainon kehittäminen","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",24/03/09,28/02/11,"SEMENTTIVALIMO REIJO ARGILLANDER",12624,0,18936,0,31560,0
"A543313","ERDF","Karvian Konepaja Oy:n tuotantohallin laajennus","Länsi-Suomi",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",31/03/09,30/09/10,"KARVIAN KUNTA",71200,0,106800,0,178000,0
"A543328","ERDF","Tyyppihyväksyntä","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",31/03/09,30/11/10,"INSUPLAST FINLAND OY",3825,0,3825,0,7650,0
"A543332","ERDF","KIITO - oman tuotanto- ja testauskaluston lisääminen, laatujärjestelmien kehittäminen sekä yrityksen visuaalisen ilmeen kehittäminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",30/03/09,30/09/10,"DEFIA OY",6000,0,6000,0,12000,0
"A543335","ERDF","Vekas kylpytynnyrit maailmalle","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",31/03/09,30/06/11,"VEKAS OY",14260,0,14260,0,28520,0
"A543351","ERDF","Tuotantokapasiteetin laajennus.","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",31/03/09,31/12/11,"SUOJASAUMA OY",121739,0,78161,0,199900,0
"A543359","ERDF","Vientikaupan laajennus ja annostusjärjestelmien kehitys","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",31/03/09,31/12/10,"DOSETEC EXACT OY",29280,34165,43920,0,73200,34165
"A543372","ERDF","Kuivatuotteiden viennin vahvistaminen sekä tuoteturvallisuuden ja tehokkuuden kehittäminen","Itä-Suomi",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/04/09,31/07/10,"KIANTAMA OY",69504,0,68126,0,137630,0
"A543694","ERDF","Tuotannonohjaus- ja toimintajärjestelmien kehittäminen","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",17/04/09,30/12/11,"ARCTIC MACHINE OY",27500,0,0,0,27500,0
"A543695","ERDF","Helmi Oppilashallinto -järjestelmän kehityksen koordinointi.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",03/04/09,31/12/10,"NEXTIME SOLUTIONS OY",12000,0,12000,0,24000,0
"A543697","ERDF","Ilmakuivaimen lanseeraus kv. markkinoille","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",17/04/09,31/12/09,"VULGANUS OY",16800,22784,25200,0,42000,22784
"A543700","ERDF","CNC-koneet virtakiskovalmistuksen lävistykseen, katkaisuun ja taivutukseen","Etelä-Suomi",1,"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",09/04/09,30/09/09,"LAITILA COATING OY",19200,19197,28800,28795,48000,47992
"A543702","ERDF","Tuotannon kasvu ja uudet tuotteet","Etelä-Suomi",1,"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",17/04/09,31/10/11,"SEGER OY",34000,0,51000,0,85000,0
"A543710","ERDF","Energiapuun kaatopään suunnittelu ja proton valmistus","Etelä-Suomi",1,"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/04/09,31/08/10,"JT METALLI OY",5600,0,8400,0,14000,0
"A543711","ERDF","Konttikeittön rakentaminen sekä ravintolan ja huoltorakennuksen laajennus.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",08/04/09,08/04/11,"RUKA SAFARIS OY",24300,0,24300,0,51797,0
"A543712","ERDF","Mehujen valmistus","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",09/04/09,30/04/10,"MEHUKOLMIO OY",87500,127179,87500,0,175000,127179
"A543713","ERDF","Oulun Sport & Karting Center Oy:n liiketoimintojen ja markkinoinnin kehittäminen","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",15/04/09,01/02/11,"OULUN SPORTS & KARTING CENTER OY",34250,15711,34250,0,68500,15711
"A543715","ERDF","Fast & Fishing -joella ja merellä tarjottavia kalastus- ja elämyspalveluja. Yritys hankkii kaksi nopeaa RIB-venettä tuottaakseen ainutlaatuisia palveluja, jotka yhdistävät Kymijoen ja Itäisen Suomenlahden.","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/04/09,30/06/10,"FAST & FISHING OY",4863,0,7295,0,12158,0
"A543717","ERDF","tuotantoprosessin kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/04/09,30/04/10,"TEKSTIILITAIDE JA SISUSTUS RITVA HEISKARIRITVAN HERKKU",1225,0,1225,0,2450,0
"A543718","ERDF","HögforsSteka Oy:n kehittämisohjelman investoinnit","Etelä-Suomi",1,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/04/09,31/03/10,"HÖGFORSSTEKA OY",30400,0,45600,0,76000,0
"A543719","ERDF","Iidan Kulta Oy kolmosvaiheen rakentaminen.","Itä-Suomi",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",21/04/09,30/06/10,"IIDAN KULTA OY",209272,179370,205128,0,414400,179370
"A543724","ERDF","liikkeenjohtotaitojen kehittäminen, toiminnanohjausjärjestelmä","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/04/09,30/04/11,"AVALON OY",31350,0,31350,0,62700,0
"A543726","ERDF","Kalustoinvstointeja","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/04/09,01/04/10,"MYHOUSE TMI",1400,0,1400,0,2800,0
"A543727","ERDF","koneiden hankinta","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",20/04/09,30/09/10,"JÄÄRNI METALLI OY",11375,11369,11375,11369,22750,22738
"A543731","ERDF","Liiketoiminnan aloittaminen","Itä-Suomi",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",17/04/09,31/03/11,"SAMPLION OY",68622,29679,53698,0,122320,29679
"A543733","ERDF","Ajoneuvotekniikkaan liittyvien digitalsten ohjaus- ja valvontajärjestelmien kehittäminen","Pohjois-Suomi",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",15/04/09,14/04/11,"GYLLENBERG ROBERT GABRIEL",2000,0,2000,0,4000,0
"A543734","ERDF","Laserleikkaus- ja kaiverruskoneen sekä kiventyöstökoneen hankinta.","Pohjois-Suomi",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",17/04/09,30/05/10,"LASILO TMI",2060,0,2060,0,4120,0
"A543735","ERDF","Snaxport -hanke","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/04/09,31/12/10,"REAL SNACKS OY",22500,0,22500,0,45000,0
"A543737","ERDF","KOmposiittitehtaan kehityshanke","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",09/04/09,31/03/10,"METECO OY",11000,0,16500,0,27500,0
"A543738","ERDF","Käyttäjävaatimusten hallintajärjestelmän kehityshanke","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/09/09,31/08/10,"ENFIDE KY",7700,0,7700,0,15400,0
"A543743","ERDF","Jet-Puu Oy:n puutavaratuotannon ja teknologian kokonaisvaltainen kehittäminen (sisältää kehittämisahankeosion ja investointiosion).","Pohjois-Suomi",1,"Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",20/04/09,30/10/10,"JET-PUU OY",269241,518000,320759,0,590000,518000
"A543747","ERDF","EMC-testipaikka","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",15/04/09,31/08/09,"POWECON OY",712,712,1068,1068,1780,1780
"A543749","ERDF","Hermanni Japaniin. Kansainvälistymisen kehittämishanke, jonka tarkoituksena on kartoittaa ja kehittää Hermannin Viinitilan valmiuksia tuotteiden viemiseksi Japanin markkinoille.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",21/04/09,31/07/10,"HERMANNIN VIINITILA OY",19488,0,12512,0,32000,0
"A543750","ERDF","Lasintyöstökeskuksen hankinta ja koneen käytön koulutus","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",15/04/09,31/05/10,"LASITUSPALVELU PIHLAVAMÄKI OY",7760,17161,11640,0,19400,17161
"A543751","ERDF","Hakkurin ja muiden koneiden sekä laitteiden hankinta metsäenergian hakettamiseen.","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",16/04/09,31/05/10,"KONEURAKOINTI H. MÄENPURO OY",14000,0,21000,0,35000,0
"A543753","ERDF","Energiapuukoura varusteineen ja vaaka.","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",08/04/09,30/12/09,"METSÄPALVELU HIEKKALA OY",2784,0,4176,0,6960,0
"A543768","ERDF","Sähköisen aineiston siirron automatisointi painoprosessissa","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",22/04/09,15/04/11,"KANSIOPALVELU OY",35572,18352,53358,27527,88930,45879
"A543770","ERDF","Design-tuotteiden  tuotannon  tehostaminen ja tuotantoteknologian  kehittäminen","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",22/04/09,31/12/10,"ARCTICHROME PRODUCTION OY",10000,0,10000,0,20000,0
"A543781","ERDF","Täyden palvelun virkistyspäivät","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",22/04/09,31/12/10,"ARCTIC LIFESTYLE KY",9800,0,0,0,9800,0
"A543782","ERDF","tuotekehityshanke","Pohjois-Suomi",2,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",22/04/09,19/04/10,"MARTTI ALAKUIJALA OY",39000,34901,39000,34901,78000,69802
"A543791","ERDF","Alipaineimuhoito lymfaterapiassa","Itä-Suomi",2,"Tekes","Toiminnassa",01/11/08,31/12/10,"KUOPION YLIOPISTO",121365,0,103135,0,224500,0
"A543792","ERDF","Asumisterveyden ja energiatehokkuuden monitorointijärjestelmän kaupallistaminen","Itä-Suomi",2,"Tekes","Toiminnassa",01/05/09,31/12/10,"KUOPION YLIOPISTO",105958,22869,90042,19434,196000,42303
"A543795","ERDF","ALVAR-lasiterassit","Etelä-Suomi",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",24/04/09,30/06/10,"SUOMEN PARVEKETEKNIIKKA OY",8184,0,12276,0,20460,0
"A543798","ERDF","Uusi 3D mittausohjelma raskaan kokoonpanoteollisuuden tarpeisiin globaaleille markkinoille.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",24/04/09,30/06/10,"A.M.S. ACCURACY MANAGEMENT SERVICES OY",10300,0,10300,0,20600,0
"A543809","ERDF","EU-laatuluokitusta vastaavan valvontakeskuksen investoinnit","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",22/04/09,17/05/10,"LIIKE- JA TEOLLISUUSVARTIOINTI OY RLTV OY",8900,0,8900,0,17800,0
"A543811","ERDF","Tuotannon kehittäminen ja tuotantotilojen laajennus.","Pohjois-Suomi",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",27/04/09,30/12/09,"PYHÄSALMEN METALLITYÖ OY",15000,29871,15000,0,30000,29871
"A543813","ERDF","NorrDigi-tuotteen kansainvälinen markkinatutkimus","Pohjois-Suomi",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",27/04/09,31/12/10,"NORRHYDRO OY",75325,0,75325,0,150650,0
"A543823","ERDF","Tuotannon koneinvestoinnit","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",27/04/09,30/09/10,"SSG SAHALA OY",22838,24250,14662,0,37500,24250
"A543824","ERDF","Standardeihin pohjautuvien prosessipalveluiden modulaaristen integraatiomallien kehittäminen","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/05/09,31/12/10,"ARCUSYS OY",34104,9890,21896,6350,56000,16240
"A543826","ERDF","Bioenergialiiketoiminnan kehittämiskonseptin kehittäminen","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",17/04/09,30/04/10,"LINNUNMAA OY",10426,0,6694,0,17120,0
"A543829","ERDF","Tuotantotilalaajennus ja konehankinnat","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",22/04/09,31/12/10,"PIELISEN METALLI KY",17905,0,11495,0,29400,0
"A543830","ERDF","Uuden tuotantohallin rakentaminen ja tuotannon kone- ja laitehankinnat.","Itä-Suomi",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",01/05/09,31/12/10,"PROSESSI- JA VESITEKNIIKKA PROVETEK OY",170520,187776,109480,44556,280000,232332
"A543834","ERDF","Kiviarinauunit","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",27/04/09,31/05/10,"KOTILEIPOMO SIISKONEN OY",64200,0,55800,0,120000,0
"A543838","ERDF","9-side hanke","Itä-Suomi",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",01/05/09,31/10/09,"SUOMEN KENTTÄLÄÄKINTÄ OY",2476,914,2424,894,4900,1808
"A543839","ERDF","Saaga Hotel Ukkohalla","Itä-Suomi",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",27/04/09,30/06/11,"HALLAN SAUNA OY",477225,0,467775,0,945000,0
"A543848","ERDF","SuomiAPU -palvelukonsepti","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",28/04/09,30/06/10,"FENECOM OY",3210,0,2790,0,6000,0
"A543853","ERDF","Tuotekehitysprojekti Kajaanin tuotantoyksikössä","Itä-Suomi",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",28/04/09,31/12/12,"BIOHIT OYJ",246730,0,0,0,246730,0
"A543855","ERDF","Toimialalaajennusinvestoinnit","Länsi-Suomi",1,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",21/04/09,30/06/10,"KULJETUS ANTTI LAHTI OY",6740,0,10110,0,16850,0
"A546612","ERDF","Pajatsalo-portit Oy:n kehityshanke","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminnassa",29/10/09,30/11/11,"PAJATSALO-PORTTI OY",10685,2348,9285,0,19970,2348
"A546613","ERDF","Tuotannon kehittäminen","Itä-Suomi",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus, yritystuet","Toiminta päättynyt",29/10/09,30/04/10,"SAVILAHDEN KIRJAPAINO KY",13428,22050,8622,0,22050,22050
