"Operačný program","Názov prijímateľa","Názov projektu","Rok - Začiatok realizácie","Mesiac - Začiatok realizácie","Rok - Koniec realizácie","Mesiac - Koniec realizácie","Spolufinancovanie","EÚ zdroje - Zazmluvnené prostriedky","ŠR zdroje - Zazmluvnené prostriedky","Spolu - Zazmluvnené prostriedky","EÚ zdroje - Vyčerpané prostriedky","ŠR zdroje - Vyčerpané prostriedky","Spolu - Vyčerpané prostriedky"
"Operačný program Zamestnanosť a sociálna inklúzia","42134650 - Vzdelaní a Európa","27110230022 - Podpora udržania zamestnateľnosti",2009,"Marec",2010,"Jún",18200.74,293941.95,51872.11,345814.06,0,0,0
"Operačný program Zamestnanosť a sociálna inklúzia","42158621 - Cesta správnym smerom","27120230008 - Spoločenská integrácia MRK v obci Hostice",2010,"Marec",2011,"Február",14228.8,229795.12,40552.08,270347.2,0,0,0
"Operačný program Zamestnanosť a sociálna inklúzia","45013934 - PSI okresu Piešťany a Hlohovec","27110230057 - Samospráva orientovaná na občana",2009,"Marec",2010,"Október",13214.67,213416.84,37661.8,251078.64,0,0,0
"Operačný program Zamestnanosť a sociálna inklúzia","45013934 - PSI okresu Piešťany a Hlohovec","27120130234 - Ruka v ruke",2009,"Október",2011,"Máj",4309.2,69593.58,12281.22,81874.8,0,0,0
"Operačný program Zamestnanosť a sociálna inklúzia","45014086 - PSI Dunajská Streda","27120130240 - Partnerstvom za zlepšovanie životných po",2009,"Október",2011,"September",3864.45,62410.87,11013.68,73424.55,0,0,0
"Operačný program Zamestnanosť a sociálna inklúzia","00586421 - Saleziáni don Bosca","27140130021 - Zvyš. kvality ľudských zdrojov mládežníckych stred",2008,"November",2010,"Október",9119.11,147273.65,25989.47,173263.12,20561,3628.41,24189.41
"Operačný program Zamestnanosť a sociálna inklúzia","14224542 - Reg. združ. miest a obcí","27110230087 - Rozvoj ľudských zdrojov na Hornom Považí",2009,"Marec",2010,"Október",11406.18,184209.77,32507.61,216717.38,188.34,33.24,221.58
"Operačný program Zamestnanosť a sociálna inklúzia","31938434 - RVC Martin","27110230038 - Strategický prístup k rozvoju ľudských zdrojov",2009,"Máj",2010,"November",4429.82,75307.02,8859.65,84166.67,0,0,0
"Operačný program Zdravotníctvo","00165271 - Národný ústav reumatických chorôb","28110120006 - Technologická rekon. a moder. NURCH Piešťany",2009,"November",2010,"Júl",0,417409.5,73660.5,491070,0,0,0
"Operačný program Zdravotníctvo","00227811 - NÚTPCHaHCH Vyšné Hágy","28110120002 - Rekonštrukcia a modernizácia NÚTPCHaHCH Vyšné Hágy",2009,"Marec",2010,"December",0,4230123.82,746492.44,4976616.26,0,0,0
"Operačný program Zdravotníctvo","00365327 - Martinská fakultná nemocnica","28110220004 - Dostavba chirurgického pavilónu 04",2009,"Máj",2011,"November",0,12696672.96,2240589.35,14937262.31,0,0,0
"Operačný program Zdravotníctvo","00518140 - Národné rehabilitačné centrum","28110120008 - Modernizácia zdravotníckej infraštruktúry NRC",2009,"November",2010,"Júl",0,424966,74994,499960,0,0,0
"Operačný program Zdravotníctvo","17335825 - NsP Žilina","28110220005 - Riešenie ZS v NsP Žilina",2009,"Máj",2011,"Apríl",0,11285813.92,1991614.22,13277428.14,0,0,0
"Operačný program Zdravotníctvo","17336007 - Fakultná nemocnica Nitra","28110220006 - Novostavba liečebného pavilónu",2009,"Máj",2011,"September",0,19126740.28,3375307.11,22502047.39,0,0,0
"Operačný program Zdravotníctvo","17336112 - Fakultná nemocnica s pol.","28110220002 - Modernizácia FNsP Nové Zámky",2009,"Jún",2011,"Máj",0,7053706.61,1244771.76,8298478.37,0,0,0
"Operačný program Zdravotníctvo","30853915 - Národná transfúzna služba SR","28120220001 - Dobudovanie infraštruktúry NTS",2009,"August",2011,"Marec",0,6206907.19,1095336.56,7302243.75,0,0,0
"Operačný program Zdravotníctvo","37957937 - Detská fakultná nemocnica BB","28110220001 - Nadstavba a rekonštrukcia  budovy DFNsP v BB",2009,"Máj",2011,"Jún",0,5634833.07,994382.31,6629215.38,0,0,0
"Operačný program Zdravotníctvo","00165565 - Ministerstvo zdravotníctva SR","28130120002 - Projekt TP I",2007,"Január",2015,"December",0,7104624.7,1253757.3,8358382,1229539.62,216977.58,1446517.2
"Operačný program Zdravotníctvo","00165565 - Ministerstvo zdravotníctva SR","28130220002 - Projekt TP II",2007,"Január",2015,"December",0,720375,127125,847500,81470.21,14377.1,95847.31
"Operačný program Zdravotníctvo","31630758 - PARACELSUS, s.r.o.","28120120005 - Modernizácia polikliniky v Žiline na Bratislavskej",2010,"Marec",2011,"Júl",99538.8,1607551.62,283685.58,1891237.2,0,0,0
"Operačný program Zdravotníctvo","36402630 - ŽILPO, s.r.o.","28120120003 - Komplexná RaM ŽILPO, s.r.o.",2009,"Jún",2010,"August",86264.94,1393178.72,245855.07,1639033.79,189324.21,33410.15,222734.36
"Operačný program Zdravotníctvo","36514969 - ORL HUMENNÉ,s.r.o.","28110120010 - Modernizácia špecializovanej nemocnice",2009,"December",2010,"Október",23995.68,387530.25,68387.69,455917.94,0,0,0
"Operačný program Zdravotníctvo","36547140 - Imunoalergológia Dzurilla","28120120001 - Imunoalergológia - nadstavba",2009,"Máj",2010,"August",86686.83,1399992.34,247057.47,1647049.81,0,0,0
"Operačný program Zdravotníctvo","36562882 - KARDIOCENTRUM NITRA s.r.o.","28110120004 - Nákup angiografického prístroja pre KKA - NR",2009,"Február",2009,"September",87488.22,1412934.69,249341.42,1662276.11,1407027.07,248298.89,1655325.96
"Operačný program Zdravotníctvo","36626406 - OFTAL s.r.o.","28110120007 - Komplexná modernizácia zdrav. techniky Oftal s.r.o",2009,"November",2010,"Júl",18181.83,293636.48,51818.2,345454.68,0,0,0
"Operačný program Zdravotníctvo","36713091 - Nemocnica s poliklinikou Hlohovec, s.r.o","28120120006 - Modenizácia prístavby polikliniky NsP Hlohovec",2010,"Január",2010,"September",105982.36,1711615.18,302049.74,2013664.92,0,0,0
"Operačný program Zdravotníctvo","36812871 - CT Martin s.r.o.","28120120004 - Moderniz. technol. zariad. ambul. staro. CT Martin",2009,"Máj",2009,"December",86470.16,1396493.06,246439.95,1642933.01,1396493.05,246439.95,1642933
"Operačný program Zdravotníctvo","31256911 - VOUG sv. Lukáša","28110120011 - Modernizácia prístrojového vybavenia",2009,"December",2010,"Jún",24900.19,402138.08,70965.54,473103.62,0,0,0
"Operačný program Zdravotníctvo","36077992 - Nemocnice a polikliniky, n. o.","28120120009 - Nemocnica Rimavská Sobota",2010,"Marec",2010,"November",105217.96,1699270.02,299871.18,1999141.2,0,0,0
"Operačný program Zdravotníctvo","36167908 - NsP Bardejov","28120120002 - Predchádz. zdrav. rizikám z ocho.sk.5 NsP Bardejov",2009,"Máj",2010,"December",82794.24,1337127.02,235963.59,1573090.61,0,0,0
"Operačný program Zdravotníctvo","37886304 - Sanatórium Dr. Guhra n.o.","28110120009 - Modernizácia a rekonštrukcia Sanatória Dr. Guhra",2009,"November",2010,"December",25216.05,407239.24,71865.75,479104.99,0,0,0
"Operačný program Zdravotníctvo","37887068 - Vranovská nemocnica, n.o.","28120120007 - NSP Stropkov",2010,"Marec",2011,"Marec",78900.06,1274236.03,224865.18,1499101.21,0,0,0
"Operačný program Zdravotníctvo","36513458 - Nemocnica Poprad, a.s.","28110220003 - Nemocnica Poprad",2009,"Jún",2011,"Október",734378.68,11860215.66,2092979.23,13953194.89,0,0,0
"Operačný program Zdravotníctvo","36601284 - VÚSCCH","28110120001 - Modernizácia ZI VÚSCH a.s.",2009,"Apríl",2009,"Október",174220.86,2813666.85,496529.44,3310196.29,2813666.85,496529.44,3310196.29
"Operačný program Zdravotníctvo","36603350 - VOÚ, a.s.","28120220002 - Nákup a dodávka mobilných mamografických jednotiek",2010,"Január",2011,"Január",226698.7,3661184.01,646091.3,4307275.31,0,0,0
"Operačný program Zdravotníctvo","36603350 - VOÚ, a.s.","28110120005 - Modernizácia VOÚ, a.s. Košice",2009,"Február",2010,"Marec",170212.06,2748924.74,485104.37,3234029.11,0,0,0
"Operačný program Zdravotníctvo","36644331 - SÚSCCH a.s.","28110120003 - Komplexná modernizácia SÚSCCH a.s.",2009,"Február",2009,"November",348530.84,5628773.08,993312.9,6622085.98,5628773.07,993312.9,6622085.97
"Regionálny operačný program","000317390 - Obec Košeca","22110120025 - ZŠ Košeca",2007,"September",2009,"Jún",29330.39,498616.66,58660.78,557277.44,403019.88,47414.1,450433.98
"Regionálny operačný program","00305626 - Nový Život","22110120305 - ZŠ Nový Život",2008,"Jún",2011,"Jún",16389.92,278628.59,32779.83,311408.42,117340.19,13804.73,131144.92
"Regionálny operačný program","00305642 - Obec Okoč","22110120136 - ZŠ Okoč",2008,"Marec",2009,"December",38698.07,657867.17,77396.14,735263.31,325642.69,38310.91,363953.6
"Regionálny operačný program","00305821 - Obec Vrakúň","22110120300 - ZŠ Vrakúň",2009,"Február",2010,"December",21893.07,372182.21,43786.14,415968.35,0,0,0
"Regionálny operačný program","00305936 - Mesto Galanta","22110120285 - ZŠ Kodalya Galanta",2007,"Február",2010,"Január",37222.14,632776.33,74444.27,707220.6,598512.35,70413.22,668925.57
"Regionálny operačný program","00306011 - obec Jelka","22110120385 - ZŠ v Jelke",2008,"Február",2011,"September",51932,882843.92,103863.99,986707.91,0,0,0
"Regionálny operačný program","00306096 - Obec Mostová","22110120216 - ZŠ s MŠ Mostová",2008,"Február",2011,"Apríl",23862.02,405654.45,47724.05,453378.5,2832.71,333.26,3165.97
"Regionálny operačný program","00306126 - Obec Pata","22110120102 - ZŠ Pata",2008,"November",2010,"Júl",20843.18,354334.09,41686.36,396020.45,256363.6,30160.42,286524.02
"Regionálny operačný program","00306134 - Pusté Úľany","22110120345 - ZŠ Pusté Úľany",2008,"Máj",2010,"Október",21276.77,361705.04,42553.53,404258.57,0,0,0
"Regionálny operačný program","00306151 - Obec Selice","22110120209 - ZŠ s MŠ Selice",2008,"Jún",2009,"December",23378,397425.98,46756,444181.98,5642.97,663.88,6306.85
"Regionálny operačný program","00306169 - Mesto Sereď","22110120261 - ZŠ Komenského, Sereď",2008,"Jún",2010,"November",48724.81,828321.77,97449.62,925771.39,243187.16,28610.25,271797.41
"Regionálny operačný program","00306177 - Sládkovičovo","22110120129 - Spojená škola Sládkovičovo - ZŠ",2008,"Január",2010,"Apríl",39007.3,663124.16,78014.61,741138.77,326397.13,38399.66,364796.79
"Regionálny operačný program","00306185 - Mesto Šaľa","22110120017 - ZŠ Šaľa",2007,"Júl",2008,"December",67958.41,1155292.94,135916.82,1291209.76,1094531.21,128768.38,1223299.59
"Regionálny operačný program","00306185 - Mesto Šaľa","22110120205 - MŠ Šaľa",2009,"Jún",2010,"September",13990.83,237844.04,27981.65,265825.69,237844.04,27981.65,265825.69
"Regionálny operačný program","00306282 - Obec Veľké Úľany","22110120206 - ZŠ Veľké Úľany",2008,"Marec",2011,"Marec",32464.63,551898.71,64929.26,616827.97,7194.78,846.45,8041.23
"Regionálny operačný program","00306452 - Hurbanovo","22110120130 - ZUŠ Hurbanovo",2007,"Júl",2010,"Jún",14733.66,250472.16,29467.31,279939.47,51902.53,6106.18,58008.71
"Regionálny operačný program","00306517 - Kolárovo","22110120092 - ZŠ Korvina Kolárovo",2008,"August",2010,"Február",19211.53,326595.98,38423.06,365019.04,306853.48,36100.41,342953.89
"Regionálny operačný program","00306550 - OcÚ Marcelová","22110120177 - ZŠ Marcelová",2008,"Marec",2010,"Júl",51228.48,870884.11,102456.95,973341.06,324409.9,38165.87,362575.77
"Regionálny operačný program","00306649 - Obec Pribeta","22140220023 - Hasičská zbrojnica Pribeta",2009,"August",2010,"Október",12262.63,208464.63,24525.25,232989.88,0,0,0
"Regionálny operačný program","00306843 - Obec Čaka","22110120398 - Obec Čaka ZŠ",2010,"Február",2011,"Február",18006.19,306105.24,36012.38,342117.62,0,0,0
"Regionálny operačný program","00306916 - Obec Dolný Pial","22110120077 - ZŠ Dolný Pial",2008,"Marec",2010,"Október",19763.9,335986.26,39527.8,375514.06,307428.79,36168.09,343596.88
"Regionálny operačný program","00307092 - Obec Ipeľský Sokolec","22110120357 - ZŠ s MŠ Ipeľský Sokolec",2008,"Február",2015,"Jún",23908.54,406445.12,47817.07,454262.19,0,0,0
"Regionálny operačný program","00307114 - Jur nad Hronom","22110120388 - ZŠ s MŠ Jur nad Hronom",2009,"Apríl",2011,"Marec",19063.41,324077.99,38126.82,362204.81,0,0,0
"Regionálny operačný program","00307203 - Levice","22110120086 - ZŠ A. Kmeťa Levice",2008,"Február",2010,"Máj",45053.33,765906.58,90106.66,856013.24,393732.9,46321.52,440054.42
"Regionálny operačný program","00307203 - Levice","22110120282 - ZŠ Pri Podlužianke Levice",2008,"Jún",2010,"November",65281.79,1109790.4,130563.58,1240353.98,8393.91,987.52,9381.43
"Regionálny operačný program","00307513 - Mesto Šahy","22110120380 - ZŠ Janka Kráľa Šahy",2009,"Marec",2011,"Marec",51688.8,878709.6,103377.6,982087.2,0,0,0
"Regionálny operačný program","00307637 - Obec Veľké Ludince","22140220027 - HZ Veľké Ludince",2008,"Júl",2010,"November",13193.86,224295.59,26387.72,250683.31,0,0,0
"Regionálny operačný program","00307726 - Obec Alekšince","22110120029 - ZŠ Alekšince",2008,"Január",2009,"August",33326.71,566554.06,66653.42,633207.48,559652.39,65841.46,625493.85
"Regionálny operačný program","00307777 - Obec Branč","22110120334 - ZŠ  Branč",2007,"November",2010,"September",16955.39,288241.66,33910.78,322152.44,0,0,0
"Regionálny operačný program","00307785 - obec Cabaj-Čápor","22110120109 - ZŠ Cabaj",2007,"Jún",2010,"Január",20678.64,351536.89,41357.28,392894.17,284519.1,33472.84,317991.94
"Regionálny operačný program","00308307 - Mesto Nitra","22110120297 - ZŠ Fatranská Nitra",2007,"November",2010,"Apríl",91535.47,1556103.01,183070.94,1739173.95,16759.6,1971.72,18731.32
"Regionálny operačný program","00308412 - Obec Rumanová","22140220033 - OHZ Rumanová",2008,"Jún",2010,"December",12838.03,218246.49,25676.06,243922.55,0,0,0
"Regionálny operačný program","00308439 - Močenok","22110120143 - ZŠ Močenok",2007,"September",2010,"Január",56822.47,965982,113644.94,1079626.94,0,0,0
"Regionálny operačný program","00308447 - Obec Sľažany","22110120264 - ZŠ Sľažany",2008,"Marec",2010,"September",25679.25,436547.32,51358.51,487905.83,0,0,0
"Regionálny operačný program","00308536 - Obec Topoľčianky","22110120268 - ZŠ Topoľčianky",2007,"November",2010,"September",37211.14,632589.39,74422.28,707011.67,419873.05,49396.83,469269.88
"Regionálny operačný program","00308641 - Mesto Vráble","22110120218 - ZŠ Lúky Vráble",2009,"Február",2010,"August",52078.93,885341.86,104157.87,989499.73,0,0,0
"Regionálny operačný program","00308668 - Obec Zbehy","22110120231 - MŠ Zbehy",2008,"Apríl",2009,"December",13628.1,231677.78,27256.21,258933.99,218003.24,25647.44,243650.68
"Regionálny operačný program","00308676 - Mesto Zlaté Moravce","22110120323 - ZŠ Pribinova Zlaté Moravce",2008,"Jún",2011,"Január",34421.8,585170.62,68843.6,654014.22,0,0,0
"Regionálny operačný program","00308765 - Obec Bánov","22110120335 - ZŠ s MŠ Bánov",2007,"December",2010,"August",37226.56,632851.43,74453.11,707304.54,0,0,0
"Regionálny operačný program","00308897 - Obec Dvory nad Žitavou","22110120140 - ZŠ Dvory nad Žitavou",2007,"November",2010,"September",36396.73,618744.46,72793.47,691537.93,520267.62,61207.96,581475.58
"Regionálny operačný program","00308901 - Obec Gbelce","22110120179 - ZŠ Gbelce s VJS",2008,"Jún",2009,"December",17529.79,298006.36,35059.57,333065.93,202033.05,23768.59,225801.64
"Regionálny operačný program","00308901 - Obec Gbelce","22110120259 - ZŠ s VJM Gbelce",2008,"August",2009,"December",14979.07,254644.22,29958.14,284602.36,241556.08,28418.36,269974.44
"Regionálny operačný program","00308935 - Obec Jasová","22110120028 - MŠ s ZŠ Jasová",2008,"Január",2010,"Február",19296.6,328042.18,38593.19,366635.37,147746.7,17381.96,165128.66
"Regionálny operačný program","00309109 - Obec Veľký Kýr","22110120346 - ZŠ s MŠ Veľký Kýr",2009,"August",2010,"September",37073.21,630244.43,74146.4,704390.83,0,0,0
"Regionálny operačný program","00309117 - Mojzesovo","22110120180 - ZŠ Mojzesovo",2008,"Marec",2010,"Január",24901.72,423329.16,49803.43,473132.59,333673.34,39255.69,372929.03
"Regionálny operačný program","00309125 - Obec Mužla","22110120051 - ZŠ Mužla",2008,"Október",2010,"August",24328.45,413583.61,48656.9,462240.51,308476.85,36291.39,344768.24
"Regionálny operačný program","00309150 - Mesto Nové Zámky","22110120326 - ZŠ Czuczora, Nové Zámky",2008,"Február",2010,"Júl",46527.44,790966.44,93054.88,884021.32,0,0,0
"Regionálny operačný program","00309311 - Mesto Šurany","22110120027 - ZŠ Šurany, SNP",2008,"November",2009,"August",36181.47,615085.03,72362.95,687447.98,608759.15,71618.72,680377.87
"Regionálny operačný program","00309311 - Mesto Šurany","22110120347 - ZŠ Bernoláková Šurany",2007,"Február",2010,"September",29440.93,500495.88,58881.87,559377.75,0,0,0
"Regionálny operačný program","00309338 - Tvrdošovce","22140220040 - Hasičská Zbrojnica Tvrdošovce",2009,"Marec",2010,"Október",13123.96,223107.35,26247.92,249355.27,0,0,0
"Regionálny operačný program","00309401 - Obec Borský Svätý Jur","22110120030 - ZŠ s MŠ Borský Svätý Jur",2008,"Marec",2010,"Január",26363.05,448171.71,52726.08,500897.79,120138.4,14133.93,134272.33
"Regionálny operačný program","00309451 - Obec Brodské","22110120207 - ZŠ Brodské",2007,"December",2011,"Apríl",36403.15,618853.55,72806.3,691659.85,0,0,0
"Regionálny operačný program","00309524 - Mesto Gbely","22110120251 - ZŠ s MŠ Gbely",2008,"Január",2010,"November",71537.52,1216137.81,143075.04,1359212.85,0,0,0
"Regionálny operačný program","00309524 - Mesto Gbely","22140220056 - HZ Gbely",2010,"Január",2010,"September",13210.3,224575.02,26420.59,250995.61,0,0,0
"Regionálny operačný program","00309541 - Mesto Holíč","22110120349 - ZŠ Bernolákova Holič",2009,"Január",2011,"Február",50659.76,861215.84,101319.51,962535.35,0,0,0
"Regionálny operačný program","00309541 - Mesto Holíč","22110120358 - ZŠ Školská 2, Holíč",2009,"Január",2011,"Marec",40633.61,690771.31,81267.21,772038.52,0,0,0
"Regionálny operačný program","00309583 - obec Jablonica","22110120045 - ZŠ Jablonica",2007,"Október",2010,"Január",26675.37,453481.36,53350.75,506832.11,174941.25,20581.32,195522.57
"Regionálny operačný program","00309613 - Obec Kopčany","22110120169 - ZŠ Kopčany",2008,"Január",2010,"Marec",30172.75,512936.78,60345.5,573282.28,377735.12,44439.43,422174.55
"Regionálny operačný program","00309672 - Kúty","22110120211 - ZŠ Kúty",2009,"Júl",2010,"Október",50889.65,865124.04,101779.3,966903.34,0,0,0
"Regionálny operačný program","00309745 - Mesto Myjava","22110120032 - ZŠ Myjava Viestova",2009,"Február",2010,"Jún",70446.2,1197585.43,140892.4,1338477.83,1036246.23,121911.32,1158157.55
"Regionálny operačný program","00309745 - Mesto Myjava","22110120228 - MŠ Myjava",2008,"Marec",2010,"Marec",34409.01,584953.15,68818.02,653771.17,410713.11,48319.19,459032.3
"Regionálny operačný program","00309974 - Mesto Senica","22110120104 - II. ZŠ Senica",2008,"Január",2011,"Marec",43982.5,747702.58,87965.01,835667.59,165424.7,19461.73,184886.43
"Regionálny operačný program","00309974 - Mesto Senica","22110120371 - ZUŠ Senica",2007,"Apríl",2011,"Júl",62429.04,1061293.62,124858.07,1186151.69,0,0,0
"Regionálny operačný program","00309982 - Mesto Skalica","22110120036 - MŠ Skalica",2008,"September",2009,"Október",44053.61,748911.4,88107.22,837018.62,516137.7,60722.08,576859.78
"Regionálny operačný program","00309982 - Mesto Skalica","22140120001 - Rekonštrukcia centrálnej pamiatkovej zón",2004,"Január",2010,"Apríl",36771.75,625119.74,73543.5,698663.24,0,0,0
"Regionálny operačný program","00310069 - Mesto Šaštín-Stráže","22110120237 - ZŠ Šaštín",2008,"Máj",2010,"September",51864.58,881697.8,103729.15,985426.95,545641.85,64193.16,609835.01
"Regionálny operačný program","00310077 - Štefanov","22110120019 - ZŠ s MŠ Štefanov",2007,"November",2009,"December",17807.46,302726.77,35614.91,338341.68,269858.84,31748.1,301606.94
"Regionálny operačný program","00310140 - Obec Vrbovce","22110120185 - ZŠ s MŠ Vrbovce",2007,"November",2014,"December",23199.44,394390.46,46398.88,440789.34,261799.08,30799.89,292598.97
"Regionálny operačný program","00310964 - Obec Prašice","22110120362 - ZŠ s MŠ Prašice",2009,"Október",2010,"December",39913.45,678528.73,79826.91,758355.64,0,0,0
"Regionálny operačný program","00311049 - Obec Rybany","22110120106 - ZŠ Rybany",2008,"Január",2010,"September",27204.84,462482.35,54409.69,516892.04,254481.18,29938.96,284420.14
"Regionálny operačný program","00311081 - Obec Solčany","22110120050 - ZŠ s MŠ Solčany",2008,"Január",2010,"December",31189.78,530226.18,62379.55,592605.73,410326.04,48273.65,458599.69
"Regionálny operačný program","00311162 - Topoľčany","22110120197 - ZŠ - Topoľčany",2009,"August",2010,"Február",68532.25,1165048.19,137064.49,1302112.68,0,0,0
"Regionálny operačný program","00311201 - Obec Uhrovec","22110120031 - ZŠ s MŠ Uhrovec",2008,"Január",2010,"Apríl",27567.87,468653.76,55135.74,523789.5,466054.99,54830,520884.99
"Regionálny operačný program","00311286 - Obec Veľké Ripňany","22110120331 - ZŠ a MŠ Veľké Ripňany",2009,"Marec",2011,"Jún",36940.94,627995.89,73881.87,701877.76,0,0,0
"Regionálny operačný program","00311413 - Obec Beckov","22110120400 - ZŠ s MŠ Beckov",2009,"Január",2011,"Január",17747.72,301711.27,35495.44,337206.71,0,0,0
"Regionálny operačný program","00311561 - Obec Horná Súča","22110120075 - ZŠ Horná Súča",2007,"Február",2010,"December",38141.75,648409.74,76283.5,724693.24,502490.09,59116.48,561606.57
"Regionálny operačný program","00311588 - Obec Horné Srnie","22110120225 - MŠ Horné Srnie",2008,"Január",2010,"Február",15398.33,261771.66,30796.67,292568.33,134796.9,15858.46,150655.36
"Regionálny operačný program","00311588 - Obec Horné Srnie","22110120270 - ZŠ Horné Srnie",2008,"Január",2010,"Marec",25994.95,441914.19,51989.91,493904.1,287874.35,33867.57,321741.92
"Regionálny operačný program","00311715 - Krajné","22110120007 - ZŠ s MŠ Krajné",2007,"Marec",2009,"December",98939.42,1681970.15,197878.84,1879848.99,1107989.17,130351.66,1238340.83
"Regionálny operačný program","00311812 - Mesto Nemšová","22110120073 - ZŠ Nemšová",2009,"Apríl",2009,"November",42476.46,722099.86,84952.93,807052.79,334465.13,39348.84,373813.97
"Regionálny operačný program","00311863 - Mesto Nové Mesto nad Váhom","22110120080 - ZŠ Nové Mesto nad Váhom",2009,"Máj",2010,"Marec",62026.53,1054451.04,124053.06,1178504.1,686019.42,80708.17,766727.59
"Regionálny operačný program","00311863 - Mesto Nové Mesto nad Váhom","22110120172 - ZŠ Tematínska",2007,"Marec",2010,"September",59869.9,1017788.36,119739.81,1137528.17,0,0,0
"Regionálny operačný program","00311863 - Mesto Nové Mesto nad Váhom","22110120364 - MŠ Nové Mesto nad Váhom",2008,"Jún",2010,"December",74489.04,1266313.64,148978.08,1415291.72,0,0,0
"Regionálny operačný program","00311928 - Obec PODOLIE","22110120354 - ZŠ Podolie",2008,"Marec",2011,"Február",30430.41,517317.05,60860.83,578177.88,0,0,0
"Regionálny operačný program","00311944 - Obec Považany","22110120348 - ZŠ Považany",2008,"September",2011,"Júl",22147.39,376505.67,44294.79,420800.46,0,0,0
"Regionálny operačný program","00312002 - Mesto Stará Turá","22110120117 - ZŠ Stará Turá",2007,"Júl",2011,"Marec",94789.8,1611426.54,189579.59,1801006.13,340750.3,40088.27,380838.57
"Regionálny operačný program","00312363 - Obec Dechtice","22110120076 - ZŠ Dechtice",2008,"Február",2010,"Apríl",18115.7,307966.83,36231.39,344198.22,240133.66,28251.02,268384.68
"Regionálny operačný program","00312398 - Obec Dolná Krupá","22110120287 - ZŠ s MŠ Dolná Krupá",2008,"Január",2010,"Júl",34601.22,588220.72,69202.43,657423.15,0,0,0
"Regionálny operačný program","00312461 - Obec Drahovce","22110120260 - ZŠ s MŠ Drahovce",2008,"Február",2010,"Jún",24219.39,411729.65,48438.78,460168.43,199693.84,23493.39,223187.23
"Regionálny operačný program","00312495 - Obec Dvorníky","22110120047 - ZŠ s MŠ Dvorníky",2008,"Apríl",2010,"Február",22997.69,390960.71,45995.38,436956.09,129684.3,15256.98,144941.28
"Regionálny operačný program","00312509 - Mesto Hlohovec","22110120053 - ZŠ M.R.Štefánika, Hlohovec",2008,"Apríl",2010,"Apríl",41074.27,698262.61,82148.54,780411.15,234836.72,27627.85,262464.57
"Regionálny operačný program","00312584 - obec Chtelnica","22110120275 - ZŠ Chtelnica",2008,"Máj",2010,"Marec",45044.94,765763.93,90089.87,855853.8,374182.5,44021.47,418203.97
"Regionálny operačný program","00312622 - obec Kátlovce","22110120141 - ZŠ s MŠ Kátlovce",2008,"Apríl",2010,"Máj",35816.16,608874.76,71632.32,680507.08,213631.9,25133.16,238765.06
"Regionálny operačný program","00312703 - Mesto Leopoldov","22110120142 - MŠ Leopoldov",2008,"Február",2010,"Máj",15836.36,269218.14,31672.72,300890.86,139657.69,16430.32,156088.01
"Regionálny operačný program","00312738 - Madunice","22110120221 - ZŠ a MŠ Madunice",2008,"Apríl",2010,"September",34320.62,583450.47,68641.23,652091.7,377540.61,44416.54,421957.15
"Regionálny operačný program","00312789 - Obec Moravany nad Váhom","22110120333 - ZŠ s MŠ Moravany n. V.",2008,"Marec",2010,"Jún",25163.91,427786.47,50327.82,478114.29,0,0,0
"Regionálny operačný program","00312916 - Rakovice","22110120271 - ZŠ a MŠ Rakovice",2008,"Jún",2011,"Jún",23526.84,399956.3,47053.69,447009.99,0,0,0
"Regionálny operačný program","00312941 - obec Ružindol","22110120137 - ZŠ s MŠ Ružindol",2007,"Jún",2010,"Júl",16094.38,273604.32,32188.74,305793.06,220316.8,25919.62,246236.42
"Regionálny operačný program","00313068 - obec Šúrovce","22110120166 - ZŠ s MŠ Šúrovce",2008,"December",2010,"August",22307.13,379221.25,44614.27,423835.52,346206.74,40730.21,386936.95
"Regionálny operačný program","00313181 - Obec Voderady","22110120204 - ZŠ s MŠ Voderady",2009,"Jún",2010,"Október",27128.2,461179.51,54256.41,515435.92,0,0,0
"Regionálny operačný program","00313190 - Mesto Vrbové","22110120153 - ZŠ Školská, Vrbové",2008,"Marec",2011,"Marec",25514.17,433740.87,51028.34,484769.21,0,0,0
"Regionálny operačný program","00313190 - Mesto Vrbové","22110120200 - MŠ Vrbové",2008,"Február",2010,"Máj",21660.43,368227.23,43320.85,411548.08,173329.6,20391.72,193721.32
"Regionálny operačný program","00313319 - Brezno","22110120147 - ZŠ Brezno",2007,"November",2010,"December",87466.53,1486931.01,174933.06,1661864.07,304417.11,35813.78,340230.89
"Regionálny operačný program","00313491 - Obec Brusno","22110120026 - ZŠ s MŠ Brusno",2008,"Február",2010,"Február",37809.49,642761.32,75618.98,718380.3,209802,24682.59,234484.59
"Regionálny operačný program","00313564 - Obec Ľubietová","22110120116 - ZŠ a MŠ Ľubietová",2008,"Február",2010,"Január",25100.69,426711.75,50201.39,476913.14,319877.34,37632.62,357509.96
"Regionálny operačný program","00313688 - Podbrezová","22110120123 - ZŠ Podbrezová",2008,"Máj",2010,"Máj",27415.85,466069.42,54831.7,520901.12,363882.37,42809.69,406692.06
"Regionálny operačný program","00313726 - obec Polomka","22110120066 - ZŠ Polomka",2008,"December",2010,"September",29388.45,499603.65,58776.9,558380.55,129386.48,15221.94,144608.42
