"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
26,"Anna Barons","Krustabaznīcas iela 11 K-21, Rīga, LV-1006","Dalība starptautiskā izstādē ""ABITARE IL TEMPO 2010""","Rīga",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Uzņēmuma projekta mērķis ir dalība starutuatiskajā interjera dizaina izstādē ""ABITARE IL TEMPO"" 2010. gada 16.-20.septembrī Veronā, Itālijā.",20924.11,10462.05,0,15,"www.annabarons.lv"
27,"Anna Barons","Krustabaznīcas iela 11K-21, Rīga, LV-1006","Dalība starptautiskā izstādē ""Mebel 2009""","Rīga",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Uzņēmums ""Anna Barons"" projekta ietvaros plāno piedalīties ar savu stendu starptautiskajā specializētajā izstādē ""Mebel 2009"", kas norisināsies 2009.gada 23.-27.novembrī Maskavā, Krievijā.",34950,17475,0,6,"www.annabarons.lv"
28,"Anna Barons","Krustabaznīcas iela 11 K-21, Rīga, LV-1006","Dalība starptautiskā izstādē ''Mebel 2010''","Rīga",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Uzņēmums ''Anna Barons'' ir dibināts 2005.gadā un nodarbojas ar augstākās klases mēbeļu un interjera priekšmetu izgatavošanu no augstvērtīgiem un dārgiem materiāliem. Uzņēmuma galvenais mērķtirgus ir Krievija, Itālija, Francija, Beļģija, Nīderlande un Luksemburga. Itālijā un Francijā darbojas produkcijas izplatīšanas pārstāvis.
 Uzņēmums koncentrējas uz nišas produktiem, un galvenā produkcijas priekšrocība ir augsta pievienotā vērtība, jo tiek ražotas nevis lētas tipveida mēbeles, kas pakļautas spēcīgai cenu konkurencei, bet gan inovatīvas mēbeles un aksesuāri. Papildus izstrādājumiem no unikālas kolekcijas ''Natural Living'', ko 2007.gadā radījuši profesionāli Latvijas dizaineri Mareks Birznieks un Ilze Kundziņa, uzņēmums ražo arī visaugstākajām prasībām atbilstošas individuālas mēbeles un aksesuārus pēc pasūtījuma. Ražotne aprīkota ar mūsdienīgām ražošanas iekārtām un pielāgota nelielām produkcijas partijām ar īpaši augstu kvalitāti.
 Projekta ietvaros uzņēmums plāno piedalīties ar savu stendu starptautiskajā specializētajā izstādē ''Mebel 2010'', kas norisināsies 2010.gada 22.-26.novembrī Maskavā, Krievijā.",32724,16362,0,17,"www.annabarons.lv"
29,"TOASTERS","Lambertu iela 34, Mārupes pagasts, Rīgas rajons, LV-2167","SIA ""TOASTERS"" ārējā mārketinga aktivitātes","Mārupes pagasts ",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2009.gadā uzņēmums plāno piedalīties starptautiskajā interjera priekšmetu un izstrādājumu izstādē ""MAISON&OBJET projekts"" Parīzē. Izstādes norise no 4.-8.septembrim, kopējā izstādes platība 165000m2, paredzami aptuveni  3460 dalībnieki, aptuveni 100000 apmeklētāju, kā arī 990 žurnālisti no visas pasaules.
 Izstādes ietvaros plānojam prezentēt savu jauno inovatīvo produktu ""Tears Off"" modulāro tapeti, kas ir radīta ar īpašu perforētu dizainu. Izplēšot no tapetēm raksta fragmentus, iespējams radīt unikālu sienas dizainu.",18763.31,9381.65,0,2,"www.znak-life.com"
30,"KRONUS","Rencēnu iela 6b, Rīga, LV-1073","SIA ''KRONUS'' dalība starptautiskajā izstādē ''FachPack 2009''","Rīga",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ''KRONUS'' ir dibināta 1995.gadā un pašreiz ir viens no lielākajiem palešu un palešu bortu ražotājiem Eiropā. Palešu un palešu bortu ražošanas apjoms sastāda aptuveni 85% no visa uzņēmuma apgrozījuma. Papildus uzņēmums nodarbojas ar lietotu palešu un palešu bortu uzpirkšanu, iznomāšanu, remontu, utilizāciju, kā arī kā ražošanas procesa blakusprodukts tiek ražotas arī skaidu briketes. Saviem klientiem uzņēmums spēj nodrošināt ap simts dažādu palešu veidu, tostarp ir gan standarta izmēra paletes, gan paletes, kuras izgatavotas pēc pasūtījumam nepieciešamiem nestandarta izmēriem un rasējumiem.
 Pasliktinoties ekonomiskajai situācijai, ir samazinājies preču pieprasījums Latvijā, kas tiešā mērā iespaido pieprasījumu pēc loģistikas un transportēšanas pakalpojumiem un tādējādi arī pēc preču transportēšanas iepakojuma, tādēļ, lai uzņēmums varētu sekmīgi turpināt savu saimniecisko darbību, ir nepieciešams apgūt jaunus, šobrīd aktīvākus noieta tirgus, kā arī nostiprināt pozīcijas jau esošajos. Kā instrumentu, lai sasniegtu šos mērķus SIA ''KRONUS'' ir izvēlējusies dalību starptautiskajā specializēto tehnoloģiju izstādē, materiālu un izejvielu iesaiņojumam ''FachPack 2009'', kas norisināsies no 2009.gada 29.septembra līdz 1.oktobrim Nirnbergā, Vācijā. Šī izstāde pēc tā dalībnieku un apmeklētāju skaita ir uzskatāma par vienu no lielākajām ikgadējām savas nozares izstādēm Rietumeiropā, kas paver plašas iespējas jaunu kontaktu dibināšanai ar potenciālajiem klientiem un sadarbības saišu nostiprināšanai ar jau esošajiem partneriem.",18904.79,9452.39,0,3,"www.kronus.eu"
31,"Fazer Amica","Druvas iela 2, Ogre, Ogres novads, Ogres rajons, LV-5001","SIA ""Fazer Amica"" ārējo tirgu apguves aktivitātes","Ogre ",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ""Fazer Amica"" 2009. un 2010.gadā veiks vairākas aktivitātes jaunu produkcijas noieta tirgu meklēšanai un  sadarbības partnerattiecību nodibināšanai. Plānots piedalīties četrās biedrības ""Rīgas Somu tirdzniecības ģilde"" organizētās tirdzniecības misijās uz Londonu, Amsterdamu, Helsinkiem un Stokholmu. Misiju ietvaros plānots tikties ar sadarbības partneriem, kas būtu ieinteresēti ""take away"" ēdienu tipa produkcijas izplatīšanā.
 Mārketinga aktivitātes ārvalstu tirgos sekmēs komercsabiedrības izaugsmi un produkcijas eksportspējas palielināšanos.",82200,41100,0,10,"www.fazergroup.com"
32,"Embedded Systems","Dārzciema iela 42, Rīga, LV-1035","SIA ''Embedded Systems'' ārējā mārketinga aktivitātes","Rīga",26/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Embedded Systems'' SIA ir Latvijas elektronikas produktu ražotājs un programnodrošinājumu izveidotājs. Uzņēmums orientējas uz eksporta ražošanu. Tas specializējas mikrodatoru un dažādu veidu elektronikas moduļu ražošanā, programnodrošinājumu izveidē, datoriekārtu darbības pārvaldīšanā, datu apstrādes, analīzes un glabāšanas nozarē. Jaunus klientus uzņēmums piesaista, piedaloties starptautiskajās izstādēs, kur prezentē jaunās tehnoloģijas, piemēram, datu vākšanā pēc attālinātas metodes bezvadu tīklā ar ZigBee - gudru sensoru tīklu, kuri komunicē savā starpā pēc speciāli izveidota programnodrošinājuma, izgudrojumus tādus kā ''KNX over ZigBee'' - ''Gudras mājas'' attālināta pārvaldīšana un kontrole, gatavus ieviešanai risinājumus, tādus kā sensoru tīkli, GPS autotransporta izsekošanas sistēmas, apkures kontroles sistēmas. Pateicoties ''Atklāto Avotu'' (Open Source) filozofijai, uzņēmums ir ļoti konkurētspējīgs Eiropas Savienības valstīs, kā arī ASV, Dienvidamerikas un citās valstīs. Informācijas tehnoloģiju izstāde Cebit ir viena no pasaules ietekmīgākajām, kuru apmeklē pārstāvji no 85 valstīm, kas no 2008.gadā sastāda apmēram 85 000 ieinteresētu nozares speciālisti. Šī projekta ietvaros ir plānots piedalīties divās izstādēs - Cebit2010, kura notiks 2010.gadā no 2. līdz 7.martam un Cebit 2011, kura notiks 2011.gadā no 1. līdz 6.martam.",20900,10450,0,20,"http://openrb.com"
33,"Rīgas tirdzniecības osta","Eksporta iela 15, Rīga, LV-1170","SIA ""Rīgas tirdzniecības osta"" ārējā mārketinga aktivitātes","Rīga",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Rīgas tirdzniecības osta 2009. un 2010.gadā plāno piedalīties šādās izstādēs/konferencēs un iepazīstināt potenciālos klientus ar saviem esošajiem pakalpojumiem:
 1) Kazahstānas starptautiskajā transporta un loģistikas izstādē ""Trans Kazahstan 2009"", 2009.gada 16.septembrī - 18.septembrī Almatijā, Kazahstānā. Šajā starptautiskajā transporta nozares izstādē ik gadus piedalās vairāk kā 100 uzņēmumu, pārstāvot visu transporta infrastruktūru un iekārtas.
 2) 6.starptautiskajā transporta un loģistikas Uzbekistānas izstādē Trans Uzbekistan 2009, 2009.gada 14.-16.oktobrī Taškentā, Uzbekistānā. Izstādi apmeklē lielākās reģiona loģistikas un transporta kompānijas, paredzēts, ka tajā būs pārstāvētas vismaz 10 valstis.
 3) starptautiskajā izstādē/konferencē Intermodal 2009, 2009.gada 3.-5.novembrī Valensijā, Spānijā. Intermodal izstāde ir pasaules lielākais kravu pārvadājumu sistēmu pasākums pasaulē.
 4) 15.starptautiskajā transporta un loģistikas izstādē/konferencē ""TransRussia 2010"", 2010.gada 20.-23.aprīlī Maskavā, Krievijā. TransRussia ir lielākais starptautiskais transporta industrijas pas;akums Krievijā un tās kaimiņvalstīs. 2008.gadā izstādē piedalījās vairāk kā 500 dalībnieku no gandrīz 30 valstīm.
 5) Kazahstānas starptautiskajā transporta un loģistikas izstādē ""Trans Kazakhstan 2010"", 2010.gada 15.septmbrī - 17.septembrī Astānā, Kazahstānā.
 6) 7.starptautiskajā transporta un loģistikas Uzbekistānas izstādē Trans Uzbekistan 2010, 2010.gada 13.-15.oktobrī Taškentā, Uzbekistānā.",50566.97,25283.48,0,16,"www.rto.lv"
34,"Rīgas ostas elevators","Andrejostas iela 14, Rīga, LV-1045","A/S ""Rīgas ostas elevators"" ārējā mārketinga aktivitātes","Rīga",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Starptautiskajā transporta nozares izstādē ik gadus piedalās vairāk kā 100 uzņēmumu, pārstāvot visu transporta infrastruktūru un iekārtas.
 2) 6.starptautiskajā transporta un loģistikas Uzbekistānas izstādē Trans Uzbekistan 2009, 2009.gada 14.-16.oktobrī Taškentā, Uzbekistānā. Izstādi apmeklē lielākās reģiona loģistikas un transporta kompānijas, paredzēts, ka tajā būs pārstāvētas vismaz 10 valstis.
 3) starptautiskajā izstādē/konferencē Intermodal 2009, 2009.gada 3.-5.novembrī Valensijā, Spānijā. Intermodal izstāde ir pasaules lielākais kravu pārvadājumu sistēmu pasākums pasaulē.
 4) 15.starptautiskajā transporta un loģistikas izstādē/konferencē ""TransRussia 2010"", 2010.gada 20.-23.aprīlī Maskavā, Krievijā. TransRussia ir lielākais starptautiskais transporta industrijas pasākums Krievijā un tās kaimiņvalstīs. 2008.gadā izstādē piedalījās vairāk kā 500 dalībnieku no gandrīz 30 valstīm.
 5) Kazahstānas starptautiskajā transporta un loģistikas izstādē ""Trans Kazahstan 2010"", 2010.gada 15.septembrī - 17.septembrī Astānā, Kazahstānā.
 6) 7.starptautiskajā transporta un loģistikas Uzbekistānas izstādē Trans Uzbekistan 2010, 2010.gada 13.-15.oktobrī Taškentā, Uzbekistānā.",51716.97,25858.48,0,15,"-"
35,"Baltijas tranzīta serviss","Andrejostas iela 14, Rīga, LV-1045","A/S ""BALTIJAS TRANZĪTA SERVISS"" ārējā mārketinga aktivitātes","Rīga",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Uzņēmums 2009. un 2010.gadā plāno piedalīties šādās izstādēs / konferencēs un iepazīstināt potenciālos klientus ar saviem esošajiem pakalpojumiem:
 1) Kazahstānas starptautiskajā transporta un loģistikas izstādē ""Trans Kazahstan 2009"", 2009.gada 16.septembrī - 18.septembrī Alamatijā, Kazahstānā. Šajā starptautiskajā transporta nozares izstādē ik gadus piedalās vairāk kā 100 uzņēmumu, pārstāvot visu transporta infrastruktūru un iekārtas.
 2) 6.starptautiskajā transporta un loģistikas Uzbekistānas izstādē Trans Uzbekistan 2009, 2009.gada 14.-16.oktobrī Taškentā, Uzbekistānā. Izstādi apmeklē lielākās reģiona loģistikas un transporta kompānijas, paredzēts, ka tajā būs pārstāvētas vismaz 10 valstis.
 3) starptautiskajā izstādē/konferencē Intermodal 2009, 2009.gada 3.-5.novembrī Valensijā, Spānijā. Intermodal izstāde ir pasaules lielākais kravu pārvadājumu sistēmu pasākums pasaulē.
 4) 15.starptautiskajā transporta un loģistikas izstādē/konferencē ""TransRussia 2010"", 2010.gada 20.-23.aprīlī Maskavā, Krievijā. TransRussia ir lielākais starptautiskais transporta industrijas pasākums Krievijā un tās kaimiņvalstīs. 2008.gadā izstādē piedalījās vairāk kā 500 dalībnieku no gandrīz 30 valstīm.
 5) Kazahstānas starptautiskajā transporta un loģistikas izstādē ""Trans Kazakhstan 2010"", 2010.gada 15.-17.septembrī Astanā, Kazahstānā.
 6) 7.starptautiskajā transporta un loģistikas Uzbekistānas izstādē Trans Uzbekistan 2010, 2010.gada 13.-15.oktobrī Taškentā, Uzbekistānā. ",50566.97,25283.48,0,16,"-"
36,"Rīgas pilsētas sabiedrība ar ierobežotu atbildību ""Latvijas - Krievijas kopuzņēmums ""Skonto - Metāls""""","Eksporta iela 15, Rīga, LV-1170","""Skonto-Metāls"" ārējā mārketinga aktivitātes","Rīga",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA „Rīgas pilsētas sabiedrība ar ierobežotu atbildību „Latvijas - Krievijas kopuzņēmums „Skonto – Metāls””” 2009. un 2010.gadā plāno piedalīties šādās izstādēs/konferencēs un iepazīstināt potenciālos klientus ar saviem esošajiem pakalpojumiem:
 1) Kazahstānas starptautiskajā transporta un loģistikas izstādē ""Trans Kazahstan 2009"", 2009.gada 16.septembrī - 18.septembrī Almatijā, Kazahstānā. Šajā starptautiskajā transporta nozares izstādē ik gadus piedalās vairāk kā 100 uzņēmumu, pārstāvot visu transporta infrastruktūru un iekārtas.
 2) 6.starptautiskajā transporta un loģistikas Uzbekistānas izstādē Trans Uzbekistan 2009, 2009.gada 14.-16.oktobrī Taškentā, Uzbekistānā. Izstādi apmeklē lielākās reģiona loģistikas un transporta kompānijas, paredzēts, ka tajā būs pārstāvētas vismaz 10 valstis.
 3) starptautiskajā izstādē/konferencē Intermodal 2009, 2009.gada 3.-5.novembrī Valensijā, Spānijā. Intermodal izstāde ir pasaules lielākais kravu pārvadājumu sistēmu pasākums pasaulē.
 4) 15.starptautiskajā transporta un loģistikas izstādē/konferencē ""TransRussia 2010"", 2010.gada 20.-23.aprīlī Maskavā, Krievijā. TransRussia ir lielākais starptautiskais transporta industrijas pas;akums Krievijā un tās kaimiņvalstīs. 2008.gadā izstādē piedalījās vairāk kā 500 dalībnieku no gandrīz 30 valstīm.
 5) Kazahstānas starptautiskajā transporta un loģistikas izstādē ""Trans Kazakhstan 2010"", 2010.gada 15.septmbrī - 17.septembrī Astānā, Kazahstānā.
 6) 7.starptautiskajā transporta un loģistikas Uzbekistānas izstādē Trans Uzbekistan 2010, 2010.gada 13.-15.oktobrī Taškentā, Uzbekistānā.",50566.97,25283.48,0,16,"-"
37,"Horus Laboratory","Vīlandes iela 6-1, Rīga, LV-1010","SIA ''Horus Laboratory'' ārējā mārketinga aktivitātes","Rīga",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ''Horus Laboratory'' ir dibināts 2007.gadā un pašlaik nodarbojas ar šādu pakalpojumu sniegšanu:
 1) aerotermogrāfija - zemes virsmas skanēšana 8-14mkm spektrā izmantojot augstas radiometriskās un telpiskās izšķirtspējas aerotermoskanēšanas sistēmas vai arī gatavu termokaršu apstrāde un interpretācija ar mērķi kvalitatīvi izvērtēt siltumsaimniecību  siltumtrašu izolācijas stāvokli, noteikt precīzu trašu ģeogrāfisko novietojumu un avārijas vietas. Šai metodei ir arī citi pielietojumi, kā jumtu stāvokļa diagnostika, termiskā piesārņojuma diagnostika, slēpto ugunsgrēku izcelšanās vietu atklāšana, naftas produktu noplūdes vietas diagnostika, augsnes mitruma anomāliju noteikšana - šie pielietojumi tiek attīstīti un virzīti tirgū.
 2) termogrāfija - tālā infrasarkanā spektra attēla veidošana, izmantojot īrētas termokameras ar mērķi izvērtēt ēku konstrukciju siltumnoturību.
 3) energoauditu veikšana - ēkas apsekošana un datu analīze ar mērķi noteikt enerģijas plūsmu ēkā un finansiāli izvērtēt enerģijas taupīšanas iespējas.
 Lai veicinātu aerotermogrāfijas pakalpojumu eksportu uzņēmums plāno piedalīties izstādēs Eiropas Savienībā un LIAA organizētajās tiešajās vizītēs.",7256,3628,0,7,"www.horuslab.eu"
38,"Aerodium","LGK atrakcijas, Sigulda, Siguldas novads, LV-2150","SIA ''Aerodium'' dalība starptautiskās izstādēs","Sigulda",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2009.-2011.gadā uzņēmums plāno piedalīties ar saviem ražotajiem vertikālajiem vēja tuneļiem vairākās izstādēs:
 1) dalība International Paris Air Show - Le Bourget - 2009, 15.jūnijā - 21.jūnijā, 2009, Parīzē, Francijā.
 2) dalība Euro Attractions Show 2009, 30.septembrī-02.oktobrī 2009, Amsterdamā, Nīderlandē.
 3) dalība IAAPA Attractions Expo 2009, kas notiks 2009.gada 16.-20.novembrim Lasvegasā, ASV.
 4) dalība Integrated Systems Europe 2010, kas notiks 2010.gada 02.-04.februārī, Amsterdamā, Nīderlandē.
 5) dalība Sofex Jordan 2010, kas notiks 2010.gada 10.maijā - 13.maijā Ammānā, Jordānijā.",75780.71,37890.35,0,10,"www.aerodium.lv"
39,"ENMAR","Jūras iela 62a, Engures pagasts, Engures novads, LV-3113","Sabiedrības ar ierobežotu atbildību ""ENMAR"" ārējā mārketinga aktivitātes Eiropā","Engures pagasts",26/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2009.gadā uzņēmums plāno šādas ārējā mārketinga aktivitātes Eiropā:
 1)Dalība izstādē HISWA in-water Boat Show 2009, no 1.-6.septembrim, IJmuiden, Holandē. SIA ""ENMAR"" izstādē prezentēs savu pirmo ražoto katamarānu ""Ambercat-210"";
 2)Dalība Southampton Boat Show 2009 no 11.-20.septembrim, Southampton, Anglijā. SIA ""ENMAR"" izstādē prezentēs savu pirmo ražoto katamarānu ""Ambercat-200"";
 3)Dalība laivu izstādē ""GRAND PAVOIS INTERNATIONAL ON-WATER BOAT SHOW 2009"" no 23.-28.septembrim, La Rochelle, Grand Pavois, Francijā. SIA ""ENMAR"" izstādē prezentēs savu pirmo ražoto katamarānu ""Ambercat-210"".",81947.64,40973.82,0,1,"www.enmar.lv"
40,"Vispool","""Rožlejas"", Olaines pagasts, Olaines novads, LV-2127","SIA ""Vispool"" ārējā mārketinga aktivitāte - starptautiskajā izstādē ""MosBuild 2010"", Krievija","Olaines pagasts",26/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2010.gadā uzņēmums plāno piedalīties starptautiskajā santehnikas un vannas istabu interjera izstādē MOSBUILD 2010, kas norisināsies no 2010.gada 6.-9.aprīlim, Maskavā, Krievijā. Izstādē uzņēmums piedalīsies ar jau esošo, kā arī jauno produkciju klāstu. Pateicoties starptautiskajai izstādei, tirgū tiks virzīts jauns produkts - klozetpodi un bidē, kas radīts pēdējo trīs gadu laikā un ir uzsākta šīs produkcijas ražošana.",22977.58,11488.79,0,9,"www.vispool.lv"
41,"Vispool","""Rožlejas"", Olaines pagasts, Olaines novads, LV-2127","SIA ""Vispool"" ārējā mārketinga aktivitāte - dalība starptautiskajā izstādē ""Cersaie 2010"", Itālija","Olaines pagasts",26/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2010.gadā uzņēmums plāno piedalīties starptautiskajā keramikas un flīžu izstādē CERSAIE 2010, kas norisināsies no 2010.gada 28.septembra līdz 2.oktobrim, Boloņā, Itālijā. Izstādē uzņēmums piedalīsies ar jau esošo, kā arī jauno produkciju klāstu. Pateicoties starptautiskajai izstādei, tirgū tiks virzīts jauns produkts - klozetpodi un bidē, kas radīts pēdējo trīs gadu laikā un ir uzsākta šīs produkcijas ražošana.",18314.62,9157.31,0,14,"www.vispool.lv"
42,"Kleita","Andrejostas iela 4-10, Rīga, LV-1045","Keitas modes Parīzē","Rīga",22/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","2009.gadā uzņēmums plāno sekojošu ārējo tirgu PGŪŠANAS AKTIVITĀTI:
 1) fonda projekta ietvaros, SIA ""Kleita"" piedalīsies - Starptautiskajā Modes Dizaina izstādē, 1.-8.oktobrī, 2009., Parīzes Modes nedēļas ietvaros, Parīzē, Francijā. Izstādes laikā SIA ""Kleita"" prezentēs jauno 2010.gada pavasara/vasaras kolekciju, kuru dizainējusi modes dizainere Keita.",13835.7,6917.85,0,15,"www.030470.com"
43,"Angel Glass Design","Andrejostas iela 6, Rīga, LV-1045","SIA ""Angel Glass Design"" ārējā mārketinga aktivitātes","Rīga",26/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","SIA ""Angel Glass Design"" šobrīd tiek izstrādāti jauni produkti - stikla un kristāla trauki ar īpašiem pārklājumiem un krāsām. 
 Lai veiksmīgi virzītu tirgū jauno produktu, uzņēmums plāno veikt aktīvu produkta atpazīstamības un mārketinga kampaņu, piedaloties šādās izstādēs: Interior Lifestyle (Tokija, Japāna) 2009.gada jūnijs; 2010.gada jūnijs; Maison de Objet (Parīze, Francija) 2009.gada septembris un 2010.gada septembris; Ambiente (Frakfurte, Vācija) 2010.gada februārus un 2011.gada februāris.",49740,22333.25,0,19,"www.angel.lv"
44,"Platforma Rekords","Dignājas iela 2, Rīga, LV-1004","SIA ''Platforma Rekords'' ārējā mārketinga aktivitātes ","Rīga",29/05/2009,"Ārējo tirgu apgūšana - ārējais mārketings","Projekta ietvaros SIA ''Platforma Rekords'' piedalīsies starptautiskā mūzikas nozares izstādē ''POPKOMM - The International Music Business Market'', kas norisināsies 2009.gada 16.-18.septembrī Berlīnē, Vācijā.
 Projekta ietvaros SIA ''Platforma Rekords'' piedalīsies starptautiskā izstādē ''MIDEM - The World's Music Market'', kas norisināsies 2010.gada 24.-27.janvārī Kannās, Francijā.",20205.15,10102.57,0,7,"www.platformamusic.lv"
