"Nr.p.k.","Finansējuma saņēmējs","Finansējuma saņēmēja juridiskā adrese","Projekta nosaukums","Īstenošanas vieta","Projekta apstiprināšanas datums","Darbības programmas aktivitāte","Kopsavilkums par projekta ietvaros veicamajām darbībām","Projekta kopējās attiecināmās izmaksas","Attiecināmais SF finansējums","Attiecināmais VB finansējums","Projekta īstenošanas laiks (mēn.)","Mājas lapas adrese"
96,"LK projektu grupa","Muitas iela 3e, Daugavpils, LV-5403","Projektēšanas biroja izveidošana Līvānos","Līvāni",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir paplašināt uzņēmumu ar mērķi palielināt SIA „LK projektu grupa” kopējo uzņēmuma netto apgrozījumu. Projekta ietvaros uzņēmums plāno Līvānu birojā izveidot 5 projektētāju darbavietas. Vienas darbavietas sastāvā būs viens piezīmju dators aprīkots ar specializētajām projektēšanas programmām. Līvānu birojs tiks aprīkots arī ar Internet pieslēgumu un ploteri.","31,812.37","12,724.94",0.00,12,
97,"APES KOKS","""Tiltacikuži"", Apes lauku teritorija, Ape ar lauku teritoriju, Alūksnes rajons, LV-4337","Jaunu kokapstrādes iekārtu iegāde","Apes lauku teritorija",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA ""Apes koks"" nodarbojas ar koka guļbūvju izgatavošanu un koka taras materiālu ražošanu. Projekta mērķis ir paaugstināt ražošanas efektivitāti, produkta konkurētspēju tirgū, palielināt apgrozījumu un darba algu palielināšanu un atvieglot darbu personālam. Projekta ietvaros tiks iegādāts jauns guļbaļķu sagatavju kalibrēšanas darbgalds, koka detaļu piegriešanai jauns formātzāģis, koka brusu saskaldīšanai jauns daudzgalvu lentzāģis, jauns lentzāģu asināmais, jauna skaidu nosūkšanas sistēma.","47,148.00","18,859.20",0,6,"www.ape.lv"
98,"Eco Build Latvia","Raiņa iela 11-37, Lielvārde, Lielvārdes novads, Ogres rajons, LV-5070","Koka paneļu māju ražošanas uzsākšana","Valka ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks iegādāta koka paneļu māju ražošanai nepieciešamā tehnika un aprīkojums, kā arī tiks veikta ražošanas telpu vienkāršota rekonstrukcija.
Projekta mērķis ir uzsākt koka paneļu māju ražošanu, ievērojami izmantot uzņēmuma pašreizējo darbību, un nākotnē kļūt par vienu no lielākajiem koka paneļu māju piegādātājiem Lielbritānijas tirgū.","190,636.40","68,247.83",0,22,
99,"ALMO HARDWOOD","Apes iela 4, Alūksne, Alūksnes rajons, LV-4301","Ražošanas paplašināšana un produkcijas dažādošana AS ""ALMO HARDWOOD""","Alsviķu pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir veikt kokapstrādes ražotnes modernizāciju, ar mērķi palielināt ražošanas jaudu, samazināt produkcijas pašizmaksu un palielināt uzņēmuma produkcijas konkurētspēju.
Projekta gaitā plānots veikt 3 galvenās aktivitātes:
1)iegādāties un uzstādīt optimizācijas daudzripzāģmašīnu, 
2)papildus iegādāties un uzstādīt divas konvekcijas tipa koksnes žāvēšanas kameras ar žūšanas procesa automatizētu vadību un laboratoriju koksnes materiālu kvalitātes testēšanai, 
3)veikt esošās kokmateriālu kaltes ēkas vienkāršoto rekonstrukciju, pārveidojot to par sauso zāģmateriālu noliktavu un izbūvēt koksnes materiālu kvalitātes testēšanas telpu, kā arī rekonstruēt iekārtu automatizētās vadības kontroles telpu.","170,107.00","68,042.80",0,23,
100,"SKUJA AD","Alberta iela 9-5, Rīga, LV-1010","Modernizēta koksnes žāvēšanas cikla izveidošana","Rankas pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir moderna, kvalitatīva, efektīva koksnes žāvēšanas procesa izveide uzņēmumā, kas būs par pamatu tālāko koksnes pārstrādes procesu realizēšanai.
Projekts tiks realizēts izveidojot modernu koksnes žāvēšanas ciklu, kas sastāv no kurināmā materiāla (šķeldas, skaidas, mizas) uzglabāšanas kameras, automatizēta apkures katla, kur kā kurināmais tiek izmantoti koksnes pārstrādes atkritumi un žāvēšanas kamerām. Žāvēšanas process kamerās tiek nodrošināts automātiski ar programmatūras palīdzību.","120,000.00","48,000.00",0,24,"www.skujaad.lv"
101,"Kurzemes finieris","Meistaru iela 1, Kuldīga, Kuldīgas rajons, LV-3301","Finierkluču hidrotermiskās apstrādes baseinu rekonstrukcija","Kuldīga ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks rekonstruēti 2 finierkluču hidrotermiskās apstrādes baseini, kas atrodas SIA „Kurzemes finieris” īpašumā esošajā ražotnes teritorijā. Projekta ietvaros tiks demontētas esošo baseinu paliekas un to vietā izbūvēti jauni baseini, kas aprīkoti ar tvaika padeves un kondensāta uztveršanas sistēmām.
Projekta mērķis ir nodrošināt uzņēmumā nepieciešamo finierkluču apstrādes apjomu, rekonstruējot divus finierkluču hidrotermiskās apstrādes baseinus, to darbībai izmantojot videi saudzējošu tehnoloģiju – tādējādi arī nodrošinot pārējo ražošanas iekārtu efektīvu darbību.","159,109.79","62,800.63",0,20,
102,"Guno M","Vienības 24, Druva, Saldus pagasts, Saldus rajons, LV-3862","Grodu ražotnes izveide","Zvārdes pagasts ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir izveidot modernu grodu ražotni, turpinot jau uzsākto uzņēmuma attīstību par ražojošu uzņēmumu. Nodrošināt reģiona pieprasījumu pēc kvalitatīvas aku grodu, grodu vāku un pamatņu produkcijas.
Projekta īstenošanas laikā tiks izveidota moderna aku grodu ražotne ar ražošanas procesam nepieciešamo infrastruktūru.","208,712.23","69,981.21",0,24,
103,"FilmARTery","Kristapa iela 3-4, Rīga, LV-1046","Kino un video attēla datu apstrādes iekārtu iegāde","Kalnciems ",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta mērķis ir veicināt Latvijā un Baltijā saražoto materiālu ilgtspējīgu attīstību un konkurētspēju starptautiskā mērogā, radot pozitīvu impulsu Latvijas kino nozares attīstībai, filmu ražošanu ar augstu pievienoto vērtību.
Projekta ietvaros SIA „FlmARTery” plāno iegādāties Kino un video attēla datu apstrādes iekārtu. Plānots šo iekārtu iegādāties no konkursa ietvaros izvēlēta pretendenta, kas nokomplektēs sistēmu ar visām tajā obligāti ietilpstošajām sastāvdaļām, kā arī veiks iekārtas uzstādīšanu, apmācības kursu, regulāru tehnisko apkopi un pastāvīgas izmaiņu iespējas.","175,700.00","70,000.00",0,6,
104,"Rūtas Eglītes ģimenes ārsta prakse","Smilšu iela 22, Kuldīga, Kuldīgas rajons, LV-3301","SIA ""Rūtas Eglītes ģimenes ārsta prakse"" pakalpojumu dažādošana","Kuldīga ",07/11/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA ""Rūtas Eglītes ģimenes ārsta prakse"" nodarbojas ar ģimenes ārsta pakalpojumu sniegšanu pacientiem, vakcināciju, arodpatologa konsultācijām, klīnisko pētījumu veikšanu un ir sertificēta Veselības statistikas un medicīnas tehnoloģiju valsts aģentūrā. Projekta mērķis ir uzsākt plaša spektra ultrasonogrāfijas izmeklējumu pakalpojumu sniegšanu Kuldīgā. Projekta ietvaros tiks iegādātas divas jaunas augstākās klases ultrasonogrāfijas iekārtas dažādu izmeklējumu veikšanai. Īstenojot projektu tiks uzsākta ultrasonogrāfijas izmeklējumu pakalpojumu sniegšana.",186000,69991.8,0,18,
105,"Vizuālā diagnostika","Smilšu iela 22, Kuldīga, Kuldīgas rajons, LV-3301","SIA ""Vizuālā diagnostika"" darbības paplašināšana","Gulbene ",07/11/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","SIA ""Vizuālā diagnostika"" piedāvā medicīniskās izmeklēšanas pakalpojumus Valmieras un Gulbenes slimnīcā. Projekta ietvaros tiks iegādāta jauna magnētiskās rezonanses iekārta ar mērķi paplašināt uzņēmuma darbību Gulbenē un tās apkārtnē. Projekta īstenošanas rezultātā tiks sniegti magnētiskās rezonanses izmeklējumu pakalpojumi veselības punktā Gulbenē.",285000,69996,0,11,
106,"Paozoli","Daugavpils iela 44, Līvāni, Līvānu novads, Preiļu rajons, LV-5316","Betona bruģa izstrādājumu ražotnes izveide Līvānos","Līvāni",22/05/2008,"Atbalsts ieguldījumiem sīko un mazo komersantu attīstībā īpaši atbalstāmajās teritorijās","Projekta ietvaros tiks veikta uzņēmuma īpašumā esošās ēkas rekonstrukcija, sagatavojot telpas ražošanas procesa vajadzībām. Tiks iegādātas, uzstādītas un nodotas ekspluatācijā iekārtas. Tiks pieņemti un apmācīti darbam ar iekārtām darbinieki.
Projekta mērķis ir uzsākt un attīstīt bruģa izstrādājumu ražošanu, attīstot uzņēmuma darbību ražošanas nozarē un palielinot apgrozījumu.
",470782.61,70000,0,18,
