"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO",,
"G.M. MULTI SPORT, SL","Mejorar la empleabilidad de las personas desempleadas","2012,83",,
"G.M. TEJERINA SL","Mejorar la empleabilidad de las personas desempleadas","2931,05",,
"G.M.CHAMORRO Y CABANILLAS SL","Mejorar la empleabilidad de las personas desempleadas",1900,,
"G.M.V., AEROSPACE AND DEFENCE, S.A.","Mejorar la empleabilidad de las personas desempleadas","2008,31",,
"G.N. MANAGEMENT SERVICES SL","Mejorar la empleabilidad de las personas desempleadas","104,47",,
"G.O.C., SA","Mejorar la empleabilidad de las personas desempleadas","625,65",,
"G.P. GRUPO PRISMA 1997, SL","Mejorar la empleabilidad de las personas desempleadas","136,91",,
"G.P. PERSSA M SL","Mejorar la empleabilidad de las personas desempleadas","1736,63",,
"G.P.G. ASESORES, SL","Mejorar la empleabilidad de las personas desempleadas",1900,,
"G.P.L. GABINETE DE PREVENCION LABORAL","Mejorar la empleabilidad de las personas desempleadas","886,58",,
"G.P.L. LIMPIEZAS, SL","Mejorar la empleabilidad delas personas desempleadas","18097,43",,
"G.P.NOR TASACIONES SL","Mejorar la empleabilidad delas personas desempleadas",200,,
"G.P.O. NUEVOS MERCADOS, S.L.","Mejorar la empleabilidad delas personas desempleadas","1199,92",,
"G.R DIRECTRICES DE EMPRESA, S.L.","Mejorar la empleabilidad delas personas desempleadas","1096,41",,
"G.R EXPODISENO SUR S.L","Mejorar la empleabilidad delas personas desempleadas","1215,92",,
"G.R. AUDITORES, SL","Mejorar la empleabilidad delas personas desempleadas","456,82",,
"G.R.A. HEMISFERIO DE ACTIVIDADES MULTIMEDIA, S.L.","Mejorar la empleabilidad delas personas desempleadas","1186,73",,
"G.R.M. ASISTENCIA SL","Mejorar la empleabilidad delas personas desempleadas","1792,84",,
"G.R.U.P.O. ALCANTARA, CASTRO Y PLAZA, S.L.","Mejorar la empleabilidad delas personas desempleadas","1171,29",,
"G.S. CASA ASESORAMIENTO FINANCIERO,S.L.","Mejorar la empleabilidad delas personas desempleadas","613,75",,
"G.S. CASA ASESORAMIENTO Y DESARROLLO","Mejorar la empleabilidad delas personas desempleadas","646,62",,
"G.S. MELITA SL","Mejorar la empleabilidad delas personas desempleadas","2560,44",,
"G.S. SERVICIOS AL ASCENSOR, S.L.","Mejorar la empleabilidad delas personas desempleadas","1705,53",,
"G.S.A. CINCUENTA & CINCO SL","Mejorar la empleabilidad delas personas desempleadas","635,69",,
"G.S.C. COMPANIA GENERAL SE SERVICIOS Y CONSTRUCCION , S","Mejorar la empleabilidad delas personas desempleadas","1350,43",,
"G.S.DECO 2007","Mejorar la empleabilidad delas personas desempleadas","259,94",,
"G.S.E.INTERNACIONAL-2 SL","Mejorar la empleabilidad delas personas desempleadas","365,55",,
"G.S.G.CONSULTORS VALENCIANS SL","Mejorar la empleabilidad delas personas desempleadas","490,47",,
"G.S.I. RASENA, S.L.","Mejorar la empleabilidad delas personas desempleadas","495,3",,
"G.S.I.S. (GRUP SERVEIS INICIATIVA SOCIAL), SCCL","Mejorar la empleabilidad delas personas desempleadas","223,21",,
"G.S.M. BAHIA SL","Mejorar la empleabilidad delas personas desempleadas","9699,2",,
"G.S.M.SERVICIOS INFORMATICOS CB","Mejorar la empleabilidad delas personas desempleadas",1000,,
"G.T.2002,S.L.","Mejorar la empleabilidad delas personas desempleadas","1009,28",,
"G.T.A. BUSINESS CENTER, SL","Mejorar la empleabilidad delas personas desempleadas",59,,
"G.T.A. CONTABILIDAD RUBI, SL","Mejorar la empleabilidad delas personas desempleadas","656,35",,
"G.T.B. CARD HISPANIA,S.L.","Mejorar la empleabilidad delas personas desempleadas",900,,
"G.T.G. INGENIEROS, SL","Mejorar la empleabilidad delas personas desempleadas","953,28",,
"G.T.I. GESTION DE TRANSACCIONES INMOBILIARIAS, SL","Mejorar la empleabilidad delas personas desempleadas","786,18",,
"G.V. ELECTROTECNIA, C.B.","Mejorar la empleabilidad delas personas desempleadas","113,24",,
"G.V.S. CAMP, S.L.","Mejorar la empleabilidad delas personas desempleadas",525,,
"G.V.S. CARTOGRAFIA Y SERVICIOS SL","Mejorar la empleabilidad delas personas desempleadas","666,7",,
"G.VEGA FERNANDEZ;R. FERNANDEZ GONZALEZ, S.C.","Mejorar la empleabilidad delas personas desempleadas","481,64",,
"G&A TECNICA-ASESORES, SLP","Mejorar la empleabilidad delas personas desempleadas","63,72",,
"G&G AGROPECUARIOS SL","Mejorar la empleabilidad de las personas desempleadas","808,85",,
"G&L TRAINING GROUP SL","Mejorar la empleabilidad de las personas desempleadas","283,32",,
"G1BELETA SA","Mejorar la empleabilidad delas personas desempleadas",1425,,
"G2 CONTRATAS AUXILIARES, SL","Mejorar la empleabilidad delas personas desempleadas","5798,54",,
"G2 FLEXODIGITAL, S.L.","Mejorar la empleabilidad delas personas desempleadas","126,61",,
"G2 OFICINA TECNICA APAREJADORES, S.L.","Mejorar la empleabilidad delas personas desempleadas","899,54",,
"G2, COM.B.","Mejorar la empleabilidad delas personas desempleadas","237,27",,
"G3 DESENVOLUPAMENT TERRITORIAL SL.","Mejorar la empleabilidad delas personas desempleadas","1266,73",,
"G4 EXCAVACIONES S.C.P.","Mejorar la empleabilidad delas personas desempleadas","101,51",,
"GA ECONOMISTAS ASESORES SL","Mejorar la empleabilidad delas personas desempleadas","129,8",,
"GAARAY CONSULTORES, S.L.","Mejorar la empleabilidad delas personas desempleadas","115,51",,
"GAB OVIEDO, SL","Mejorar la empleabilidad delas personas desempleadas","699,98",,
"GAB.ASE. CENTRO S.L.","Mejorar la empleabilidad delas personas desempleadas","2541,6",,
"GABACE SA","Mejorar la empleabilidad delas personas desempleadas","1296,47",,
"GABADI SL","Mejorar la empleabilidad delas personas desempleadas","2811,98",,
"GABALDON AUTOMOVILES S.L.","Mejorar la empleabilidad delas personas desempleadas","80,06",,
"GABANA ESTILISTAS SL","Mejorar la empleabilidad delas personas desempleadas","566,64",,
"GABANDE LOGISTICA,SL","Mejorar la empleabilidad delas personas desempleadas","1649,86",,
"GABAO MARTINEZ CB","Mejorar la empleabilidad delas personas desempleadas","750,72",,
"GABARRO SA","Mejorar la empleabilidad delas personas desempleadas","9405,67",,
"GABARRON-MONTORO, S.L.","Mejorar la empleabilidad delas personas desempleadas","309,89",,
"GABATAN SA","Mejorar la empleabilidad delas personas desempleadas","771,93",,
"GABBANA PUCELANA 2006, S.L.","Mejorar la empleabilidad delas personas desempleadas","3642,33",,
"GABE AND WINE,S.L.","Mejorar la empleabilidad delas personas desempleadas","273,16",,
"GABERNA SL","Mejorar la empleabilidad delas personas desempleadas","637,47",,
"GABICAD SL","Mejorar la empleabilidad delas personas desempleadas",300,,
"GABIFOR, SL","Mejorar la empleabilidad delas personas desempleadas",1900,,
"GABILONDO SL","Mejorar la empleabilidad delas personas desempleadas","1847,47",,
"GABIMEDI SL","Mejorar la empleabilidad delas personas desempleadas","839,96",,
"GABIMER SDAD COOP ANDALUZA","Mejorar la empleabilidad delas personas desempleadas","730,32",,
"GABINET A LUIS I ASSOCIATS SA","Mejorar la empleabilidad delas personas desempleadas","1250,97",,
"GABINET ALMEDA ADVOCADES ASSOCIADES, SLL","Mejorar la empleabilidad delas personas desempleadas","121,02",,
"GABINET ASSESSOR ALT CAMP, SL","Mejorar la empleabilidad delas personas desempleadas","677,59",,
"GABINET ASSESSOR D. ROVIRA, SL","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"GABINET ASSESSOR EMPRESARIAL, SL","Mejorar la empleabilidad delas personas desempleadas","2473,22",,
"GABINET ASSESSORAMENT GRANOLLERS, SL","Mejorar la empleabilidad delas personas desempleadas","4143,51",,
"GABINET AT, SL","Mejorar la empleabilidad delas personas desempleadas","1315,61",,
"GABINET CASAS OBON, SL","Mejorar la empleabilidad delas personas desempleadas","498,14",,
"GABINET CASAS, SL","Mejorar la empleabilidad delas personas desempleadas","372,5",,
"GABINET COMPTEX, SL","Mejorar la empleabilidad delas personas desempleadas",1275,,
"GABINET D ANALISI AMBIENTAL I TERRITORIAL, SL.","Mejorar la empleabilidad delas personas desempleadas","506,4",,
"GABINET D ASSESSORAMENT CASTELLA SL","Mejorar la empleabilidad delas personas desempleadas","737,81",,
"GABINET D ASSESSORAMENT I GESTIO DE BARCELONA, SL","Mejorar la empleabilidad delas personas desempleadas","2174,5",,
"GABINET D ASSESSORAMENT I GESTIO, SCCL","Mejorar la empleabilidad delas personas desempleadas","1489,91",,
"GABINET D ASSESSORIA I CONSULTORIA D EMPRESES EGARA, SL","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"GABINET D ESTUDIS I FORMACIN I ASSESSORAMENT, SL","Mejorar la empleabilidad delas personas desempleadas","1212,01",,
"GABINET D ESTUDIS JURIDICS VERDAGUER & VALLES, SRL","Mejorar la empleabilidad delas personas desempleadas","904,23",,
"GABINET D ESTUDIS TECNICS SERGI CRUZ SL.","Mejorar la empleabilidad delas personas desempleadas","1593,14",,
"GABINET DALMAU-ASSESSORIA D EMPRESES, SL","Mejorar la empleabilidad delas personas desempleadas","1289,1",,
"GABINET DE COMUNICACIO I GESTIO DE PROJECTES SL","Mejorar la empleabilidad delas personas desempleadas","104,45",,
"GABINET DE DIAGNOSTIC I TRACTAMENT NEUROLOGIC G.D.N., S","Mejorar la empleabilidad delas personas desempleadas","132,19",,
"GABINET DE GESTIONS BAYES, SL","Mejorar la empleabilidad delas personas desempleadas","1091,68",,
"GABINET DE SERVICIOS EUROPEOS 2003 SL","Mejorar la empleabilidad delas personas desempleadas","2317,57",,
"GABINET DIAGONAL, SL","Mejorar la empleabilidad delas personas desempleadas","886,58",,
"GABINET DISSENY GRAFIC SL","Mejorar la empleabilidad delas personas desempleadas","673,36",,
"GABINET DNOSTEOPATIA I KINESIOLOGIA, SL","Mejorar la empleabilidad delas personas desempleadas","750,78",,
"GABINET EMPRESARIAL SABADELL SL","Mejorar la empleabilidad delas personas desempleadas","847,54",,
"GABINET EURO-FISCAL, SA","Mejorar la empleabilidad delas personas desempleadas","28,86",,
"GABINET FORNELLS, SL","Mejorar la empleabilidad delas personas desempleadas","306,95",,
"GABINET GUELL, SL","Mejorar la empleabilidad delas personas desempleadas","621,71",,
"GABINET INTEGRAL MEDI AMBIENT 4R,S.L.( EN CONSTITUCION)","Mejorar la empleabilidad delas personas desempleadas",95,,
"GABINET JJ & A, SL","Mejorar la empleabilidad delas personas desempleadas","545,19",,
"GABINET JM. TEIXIDO SLU","Mejorar la empleabilidad delas personas desempleadas","5098,37",,
"GABINET JURIDIC GALLARDO I ASSOCIATS, SL","Mejorar la empleabilidad delas personas desempleadas","231,37",,
"GABINET LABORAL BELINCHON, SL","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"GABINET LLADO SL","Mejorar la empleabilidad delas personas desempleadas","2312,76",,
"GABINET MACHO, SL","Mejorar la empleabilidad delas personas desempleadas","721,89",,
"GABINET PEREZ-MECA D ASSESSORAMENT I GESTIO, SL","Mejorar la empleabilidad delas personas desempleadas","993,13",,
"GABINET PERICIAL DE RISCOS I VALORACIONS","Mejorar la empleabilidad delas personas desempleadas","44,25",,
"GABINET PERMAR, SL","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"GABINET TECNIC AVANT, S.L.","Mejorar la empleabilidad delas personas desempleadas",1900,,
"GABINET TECNIC DE LA CONSTUCCIO GTC SL","Mejorar la empleabilidad delas personas desempleadas","1204,11",,
"GABINET TECNIC PERICIAL SOCIETAT LIMITADA DE PERITACION","Mejorar la empleabilidad delas personas desempleadas","483,37",,
"GABINET TECNIC SANCHEZ ROSELLO, SL","Mejorar la empleabilidad delas personas desempleadas",1900,,
"GABINET TECNIC TRIBUTARI, SL","Mejorar la empleabilidad delas personas desempleadas","738,32",,
"GABINET TERMAL I D ESTETICA SANT JUST, SL","Mejorar la empleabilidad delas personas desempleadas","666,6",,
"GABINET TRAMITS, SL","Mejorar la empleabilidad delas personas desempleadas","876,52",,
"GABINET TRIADAE, SL","Mejorar la empleabilidad delas personas desempleadas","901,23",,
"GABINET VIVES SL","Mejorar la empleabilidad delas personas desempleadas","379,92",,
"GABINETDE COMUNICACIO VISUAL, S.L.","Mejorar la empleabilidad delas personas desempleadas","615,13",,
"GABINETE A.G.S., SL","Mejorar la empleabilidad delas personas desempleadas","341,4",,
"GABINETE A3 ASESORES CONSULTORES SA","Mejorar la empleabilidad delas personas desempleadas","925,63",,
"GABINETE ADMINISTRATIVO CERRADA SL","Mejorar la empleabilidad delas personas desempleadas","1201,72",,
"GABINETE AFIMA,SL","Mejorar la empleabilidad delas personas desempleadas","328,06",,
"GABINETE AIDAC SLP","Mejorar la empleabilidad delas personas desempleadas","2,52",,
"GABINETE ALPI, SL","Mejorar la empleabilidad delas personas desempleadas","332,02",,
"GABINETE ASEGURADOR AXA J.C., SL","Mejorar la empleabilidad delas personas desempleadas","212,48",,
"GABINETE ASESOR ESPECIALIZADO SL","Mejorar la empleabilidad delas personas desempleadas","1130,89",,
"GABINETE ASESOR EUROGESTIO, SL","Mejorar la empleabilidad delas personas desempleadas","4751,39",,
"GABINETE ASESOR FERNANDEZ, SL","Mejorar la empleabilidad delas personas desempleadas","1725,77",,
"GABINETE ASESOR GESCON SL","Mejorar la empleabilidad delas personas desempleadas","1123,84",,
"GABINETE ASESOR MARIANA MATAS MORENO, SL UNIP","Mejorar la empleabilidad delas personas desempleadas","137,53",,
"GABINETE ASESOR VILADECANS, SL","Mejorar la empleabilidad delas personas desempleadas",1600,,
"GABINETE ASESOR VILLALONGA CB","Mejorar la empleabilidad delas personas desempleadas","2191,62",,
"GABINETE ASESOR XALOC S.L.","Mejorar la empleabilidad delas personas desempleadas","466,6",,
"GABINETE ASETEC ASESORAMIENTO Y GESTION SL","Mejorar la empleabilidad delas personas desempleadas","1879,92",,
"GABINETE ASISTENCIA TECNICA AGROINDUSTRIAL; SL","Mejorar la empleabilidad delas personas desempleadas","553,28",,
"GABINETE ASTROLOGICO SL","Mejorar la empleabilidad delas personas desempleadas","3163,27",,
"GABINETE BALMES, SL","Mejorar la empleabilidad delas personas desempleadas",305,,
"GABINETE BEGUR SL","Mejorar la empleabilidad delas personas desempleadas","886,48",,
"GABINETE CIMBRA SL","Mejorar la empleabilidad delas personas desempleadas","188,9",,
"GABINETE CIVILIS, S.A.","Mejorar la empleabilidad delas personas desempleadas","870,9",,
"GABINETE CONSULTA EMPRESARIAL HERMES, S.L.","Mejorar la empleabilidad delas personas desempleadas","278,57",,
"GABINETE CONSULTING EMPRESARIAL, SA","Mejorar la empleabilidad delas personas desempleadas","446,13",,
"GABINETE CONTEMPORANEO SL","Mejorar la empleabilidad delas personas desempleadas","394,27",,
"GABINETE DE ALIMENTACION Y BEBIDAS S.L.","Mejorar la empleabilidad delas personas desempleadas","1428,37",,
"GABINETE DE ANALISIS DEMOSCOPICO SL","Mejorar la empleabilidad delas personas desempleadas","122,75",,
"GABINETE DE APOYO TECNICO ,SL","Mejorar la empleabilidad delas personas desempleadas","1105,81",,
"GABINETE DE ASESOR EMPRESARIAL, S.L.","Mejorar la empleabilidad delas personas desempleadas","2368,18",,
"GABINETE DE ASESORAMIENTO TECNICO EMPRESAS VCIA SL","Mejorar la empleabilidad delas personas desempleadas","3245,77",,
"GABINETE DE ASESORAMIENTO Y FORMACION SL","Mejorar la empleabilidad delas personas desempleadas","5087,5",,
"GABINETE DE ASESORES TITULADOS SA","Mejorar la empleabilidad delas personas desempleadas",500,,
"GABINETE DE ASESORIA INVERSIONES SL","Mejorar la empleabilidad delas personas desempleadas","506,65",,
"GABINETE DE ASESORIA Y AUDITORIA SA","Mejorar la empleabilidad delas personas desempleadas","747,02",,
"GABINETE DE AUDITORIA EVG,S.L.","Mejorar la empleabilidad delas personas desempleadas","68,44",,
"GABINETE DE AUDITORIA RIBAS SALVA Y ASOCIADOS SL","Mejorar la empleabilidad delas personas desempleadas","207,74",,
"GABINETE DE COCINA, SL","Mejorar la empleabilidad delas personas desempleadas","239,16",,
"GABINETE DE COMUNICACION GLOBAL SL","Mejorar la empleabilidad delas personas desempleadas",800,,
"GABINETE DE CONSTRUCCION Y ARQUITECTURA, SL","Mejorar la empleabilidad delas personas desempleadas","38606,67",,
"GABINETE DE CONTROL Y PROYECTOS SA","Mejorar la empleabilidad delas personas desempleadas","1074,22",,
"GABINETE DE DIRECCINN Y GESTINN DE EMPRESAS S.L.","Mejorar la empleabilidad delas personas desempleadas","3554,27",,
"GABINETE DE EMPRESAS GARBEM SL","Mejorar la empleabilidad delas personas desempleadas","74,96",,
"GABINETE DE ESPECIALISTAS EN OZONIZACION INTERNACIONAL,","Mejorar la empleabilidad delas personas desempleadas",1900,,
"GABINETE DE ESTUDIOS CARDIOLOGICOS S.L.","Mejorar la empleabilidad delas personas desempleadas",300,,
"GABINETE DE ESTUDIOS MEDIOAMBIENTALES GEMA S.L.","Mejorar la empleabilidad delas personas desempleadas","1274,94",,
"GABINETE DE GESTION ASINTE, S.L.","Mejorar la empleabilidad delas personas desempleadas",525,,
"GABINETE DE GESTION EMPRESARIAL SL","Mejorar la empleabilidad delas personas desempleadas","1200,06",,
"GABINETE DE GESTION INMOBILIARIA TIERRA NUEVA SL","Mejorar la empleabilidad delas personas desempleadas","1086,58",,
"GABINETE DE GESTION Y ASESORAMIENTO C Y V ASOCIADOS, SL","Mejorar la empleabilidad delas personas desempleadas","424,98",,
"GABINETE DE GESTION Y ASESORIA EMPRESARIAL SA","Mejorar la empleabilidad delas personas desempleadas","40,71",,
"GABINETE DE GESTIONES JURIDICAS SL","Mejorar la empleabilidad delas personas desempleadas","1992,62",,
"GABINETE DE IMAGEN FORMES I STYLS,S.L.","Mejorar la empleabilidad delas personas desempleadas","2245,23",,
"GABINETE DE INFORMATICA, A.K., SL","Mejorar la empleabilidad delas personas desempleadas","2177,42",,
"GABINETE DE INGENIER Y RECONSTR.DE ACCIDENTES DE TRAFIC","Mejorar la empleabilidad delas personas desempleadas","365,96",,
"GABINETE DE INGENIERIA CIVIL DEL SUR SL","Mejorar la empleabilidad delas personas desempleadas","1494,59",,
"GABINETE DE INICIAT. SOCIOCULTURALES Y FORMACINN,S.L.","Mejorar la empleabilidad delas personas desempleadas",300,,
"GABINETE DE INVESTIGACION Y ESTUDIOS ECONOMICOS, SL","Mejorar la empleabilidad delas personas desempleadas","1439,15",,
"GABINETE DE LOGISTICA EMPRESARIAL, SL","Mejorar la empleabilidad delas personas desempleadas","199,07",,
"GABINETE DE MARKETING Y ESTRATEGIAS DE COMUNICACION LOC","Mejorar la empleabilidad delas personas desempleadas","1027,57",,
"GABINETE DE OFICINAS DE SERVICIOS SA","Mejorar la empleabilidad delas personas desempleadas","848,64",,
"GABINETE DE ORGANIZACION EMPRESARIAL VALENCIANO SL","Mejorar la empleabilidad delas personas desempleadas","139,27",,
"GABINETE DE PRENSA INFORPRESS, SL","Mejorar la empleabilidad delas personas desempleadas","5428,01",,
"GABINETE DE PRENSA Y AGENCIA DE PUBLICIDAD IMPART, SL","Mejorar la empleabilidad delas personas desempleadas","275,49",,
"GABINETE DE PREVENCION EMPRESARIAL SL","Mejorar la empleabilidad delas personas desempleadas","2005,84",,
"GABINETE DE RELACIONES COMERCIALES SL","Mejorar la empleabilidad delas personas desempleadas","639,81",,
"GABINETE DE SALUD MARIA CONTRERAS, SL","Mejorar la empleabilidad delas personas desempleadas","1267,5",,
"GABINETE DE SEGUROS TOTO SL","Mejorar la empleabilidad delas personas desempleadas","2115,46",,
"GABINETE DE SERVICIOS PARA LA MINERIA SL","Mejorar la empleabilidad delas personas desempleadas","1200,06",,
"GABINETE DE SERVICIOS TANATOLOGICOS DIETRIC,S.L.","Mejorar la empleabilidad delas personas desempleadas","204,38",,
"GABINETE DE TASACIONES INMOBILIARIAS SA","Mejorar la empleabilidad delas personas desempleadas","1078,98",,
"GABINETE DE TASACIONES VILLARREAL SL","Mejorar la empleabilidad delas personas desempleadas","387,13",,
"GABINETE DE TECNICAS EMPRESARIALES GABITEC SL","Mejorar la empleabilidad delas personas desempleadas","561,89",,
"GABINETE DE TRADUCCIONES MA EL AININ, SL","Mejorar la empleabilidad delas personas desempleadas","1717,5",,
"GABINETE DE ULTRASONOGRAFIA CLINICA SL","Mejorar la empleabilidad delas personas desempleadas","2232,44",,
"GABINETE DERMATOLOGICO Y CAPILAR SL","Mejorar la empleabilidad delas personas desempleadas","679,95",,
"GABINETE ECONOMICO ASTUR SL","Mejorar la empleabilidad delas personas desempleadas","1274,94",,
"GABINETE ECOS, SL","Mejorar la empleabilidad delas personas desempleadas","495,81",,
"GABINETE EMPRESARIAL DE JAEN SL","Mejorar la empleabilidad delas personas desempleadas","956,16",,
"GABINETE ESPECIALIDADES INDEO SL","Mejorar la empleabilidad delas personas desempleadas","373,03",,
"GABINETE ESTUDIOS Y SERVICIOS EMPRESARIALES, SL","Mejorar la empleabilidad delas personas desempleadas","1836,93",,
"GABINETE EXTREMENO DE AUDITORIA, SL","Mejorar la empleabilidad delas personas desempleadas","734,26",,
"GABINETE FINCAS RIUS 2001, SL","Mejorar la empleabilidad delas personas desempleadas","533,36",,
"GABINETE FISCAL DE ASESORAMIENTO Y GESTION, SL","Mejorar la empleabilidad delas personas desempleadas",1145,,
"GABINETE FISCAL Y GESTION EMPRESARIAL SL","Mejorar la empleabilidad delas personas desempleadas","441,48",,
"GABINETE FOTOGRAFICO SAAVEDRA & PENALVA, S.L","Mejorar la empleabilidad delas personas desempleadas",1900,,
"GABINETE GARCIA CAIRO SA","Mejorar la empleabilidad delas personas desempleadas","786,21",,
"GABINETE GARCIA PRATS Y ASOCIADOS, SL","Mejorar la empleabilidad delas personas desempleadas","1467,43",,
"GABINETE GESTION INMOBILIARIA SL","Mejorar la empleabilidad delas personas desempleadas","212,49",,
"GABINETE GESTOR, SL","Mejorar la empleabilidad delas personas desempleadas","196,57",,
"GABINETE GIC, SL","Mejorar la empleabilidad delas personas desempleadas","1133,28",,
"GABINETE GOMILA ALBIS SL","Mejorar la empleabilidad delas personas desempleadas","939,86",,
"GABINETE GRAN VIA 42 ASESORES SL","Mejorar la empleabilidad delas personas desempleadas","531,23",,
"GABINETE GRAN VIA 42 SL","Mejorar la empleabilidad delas personas desempleadas","70,83",,
"GABINETE GUERRA DE LA CALIDAD Y MEDIO AMBIENTE EMPRESAR","Mejorar la empleabilidad delas personas desempleadas","1208,33",,
"GABINETE GUILLO & ASOCIADOS, SL","Mejorar la empleabilidad delas personas desempleadas","1407,13",,
"GABINETE HARO, SL","Mejorar la empleabilidad delas personas desempleadas","1889,91",,
"GABINETE I&M SL","Mejorar la empleabilidad delas personas desempleadas","380,11",,
"GABINETE INMOBILIARIO BANCASA SL","Mejorar la empleabilidad delas personas desempleadas","446,62",,
"GABINETE INMOBILIARIO SA","Mejorar la empleabilidad delas personas desempleadas","1171,13",,
"GABINETE JURIDICO ARRECIFE, S.L.","Mejorar la empleabilidad delas personas desempleadas","993,32",,
"GABINETE JURIDICO CASTILLA, S.L.","Mejorar la empleabilidad delas personas desempleadas","1547,63",,
"GABINETE JURIDICO DE TRANSPORTE EUROPEO SL","Mejorar la empleabilidad delas personas desempleadas","25,98",,
"GABINETE JURIDICO EMPRESARIAL BENELEX,C.B","Mejorar la empleabilidad delas personas desempleadas","265,58",,
"GABINETE JURIDICO EMPRESARIAL ROMERO MARTINEZ, SL","Mejorar la empleabilidad delas personas desempleadas","1062,45",,
"GABINETE JURIDICO EMPRESARIAL SORIANO $ SAMZ, S.L.","Mejorar la empleabilidad delas personas desempleadas","1274,94",,
"GABINETE JURIDICO FISCAL CB","Mejorar la empleabilidad delas personas desempleadas","998,64",,
"GABINETE JURIDICO GARABITO & GONZALVEZ Y ASOCIADOS SL","Mejorar la empleabilidad delas personas desempleadas","134,55",,
"GABINETE JURIDICO IURIGEST SL","Mejorar la empleabilidad delas personas desempleadas",190,,
"GABINETE JURIDICO MERCANTIL MORAN ABOGADOS SL","Mejorar la empleabilidad delas personas desempleadas","1154,32",,
"GABINETE JURIDICO PERELA, S.L.","Mejorar la empleabilidad delas personas desempleadas","182,34",,
"GABINETE JURIDICO SIERA BLANCA SL","Mejorar la empleabilidad delas personas desempleadas","1159,94",,
"GABINETE JURIDICO TAILLEFER,S.L.","Mejorar la empleabilidad delas personas desempleadas","247,89",,
"GABINETE JURIDICO TRANXACC SL","Mejorar la empleabilidad delas personas desempleadas","1293,18",,
"GABINETE JURIDICO VALDELEX;S.L.","Mejorar la empleabilidad delas personas desempleadas","885,32",,
"GABINETE JURIDICO XXI SL","Mejorar la empleabilidad delas personas desempleadas","1413,06",,
"GABINETE JURIDICO-INMOBILIARIO LUCES, COM.B.","Mejorar la empleabilidad delas personas desempleadas","1341,05",,
"GABINETE LABORAL JURIDICO FINANCIERO GRANADO Y ASOCIADO","Mejorar la empleabilidad delas personas desempleadas","1345,77",,
"GABINETE LABORAL OCON DE GUZMAN Y JAIME, SL","Mejorar la empleabilidad delas personas desempleadas","637,47",,
"GABINETE LEGAL MADRID NORTE S.L.","Mejorar la empleabilidad delas personas desempleadas","1244,51",,
"GABINETE LUIS BURGUES, SA","Mejorar la empleabilidad delas personas desempleadas","619,47",,
"GABINETE MATEU SL","Mejorar la empleabilidad delas personas desempleadas","1939,91",,
"GABINETE MEDICO ASISTENCIAL SL","Mejorar la empleabilidad delas personas desempleadas","991,58",,
"GABINETE MEDICO DE VALORACIONES SL","Mejorar la empleabilidad delas personas desempleadas","184,96",,
"GABINETE MEDICO GASCONA, SL","Mejorar la empleabilidad delas personas desempleadas","1027,04",,
"GABINETE MEDICO VELAZQUEZ SL","Mejorar la empleabilidad delas personas desempleadas","70,83",,
"GABINETE ONORATO, S.L.","Mejorar la empleabilidad delas personas desempleadas","926,06",,
"GABINETE OPTICO JACINTO BUSTOS SL","Mejorar la empleabilidad delas personas desempleadas","451,08",,
"GABINETE ORFILA ASSESSORS SL","Mejorar la empleabilidad delas personas desempleadas","5554,83",,
"GABINETE ORFILA-ASSEGURANCES SL","Mejorar la empleabilidad delas personas desempleadas","2599,36",,
"GABINETE ORTOPEDICO TINERFENO SL","Mejorar la empleabilidad delas personas desempleadas",700,,
"GABINETE PERICIAL BALEAR S.L.L.","Mejorar la empleabilidad delas personas desempleadas","377,11",,
"GABINETE PERICIAL NAVARRO, SL","Mejorar la empleabilidad delas personas desempleadas","361,2",,
"GABINETE PODOLOGICO GARCIA PRADA SL","Mejorar la empleabilidad delas personas desempleadas",450,,
"GABINETE PONS ANGLADA SL","Mejorar la empleabilidad delas personas desempleadas","1386,48",,
"GABINETE PROFESIONAL DE LOGOPEDIA, S. L. P.","Mejorar la empleabilidad delas personas desempleadas","68,46",,
"GABINETE PROFESIONAL INFOSEGUR CORREDURIA DE SEGUROS SL","Mejorar la empleabilidad delas personas desempleadas","675,23",,
"GABINETE REM ASOCIADOS, SL","Mejorar la empleabilidad delas personas desempleadas","365,95",,
"GABINETE RIVAS SL","Mejorar la empleabilidad delas personas desempleadas","1222,11",,
"GABINETE RONDA,S.L.","Mejorar la empleabilidad delas personas desempleadas",1700,,
"GABINETE SACICH, SL","Mejorar la empleabilidad delas personas desempleadas","1736,22",,
"GABINETE SALAS, SL","Mejorar la empleabilidad delas personas desempleadas",1275,,
"GABINETE SALOME Y MIRANDA S.L.","Mejorar la empleabilidad delas personas desempleadas","106,23",,
"GABINETE SALUD Y BELLEZ PHOTON","Mejorar la empleabilidad delas personas desempleadas","1152,16",,
"GABINETE SARD Y ASOCIADOS CB","Mejorar la empleabilidad delas personas desempleadas","1493,04",,
"GABINETE SARD, SL","Mejorar la empleabilidad delas personas desempleadas","578,44",,
"GABINETE SAURINA SL","Mejorar la empleabilidad delas personas desempleadas","1219,88",,
